Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,40.989627,[70  8] ; [ 9 22],[56.53211009 21.46788991] ; [22.46788991  8.53211009],1
r1,1,0.002935,8.847508,[66 12] ; [18 13],[60.11009174 17.88990826] ; [23.88990826  7.11009174],0
n6,1,0.01981,5.428567,[72  7] ; [23  8],[68.22727273 10.77272727] ; [26.77272727  4.22727273],0
p9,1,0.033941,4.497655,[69  8] ; [22  8],[65.48598131 11.51401869] ; [25.51401869  4.48598131],0
d4,1,0.035833,4.405014,[47 32] ; [25  6],[51.70909091 27.29090909] ; [20.29090909 10.70909091],0
p4,1,0.055767,3.659015,[46 32] ; [12 19],[41.50458716 36.49541284] ; [16.49541284 14.50458716],0
a5,1,0.062692,3.464697,[51 28] ; [14 17],[46.68181818 32.31818182] ; [18.31818182 12.68181818],0
n2,1,0.064838,3.409091,[20  2] ; [5 3],[18.33333333  3.66666667] ; [6.66666667 1.33333333],0
s7,1,0.07242,3.227309,[49 24] ; [15 16],[44.92307692 28.07692308] ; [19.07692308 11.92307692],0
b4,1,0.073669,3.199315,[44 35] ; [23  8],[48.11818182 30.88181818] ; [18.88181818 12.11818182],0
a1,1,0.07839,3.097978,[ 3 76] ; [ 4 27],[ 5.02727273 73.97272727] ; [ 1.97272727 29.02727273],0
b1,1,0.088564,2.900274,[37 42] ; [ 9 22],[33.03636364 45.96363636] ; [12.96363636 18.03636364],0
r2,1,0.094941,2.788529,[74  5] ; [25  5],[71.75229358  7.24770642] ; [27.24770642  2.75229358],0
s6,1,0.103264,2.654398,[68  8] ; [24  7],[65.34579439 10.65420561] ; [26.65420561  4.34579439],0
p3,1,0.120816,2.406715,[41 38] ; [11 20],[37.34545455 41.65454545] ; [14.65454545 16.34545455],0
p10,1,0.131549,2.274131,[64 13] ; [21  9],[61.1682243 15.8317757] ; [23.8317757  6.1682243],0
p6,1,0.140325,2.174395,[36 43] ; [ 9 21],[32.6146789 46.3853211] ; [12.3853211 17.6146789],0
a4,1,0.159572,1.978273,[23 56] ; [ 5 26],[20.10909091 58.89090909] ; [ 7.89090909 23.10909091],0
s8,1,0.170037,1.882619,[39 39] ; [11 20],[35.77981651 42.22018349] ; [14.22018349 16.77981651],0
p5,1,0.177506,1.81838,[20 59] ; [ 4 26],[17.39449541 61.60550459] ; [ 6.60550459 23.39449541],0
r4,1,0.179514,1.801642,[73  6] ; [26  5],[71.1  7.9] ; [27.9  3.1],0
p7,1,0.186365,1.746126,[57 21] ; [18 12],[54.16666667 23.83333333] ; [20.83333333  9.16666667],0
a6,1,0.193793,1.688546,[44 35] ; [13 18],[40.93636364 38.06363636] ; [16.06363636 14.93636364],0
p2,1,0.227329,1.457494,[66 13] ; [22  8],[63.77981651 15.22018349] ; [24.22018349  5.77981651],0
p8,1,0.236235,1.402922,[45 33] ; [14 17],[42.22018349 35.77981651] ; [16.77981651 14.22018349],0
n3,1,0.242908,1.363636,[16  6] ; [4 4],[14.66666667  7.33333333] ; [5.33333333 2.66666667],0
d5,1,0.247678,1.336356,[44 35] ; [21 10],[46.68181818 32.31818182] ; [18.31818182 12.68181818],0
a8,1,0.280671,1.16384,[15 61] ; [ 3 25],[13.15384615 62.84615385] ; [ 4.84615385 23.15384615],0
p1,1,0.287464,1.131461,[11 67] ; [ 2 28],[ 9.38888889 68.61111111] ; [ 3.61111111 26.38888889],0
r3,1,0.305907,1.048267,[72  7] ; [30  1],[73.25454545  5.74545455] ; [28.74545455  2.25454545],0
v3,1,0.311859,1.022784,[32 47] ; [ 9 21],[29.71559633 49.28440367] ; [11.28440367 18.71559633],0
u1,1,0.37245,0.795473,[ 4 75] ; [ 3 28],[ 5.02727273 73.97272727] ; [ 1.97272727 29.02727273],0
a3,1,0.408757,0.682412,[49 30] ; [16 14],[47.11009174 31.88990826] ; [17.88990826 12.11009174],0
d3,1,0.413736,0.668038,[29 50] ; [14 17],[30.88181818 48.11818182] ; [12.11818182 18.88181818],0
s2,1,0.480511,0.497704,[54 25] ; [19 12],[52.42727273 26.57272727] ; [20.57272727 10.42727273],0
a7,1,0.495639,0.464262,[48 31] ; [21 10],[49.55454545 29.44545455] ; [19.44545455 11.55454545],0
u3,1,0.526168,0.401786,[17 13] ; [7 8],[16. 14.] ; [8. 7.],0
s4,1,0.639702,0.219132,[21 57] ; [ 7 24],[20.03669725 57.96330275] ; [ 7.96330275 23.03669725],0
v1,1,0.667436,0.184615,[40 38] ; [14 16],[39. 39.] ; [15. 15.],0
u2,1,0.673214,0.177866,[14 16] ; [8 7],[14.66666667 15.33333333] ; [7.33333333 7.66666667],0
a2,1,0.677241,0.173249,[ 4 75] ; [ 1 30],[ 3.59090909 75.40909091] ; [ 1.40909091 29.59090909],0
v2,1,0.693863,0.154935,[41 37] ; [15 16],[40.0733945 37.9266055] ; [15.9266055 15.0733945],0
v4,1,0.723342,0.125313,[75  4] ; [28  1],[75.34259259  3.65740741] ; [27.65740741  1.34259259],0
