Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,8e-06,20.011379,[23 11] ; [ 4 27],[14.12307692 19.87692308] ; [12.87692308 18.12307692],1
v2,1,0.001369,10.246552,[18 15] ; [ 5 26],[11.859375 21.140625] ; [11.140625 19.859375],0
r3,1,0.005038,7.865816,[20 13] ; [ 8 23],[14.4375 18.5625] ; [13.5625 17.4375],0
n6,1,0.005565,7.686183,[22 12] ; [ 9 21],[16.46875 17.53125] ; [14.53125 15.46875],0
p9,1,0.035959,4.399033,[12 21] ; [ 4 26],[ 8.38095238 24.61904762] ; [ 7.61904762 22.38095238],0
u2,1,0.038434,4.285714,[8 8] ; [ 2 12],[ 5.33333333 10.66666667] ; [4.66666667 9.33333333],0
p6,1,0.05657,3.635197,[ 8 25] ; [ 2 28],[ 5.23809524 27.76190476] ; [ 4.76190476 25.23809524],0
s6,1,0.056924,3.624816,[14 20] ; [ 6 25],[10.46153846 23.53846154] ; [ 9.53846154 21.46153846],0
u3,1,0.062101,3.480367,[ 6 11] ; [ 1 13],[ 3.83870968 13.16129032] ; [ 3.16129032 10.83870968],0
n3,1,0.06345,3.444829,[11  6] ; [ 6 12],[8.25714286 8.74285714] ; [8.74285714 9.25714286],0
n2,1,0.063601,3.440904,[10  7] ; [ 5 13],[7.28571429 9.71428571] ; [ 7.71428571 10.28571429],0
d5,1,0.06802,3.330171,[24 10] ; [15 16],[20.4 13.6] ; [18.6 12.4],0
d4,1,0.136079,2.221748,[24  9] ; [17 14],[21.140625 11.859375] ; [19.859375 11.140625],0
p4,1,0.151467,2.05741,[12 22] ; [ 6 25],[ 9.41538462 24.58461538] ; [ 8.58461538 22.41538462],0
s1,1,0.18317,1.771716,[ 2 32] ; [ 5 26],[ 3.66153846 30.33846154] ; [ 3.33846154 27.66153846],0
b1,1,0.187515,1.737034,[23 11] ; [16 15],[20.4 13.6] ; [18.6 12.4],0
v1,1,0.204809,1.607745,[11 21] ; [ 6 24],[ 8.77419355 23.22580645] ; [ 8.22580645 21.77419355],0
d3,1,0.261282,1.261954,[19 15] ; [13 18],[16.73846154 17.26153846] ; [15.26153846 15.73846154],0
s7,1,0.272288,1.205184,[ 8 23] ; [ 4 24],[ 6.30508475 24.69491525] ; [ 5.69491525 22.30508475],0
r1,1,0.276531,1.184061,[ 6 28] ; [ 9 22],[ 7.84615385 26.15384615] ; [ 7.15384615 23.84615385],0
p3,1,0.281156,1.161491,[ 9 24] ; [ 5 26],[ 7.21875 25.78125] ; [ 6.78125 24.21875],0
a8,1,0.285271,1.141808,[ 1 30] ; [ 3 27],[ 2.03278689 28.96721311] ; [ 1.96721311 28.03278689],0
s5,1,0.303565,1.058468,[ 6 26] ; [ 3 28],[ 4.57142857 27.42857143] ; [ 4.42857143 26.57142857],0
r2,1,0.316236,1.00445,[19 14] ; [13 16],[17.03225806 15.96774194] ; [14.96774194 14.03225806],0
p1,1,0.328712,0.953966,[ 2 32] ; [ 4 27],[ 3.13846154 30.86153846] ; [ 2.86153846 28.13846154],0
n4,1,0.344225,0.894633,[18 16] ; [20 11],[19.87692308 14.12307692] ; [18.12307692 12.87692308],0
u1,1,0.348255,0.879806,[ 3 31] ; [ 1 30],[ 2.09230769 31.90769231] ; [ 1.90769231 29.09230769],0
a5,1,0.38784,0.745703,[15 19] ; [17 14],[16.73846154 17.26153846] ; [15.26153846 15.73846154],0
a1,1,0.396928,0.717613,[ 4 30] ; [ 6 25],[ 5.23076923 28.76923077] ; [ 4.76923077 26.23076923],0
d2,1,0.397489,0.715909,[13 20] ; [15 15],[14.66666667 18.33333333] ; [13.33333333 16.66666667],0
p11,1,0.407795,0.68522,[12 22] ; [ 8 23],[10.46153846 23.53846154] ; [ 9.53846154 21.46153846],0
b5,1,0.417334,0.657812,[22 12] ; [17 14],[20.4 13.6] ; [18.6 12.4],0
p8,1,0.44267,0.589352,[ 7 27] ; [ 4 26],[ 5.84375 28.15625] ; [ 5.15625 24.84375],0
v3,1,0.45627,0.555028,[ 8 26] ; [ 5 26],[ 6.8 27.2] ; [ 6.2 24.8],0
d1,1,0.477906,0.503637,[15 19] ; [11 20],[13.6 20.4] ; [12.4 18.6],0
s2,1,0.496447,0.462524,[ 9 25] ; [ 6 25],[ 7.84615385 26.15384615] ; [ 7.15384615 23.84615385],0
b2,1,0.577046,0.311034,[ 7 12] ; [ 6 15],[ 6.175 12.825] ; [ 6.825 14.175],0
b3,1,0.577046,0.311034,[ 7 12] ; [ 6 15],[ 6.175 12.825] ; [ 6.825 14.175],0
s3,1,0.652615,0.202619,[12 22] ; [ 9 21],[11.15625 22.84375] ; [ 9.84375 20.15625],0
n5,1,0.67812,0.17225,[18 16] ; [18 13],[18.83076923 15.16923077] ; [17.16923077 13.83076923],0
a3,1,0.682013,0.167868,[17 16] ; [17 13],[17.80952381 15.19047619] ; [16.19047619 13.80952381],0
a4,1,0.683381,0.166344,[13 21] ; [10 20],[12.21875 21.78125] ; [10.78125 19.21875],0
n1,1,0.80276,0.062389,[ 5 12] ; [ 6 12],[ 5.34285714 11.65714286] ; [ 5.65714286 12.34285714],0
a7,1,0.825414,0.048659,[14 19] ; [14 17],[14.4375 18.5625] ; [13.5625 17.4375],0
