Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.2e-05,19.221615,[23  6] ; [44 83],[12.45512821 16.54487179] ; [54.54487179 72.45512821],1
p5,1,0.173084,1.856026,[ 3 26] ; [  5 118],[ 1.52631579 27.47368421] ; [  6.47368421 116.52631579],0
s7,1,0.192755,1.696434,[11 16] ; [33 85],[ 8.19310345 18.80689655] ; [35.80689655 82.19310345],0
p4,1,0.234534,1.413148,[ 9 19] ; [27 98],[ 6.58823529 21.41176471] ; [29.41176471 95.58823529],0
d2,1,0.235535,1.407122,[17 12] ; [58 67],[14.12337662 14.87662338] ; [60.87662338 64.12337662],0
a4,1,0.24944,1.326439,[15 14] ; [50 75],[12.24025974 16.75974026] ; [52.75974026 72.24025974],0
u3,1,0.250408,1.321026,[3 7] ; [23 23],[4.64285714 5.35714286] ; [21.35714286 24.64285714],0
n4,1,0.279452,1.169751,[16 13] ; [83 43],[18.52258065 10.47741935] ; [80.47741935 45.52258065],0
p7,1,0.301697,1.066677,[ 5 24] ; [32 89],[ 7.15333333 21.84666667] ; [29.84666667 91.15333333],0
b1,1,0.303462,1.058919,[17 12] ; [61 66],[14.5 14.5] ; [63.5 63.5],0
p8,1,0.347567,0.882321,[ 3 26] ; [ 22 104],[ 4.67741935 24.32258065] ; [ 20.32258065 105.67741935],0
p3,1,0.35331,0.861532,[ 9 20] ; [29 98],[ 7.06410256 21.93589744] ; [30.93589744 96.06410256],0
v1,1,0.363879,0.824461,[11 18] ; [36 87],[ 8.96710526 20.03289474] ; [38.03289474 84.96710526],0
p10,1,0.381792,0.764925,[16 12] ; [60 65],[13.90849673 14.09150327] ; [62.09150327 62.90849673],0
p1,1,0.442586,0.589569,[ 3 26] ; [  8 119],[ 2.04487179 26.95512821] ; [  8.95512821 118.04487179],0
d5,1,0.450719,0.568843,[21  8] ; [82 44],[19.27096774  9.72903226] ; [83.72903226 42.27096774],0
d1,1,0.517128,0.419618,[12 17] ; [61 66],[13.57051282 15.42948718] ; [59.42948718 67.57051282],0
n2,1,0.537031,0.381071,[8 3] ; [34 20],[7.10769231 3.89230769] ; [34.89230769 19.10769231],0
n3,1,0.605919,0.26616,[5 5] ; [30 21],[5.73770492 4.26229508] ; [29.26229508 21.73770492],0
b4,1,0.626894,0.236296,[15 14] ; [72 55],[16.17307692 12.82692308] ; [70.82692308 56.17307692],0
p11,1,0.642262,0.215797,[16 13] ; [64 63],[14.87179487 14.12820513] ; [65.12820513 61.87179487],0
s1,1,0.673141,0.17795,[ 3 26] ; [ 10 116],[ 2.43225806 26.56774194] ; [ 10.56774194 115.43225806],0
n1,1,0.676509,0.174082,[4 6] ; [25 28],[4.6031746 5.3968254] ; [24.3968254 28.6031746],0
a8,1,0.686983,0.162371,[ 2 25] ; [ 12 109],[ 2.55405405 24.44594595] ; [ 11.44594595 109.55405405],0
n5,1,0.782141,0.076469,[18 11] ; [81 44],[18.64285714 10.35714286] ; [80.35714286 44.64285714],0
d3,1,0.785986,0.073727,[16 13] ; [66 60],[15.34193548 13.65806452] ; [66.65806452 59.34193548],0
v3,1,0.810441,0.057532,[10 18] ; [40 80],[ 9.45945946 18.54054054] ; [40.54054054 79.45945946],0
a7,1,0.866453,0.02828,[17 12] ; [76 50],[17.4 11.6] ; [75.6 50.4],0
u1,1,0.872875,0.025602,[ 4 25] ; [ 19 108],[ 4.27564103 24.72435897] ; [ 18.72435897 108.27564103],0
a2,1,0.902639,0.014964,[ 6 23] ; [ 25 102],[ 5.76282051 23.23717949] ; [ 25.23717949 101.76282051],0
b3,1,0.902723,0.014938,[ 7 11] ; [31 52],[ 6.77227723 11.22772277] ; [31.22772277 51.77227723],0
b2,1,0.902723,0.014938,[ 7 11] ; [31 52],[ 6.77227723 11.22772277] ; [31.22772277 51.77227723],0
u4,1,0.934336,0.006788,[ 1 28] ; [  4 123],[ 0.92948718 28.07051282] ; [  4.07051282 122.92948718],0
a3,1,0.941865,0.005318,[19 10] ; [81 44],[18.83116883 10.16883117] ; [81.16883117 43.83116883],0
b5,1,0.942825,0.005144,[16 13] ; [71 56],[16.17307692 12.82692308] ; [70.82692308 56.17307692],0
a6,1,0.970141,0.001401,[16 13] ; [70 56],[16.09032258 12.90967742] ; [69.90967742 56.09032258],0
p9,1,1.0,0.0,[14 14] ; [61 61],[14. 14.] ; [61. 61.],0
