Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.2e-05,19.221615,[23  6] ; [44 83],[12.45512821 16.54487179] ; [54.54487179 72.45512821],1
p12,1,3.2e-05,17.283258,[ 5 24] ; [  1 126],[ 1.11538462 27.88461538] ; [  4.88461538 122.11538462],1
s2,1,0.005692,7.645398,[16 13] ; [36 91],[ 9.66666667 19.33333333] ; [42.33333333 84.66666667],0
r4,1,0.010985,6.467722,[25  4] ; [78 49],[19.1474359  9.8525641] ; [83.8525641 43.1474359],0
s4,1,0.011609,6.369578,[ 9 19] ; [ 16 110],[ 4.54545455 23.45454545] ; [ 20.45454545 105.54545455],0
s8,1,0.011914,6.32361,[13 16] ; [28 99],[ 7.62179487 21.37820513] ; [33.37820513 93.62179487],0
r3,1,0.01443,5.984723,[27  2] ; [90 36],[21.89032258  7.10967742] ; [95.10967742 30.89032258],0
n6,1,0.030715,4.66881,[24  5] ; [77 48],[19.01948052  9.98051948] ; [81.98051948 43.01948052],0
s3,1,0.0313,4.63643,[17 12] ; [46 79],[11.86363636 17.13636364] ; [51.13636364 73.86363636],0
r1,1,0.054898,3.685181,[23  6] ; [76 50],[18.52258065 10.47741935] ; [80.47741935 45.52258065],0
d4,1,0.062769,3.462675,[25  4] ; [87 39],[20.95483871  8.04516129] ; [91.04516129 34.95483871],0
v4,1,0.117645,2.4484,[25  4] ; [91 35],[21.70322581  7.29677419] ; [94.29677419 31.70322581],0
r2,1,0.119465,2.424316,[27  2] ; [99 23],[24.1986755  4.8013245] ; [101.8013245  20.1986755],0
a5,1,0.124297,2.362319,[22  7] ; [77 50],[18.40384615 10.59615385] ; [80.59615385 46.40384615],0
v2,1,0.131444,2.275368,[15 13] ; [46 75],[11.46308725 16.53691275] ; [49.53691275 71.46308725],0
u2,1,0.156644,2.006324,[2 7] ; [22 24],[3.92727273 5.07272727] ; [20.07272727 25.92727273],0
a1,1,0.169405,1.888204,[ 5 24] ; [ 11 116],[ 2.97435897 26.02564103] ; [ 13.02564103 113.97435897],0
