Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000904,11.013986,[ 2 20] ; [8 5],[ 6.28571429 15.71428571] ; [3.71428571 9.28571429],1
s5,1,0.014407,5.987602,[ 2 19] ; [6 7],[ 4.94117647 16.05882353] ; [3.05882353 9.94117647],0
v1,1,0.045563,3.997669,[ 6 16] ; [8 5],[ 8.8 13.2] ; [5.2 7.8],0
s7,1,0.057681,3.602826,[ 6 15] ; [8 5],[ 8.64705882 12.35294118] ; [5.35294118 7.64705882],0
v4,1,0.06076,3.516526,[14  8] ; [12  1],[16.34285714  5.65714286] ; [9.65714286 3.34285714],0
s8,1,0.076729,3.132867,[ 4 18] ; [6 7],[ 6.28571429 15.71428571] ; [3.71428571 9.28571429],0
s2,1,0.076729,3.132867,[ 4 18] ; [6 7],[ 6.28571429 15.71428571] ; [3.71428571 9.28571429],0
a5,1,0.076729,3.132867,[18  4] ; [7 6],[15.71428571  6.28571429] ; [9.28571429 3.71428571],0
n6,1,0.077643,3.113553,[ 8 13] ; [9 4],[10.5 10.5] ; [6.5 6.5],0
b4,1,0.116018,2.470266,[13  9] ; [11  2],[15.08571429  6.91428571] ; [8.91428571 4.08571429],0
p9,1,0.116189,2.467949,[11 11] ; [10  3],[13.2  8.8] ; [7.8 5.2],0
d3,1,0.149154,2.080883,[17  5] ; [7 6],[15.08571429  6.91428571] ; [8.91428571 4.08571429],0
a4,1,0.15115,2.060606,[13  9] ; [4 8],[11. 11.] ; [6. 6.],0
n2,1,0.17146,1.87013,[6 5] ; [6 1],[7.33333333 3.66666667] ; [4.66666667 2.33333333],0
d4,1,0.184346,1.762238,[14  8] ; [11  2],[15.71428571  6.28571429] ; [9.28571429 3.71428571],0
v2,1,0.184711,1.759309,[ 4 18] ; [5 8],[ 5.65714286 16.34285714] ; [3.34285714 9.65714286],0
b1,1,0.185544,1.752653,[12 10] ; [10  3],[13.82857143  8.17142857] ; [8.17142857 4.82857143],0
b5,1,0.185544,1.752653,[12 10] ; [10  3],[13.82857143  8.17142857] ; [8.17142857 4.82857143],0
s3,1,0.207821,1.586538,[ 7 15] ; [6 5],[ 8.66666667 13.33333333] ; [4.33333333 6.66666667],0
p11,1,0.255506,1.292946,[ 6 16] ; [6 7],[ 7.54285714 14.45714286] ; [4.45714286 8.54285714],0
u3,1,0.303052,1.060714,[3 3] ; [4 1],[3.81818182 2.18181818] ; [3.18181818 1.81818182],0
p2,1,0.312563,1.019814,[ 8 14] ; [7 6],[ 9.42857143 12.57142857] ; [5.57142857 7.42857143],0
b2,1,0.333804,0.934085,[ 7 10] ; [2 7],[ 5.88461538 11.11538462] ; [3.11538462 5.88461538],0
b3,1,0.333804,0.934085,[ 7 10] ; [2 7],[ 5.88461538 11.11538462] ; [3.11538462 5.88461538],0
p10,1,0.357617,0.846245,[10 12] ; [8 5],[11.31428571 10.68571429] ; [6.68571429 6.31428571],0
u2,1,0.376462,0.782222,[2 4] ; [3 2],[2.72727273 3.27272727] ; [2.27272727 2.72727273],0
p7,1,0.442695,0.589286,[ 8 13] ; [3 9],[ 7. 14.] ; [4. 8.],0
p1,1,0.473964,0.51272,[ 3 19] ; [ 3 10],[ 3.77142857 18.22857143] ; [ 2.22857143 10.77142857],0
p5,1,0.513464,0.427002,[ 3 18] ; [ 3 10],[ 3.70588235 17.29411765] ; [ 2.29411765 10.70588235],0
p8,1,0.532723,0.389194,[ 9 12] ; [7 6],[ 9.88235294 11.11764706] ; [6.11764706 6.88235294],0
n4,1,0.548585,0.359859,[13  9] ; [9 4],[13.82857143  8.17142857] ; [8.17142857 4.82857143],0
a3,1,0.554563,0.349206,[16  5] ; [8 4],[15.27272727  5.72727273] ; [8.72727273 3.27272727],0
u1,1,0.593301,0.285219,[ 3 19] ; [ 1 12],[ 2.51428571 19.48571429] ; [ 1.48571429 11.51428571],0
v3,1,0.598901,0.276657,[ 5 17] ; [4 9],[ 5.65714286 16.34285714] ; [3.34285714 9.65714286],0
n3,1,0.628745,0.233766,[5 6] ; [4 3],[5.5 5.5] ; [3.5 3.5],0
r1,1,0.631259,0.230358,[10 12] ; [7 6],[10.68571429 11.31428571] ; [6.31428571 6.68571429],0
d2,1,0.631259,0.230358,[10 12] ; [7 6],[10.68571429 11.31428571] ; [6.31428571 6.68571429],0
a6,1,0.689095,0.160066,[15  7] ; [8 5],[14.45714286  7.54285714] ; [8.54285714 4.45714286],0
p12,1,0.698353,0.150191,[ 1 21] ; [ 1 12],[ 1.25714286 20.74285714] ; [ 0.74285714 12.25714286],0
r2,1,0.724159,0.124542,[15  6] ; [10  3],[15.44117647  5.55882353] ; [9.55882353 3.44117647],0
s4,1,0.72647,0.122378,[ 4 18] ; [ 3 10],[ 4.4 17.6] ; [ 2.6 10.4],0
n1,1,0.73244,0.116883,[7 4] ; [5 2],[7.33333333 3.66666667] ; [4.66666667 2.33333333],0
