Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,5e-06,20.766285,[15 47] ; [33 16],[26.81081081 35.18918919] ; [21.18918919 27.81081081],1
s2,1,1.9e-05,18.29095,[37 27] ; [50  4],[47.18644068 16.81355932] ; [39.81355932 14.18644068],1
s6,1,0.000285,13.16365,[41 23] ; [49  4],[49.23076923 14.76923077] ; [40.76923077 12.23076923],1
r4,1,0.006722,7.345701,[47 17] ; [50  4],[52.61016949 11.38983051] ; [44.38983051  9.61016949],0
a2,1,0.014378,5.991125,[ 5 59] ; [13 41],[ 9.76271186 54.23728814] ; [ 8.23728814 45.76271186],0
p10,1,0.019179,5.485135,[39 23] ; [43  9],[44.59649123 17.40350877] ; [37.40350877 14.59649123],0
p1,1,0.022696,5.191607,[ 2 61] ; [ 8 45],[ 5.43103448 57.56896552] ; [ 4.56896552 48.43103448],0
p6,1,0.034649,4.462368,[10 51] ; [18 36],[14.85217391 46.14782609] ; [13.14782609 40.85217391],0
p8,1,0.037413,4.3315,[21 40] ; [29 25],[26.52173913 34.47826087] ; [23.47826087 30.52173913],0
p9,1,0.045369,4.004859,[44 18] ; [45  7],[48.40350877 13.59649123] ; [40.59649123 11.40350877],0
p3,1,0.047434,3.929941,[18 45] ; [25 29],[23.15384615 39.84615385] ; [19.84615385 34.15384615],0
p11,1,0.049717,3.850961,[35 29] ; [39 15],[40.13559322 23.86440678] ; [33.86440678 20.13559322],0
r2,1,0.050479,3.825471,[57  7] ; [53  1],[59.66101695  4.33898305] ; [50.33898305  3.66101695],0
b3,1,0.070786,3.26469,[ 7 22] ; [14 16],[10.3220339 18.6779661] ; [10.6779661 19.3220339],0
b2,1,0.070786,3.26469,[ 7 22] ; [14 16],[10.3220339 18.6779661] ; [10.6779661 19.3220339],0
v4,1,0.078256,3.10076,[54  8] ; [52  2],[56.65517241  5.34482759] ; [49.34482759  4.65517241],0
u3,1,0.100976,2.690058,[15 12] ; [15  4],[17.60869565  9.39130435] ; [12.39130435  6.60869565],0
s5,1,0.102872,2.660449,[21 41] ; [25 26],[25.23893805 36.76106195] ; [20.76106195 30.23893805],0
a5,1,0.105564,2.619408,[32 32] ; [35 19],[36.33898305 27.66101695] ; [30.66101695 23.33898305],0
p12,1,0.111118,2.538248,[ 1 63] ; [ 4 49],[ 2.73504274 61.26495726] ; [ 2.26495726 50.73504274],0
u1,1,0.125137,2.351823,[ 4 60] ; [ 8 46],[ 6.50847458 57.49152542] ; [ 5.49152542 48.50847458],0
a8,1,0.127591,2.321572,[ 1 57] ; [ 4 47],[ 2.66055046 55.33944954] ; [ 2.33944954 48.66055046],0
b5,1,0.146675,2.106494,[33 31] ; [35 19],[36.88135593 27.11864407] ; [31.11864407 22.88135593],0
n1,1,0.158124,1.992074,[ 6 19] ; [ 8 10],[ 8.13953488 16.86046512] ; [ 5.86046512 12.13953488],0
n5,1,0.162206,1.953537,[19 44] ; [23 31],[22.61538462 40.38461538] ; [19.38461538 34.61538462],0
d4,1,0.176754,1.82471,[54  9] ; [41 13],[51.15384615 11.84615385] ; [43.84615385 10.15384615],0
r1,1,0.183045,1.772727,[42 21] ; [42 12],[45.23076923 17.76923077] ; [38.76923077 15.23076923],0
a7,1,0.201625,1.630563,[43 21] ; [42 12],[46.10169492 17.89830508] ; [38.89830508 15.10169492],0
p2,1,0.226745,1.461166,[44 19] ; [43 11],[46.84615385 16.15384615] ; [40.15384615 13.84615385],0
r3,1,0.230524,1.437628,[59  4] ; [53  1],[60.30769231  2.69230769] ; [51.69230769  2.30769231],0
s1,1,0.230524,1.437628,[ 4 59] ; [ 1 53],[ 2.69230769 60.30769231] ; [ 2.30769231 51.69230769],0
v1,1,0.255677,1.292017,[24 37] ; [26 26],[26.99115044 34.00884956] ; [23.00884956 28.99115044],0
a6,1,0.263341,1.251109,[40 24] ; [39 15],[42.84745763 21.15254237] ; [36.15254237 17.84745763],0
a3,1,0.308466,1.037234,[35 28] ; [35 19],[37.69230769 25.30769231] ; [32.30769231 21.69230769],0
p4,1,0.317842,0.997807,[28 35] ; [29 25],[30.69230769 32.30769231] ; [26.30769231 27.69230769],0
d1,1,0.363683,0.825135,[29 35] ; [29 25],[31.45762712 32.54237288] ; [26.54237288 27.45762712],0
p7,1,0.3923,0.7318,[33 26] ; [32 18],[35.18348624 23.81651376] ; [29.81651376 20.18348624],0
n3,1,0.422551,0.64321,[19  5] ; [13  6],[17.86046512  6.13953488] ; [14.13953488  4.86046512],0
n6,1,0.464906,0.534057,[35 28] ; [33 20],[36.93103448 26.06896552] ; [31.06896552 21.93103448],0
v3,1,0.557673,0.34375,[15 45] ; [15 35],[16.36363636 43.63636364] ; [13.63636364 36.36363636],0
b1,1,0.650737,0.204972,[20 44] ; [19 35],[21.15254237 42.84745763] ; [17.84745763 36.15254237],0
d5,1,0.680781,0.169248,[44 20] ; [39 15],[45.01694915 18.98305085] ; [37.98305085 16.01694915],0
b4,1,0.69053,0.158512,[38 26] ; [34 20],[39.05084746 24.94915254] ; [32.94915254 21.05084746],0
v2,1,0.698535,0.15,[29 31] ; [25 23],[30. 30.] ; [24. 24.],0
a4,1,0.763497,0.090536,[22 42] ; [20 34],[22.77966102 41.22033898] ; [19.22033898 34.77966102],0
u2,1,0.789647,0.071166,[16 12] ; [11  7],[16.43478261 11.56521739] ; [10.56521739  7.43478261],0
a1,1,0.791543,0.069858,[ 3 61] ; [ 2 52],[ 2.71186441 61.28813559] ; [ 2.28813559 51.71186441],0
d2,1,0.805247,0.060793,[27 37] ; [24 30],[27.66101695 36.33898305] ; [23.33898305 30.66101695],0
p5,1,0.873033,0.025538,[ 2 60] ; [ 2 51],[ 2.15652174 59.84347826] ; [ 1.84347826 51.15652174],0
n2,1,0.901116,0.015439,[18  7] ; [14  5],[18.18181818  6.81818182] ; [13.81818182  5.18181818],0
d3,1,0.932234,0.007231,[41 23] ; [35 19],[41.22033898 22.77966102] ; [34.77966102 19.22033898],0
s4,1,0.952218,0.003591,[21 43] ; [18 36],[21.15254237 42.84745763] ; [17.84745763 36.15254237],0
