Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,1e-06,23.258814,[70 23] ; [25 42],[55.21875 37.78125] ; [39.78125 27.21875],1
d1,1,1.7e-05,18.491872,[54 39] ; [16 51],[40.6875 52.3125] ; [29.3125 37.6875],1
a6,1,0.000356,12.751336,[70 23] ; [32 35],[59.2875 33.7125] ; [42.7125 24.2875],1
d2,1,0.000591,11.803038,[39 54] ; [11 56],[29.0625 63.9375] ; [20.9375 46.0625],1
v1,1,0.00114,10.584873,[49 42] ; [18 47],[39.08333333 51.91666667] ; [27.91666667 37.08333333],0
d4,1,0.002324,9.274433,[79 14] ; [43 24],[70.9125 22.0875] ; [51.0875 15.9125],0
d5,1,0.002955,8.835068,[72 21] ; [37 30],[63.35625 29.64375] ; [45.64375 21.35625],0
a4,1,0.00344,8.557806,[35 58] ; [11 56],[26.7375 66.2625] ; [19.2625 47.7375],0
p10,1,0.003703,8.423904,[80 13] ; [44 22],[72.52830189 20.47169811] ; [51.47169811 14.52830189],0
p9,1,0.004184,8.202113,[84  9] ; [49 18],[77.30625 15.69375] ; [55.69375 11.30625],0
p3,1,0.005735,7.631697,[42 51] ; [16 51],[33.7125 59.2875] ; [24.2875 42.7125],0
s8,1,0.007813,7.075806,[38 55] ; [14 53],[30.225 62.775] ; [21.775 45.225],0
d3,1,0.007866,7.063622,[70 23] ; [37 30],[62.19375 30.80625] ; [44.80625 22.19375],0
u1,1,0.009153,6.792674,[12 81] ; [ 1 66],[ 7.55625 85.44375] ; [ 5.44375 61.55625],0
r1,1,0.010548,6.539955,[71 21] ; [39 28],[63.64779874 28.35220126] ; [46.35220126 20.64779874],0
b2,1,0.012561,6.229853,[22 31] ; [ 4 24],[17.01234568 35.98765432] ; [ 8.98765432 19.01234568],0
b3,1,0.012561,6.229853,[22 31] ; [ 4 24],[17.01234568 35.98765432] ; [ 8.98765432 19.01234568],0
s6,1,0.027555,4.855694,[60 33] ; [31 35],[53.22641509 39.77358491] ; [37.77358491 28.22641509],0
v2,1,0.035202,4.43534,[50 36] ; [27 39],[43.56578947 42.43421053] ; [33.43421053 32.56578947],0
r4,1,0.043376,4.080703,[81 12] ; [50 17],[76.14375 16.85625] ; [54.85625 12.14375],0
b1,1,0.055036,3.68099,[34 59] ; [15 52],[28.48125 64.51875] ; [20.51875 46.48125],0
s7,1,0.073498,3.203129,[34 56] ; [16 50],[28.84615385 61.15384615] ; [21.15384615 44.84615385],0
p4,1,0.076483,3.138107,[47 46] ; [24 42],[41.52830189 51.47169811] ; [29.47169811 36.52830189],0
v3,1,0.096316,2.765518,[27 61] ; [12 52],[22.57894737 65.42105263] ; [16.42105263 47.57894737],0
p12,1,0.130274,2.289232,[ 6 87] ; [ 1 66],[ 4.06875 88.93125] ; [ 2.93125 64.06875],0
n2,1,0.130416,2.287542,[30  6] ; [11  6],[27.8490566  8.1509434] ; [13.1509434  3.8490566],0
a7,1,0.172645,1.859825,[69 24] ; [43 24],[65.1 27.9] ; [46.9 20.1],0
p7,1,0.182725,1.775321,[59 31] ; [34 28],[55.06578947 34.93421053] ; [37.93421053 24.06578947],0
