Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5e-05,16.430936,[28  9] ; [38 65],[17.44285714 19.55714286] ; [48.55714286 54.44285714],1
s2,1,8.6e-05,15.431575,[24 14] ; [28 75],[14.0141844 23.9858156] ; [37.9858156 65.0141844],1
s3,1,0.000157,14.281959,[28 10] ; [39 64],[18.05673759 19.94326241] ; [48.94326241 54.05673759],1
s8,1,0.000747,11.36785,[20 18] ; [24 80],[11.77464789 26.22535211] ; [32.22535211 71.77464789],1
p12,1,0.005602,7.673908,[ 5 32] ; [  2 101],[ 1.85 35.15] ; [ 5.15 97.85],0
d2,1,0.008745,6.87408,[23 15] ; [37 66],[16.17021277 21.82978723] ; [43.82978723 59.17021277],0
p10,1,0.009282,6.767783,[29  9] ; [53 49],[22.25714286 15.74285714] ; [59.74285714 42.25714286],0
a2,1,0.009823,6.666707,[ 7 31] ; [ 5 99],[ 3.21126761 34.78873239] ; [ 8.78873239 95.21126761],0
d4,1,0.013379,6.118296,[31  7] ; [61 42],[24.79432624 13.20567376] ; [67.20567376 35.79432624],0
a3,1,0.025104,5.016685,[29  8] ; [60 44],[23.35460993 13.64539007] ; [65.64539007 38.35460993],0
s4,1,0.026068,4.951476,[11 26] ; [14 90],[ 6.56028369 30.43971631] ; [18.43971631 85.56028369],0
r4,1,0.029546,4.735523,[32  6] ; [68 36],[26.76056338 11.23943662] ; [73.23943662 30.76056338],0
p7,1,0.030286,4.692971,[22 15] ; [40 63],[16.38571429 20.61428571] ; [45.61428571 57.38571429],0
v1,1,0.030286,4.692971,[22 15] ; [40 63],[16.38571429 20.61428571] ; [45.61428571 57.38571429],0
p3,1,0.044774,4.027134,[14 24] ; [21 82],[ 9.43262411 28.56737589] ; [25.56737589 77.43262411],0
p11,1,0.050329,3.83047,[31  7] ; [67 37],[26.22535211 11.77464789] ; [71.77464789 32.22535211],0
s7,1,0.050919,3.810946,[19 19] ; [31 66],[14.07407407 23.92592593] ; [35.92592593 61.07407407],0
r2,1,0.065147,3.401251,[36  2] ; [85 18],[32.60992908  5.39007092] ; [88.39007092 14.60992908],0
