Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5e-05,16.430936,[28  9] ; [38 65],[17.44285714 19.55714286] ; [48.55714286 54.44285714],1
n2,1,0.067818,3.335058,[10  1] ; [28 17],[7.46428571 3.53571429] ; [30.53571429 14.46428571],0
v4,1,0.076368,3.140547,[35  3] ; [81 21],[31.48571429  6.51428571] ; [84.51428571 17.48571429],0
r3,1,0.077022,3.126637,[34  4] ; [79 25],[30.23943662  7.76056338] ; [82.76056338 21.23943662],0
p6,1,0.079992,3.06507,[10 26] ; [15 87],[ 6.52173913 29.47826087] ; [18.47826087 83.52173913],0
d5,1,0.08125,3.039724,[27 11] ; [57 47],[22.47887324 15.52112676] ; [61.52112676 42.47887324],0
u3,1,0.133287,2.253796,[5 4] ; [13 31],[3.05660377 5.94339623] ; [14.94339623 29.05660377],0
p9,1,0.135199,2.23177,[28 10] ; [60 40],[24.23188406 13.76811594] ; [63.76811594 36.23188406],0
n1,1,0.145929,2.114299,[6 5] ; [14 31],[3.92857143 7.07142857] ; [16.07142857 28.92857143],0
a5,1,0.147934,2.093425,[27 11] ; [60 44],[23.28169014 14.71830986] ; [63.71830986 40.28169014],0
v2,1,0.15712,2.001732,[18 19] ; [35 64],[14.41911765 22.58088235] ; [38.58088235 60.41911765],0
r1,1,0.179751,1.799683,[28 10] ; [64 40],[24.61971831 13.38028169] ; [67.38028169 36.61971831],0
d1,1,0.185352,1.754178,[17 21] ; [34 70],[13.64788732 24.35211268] ; [37.35211268 66.64788732],0
n6,1,0.189695,1.719984,[30  7] ; [72 31],[26.95714286 10.04285714] ; [75.04285714 27.95714286],0
u1,1,0.215635,1.533183,[ 4 34] ; [ 5 99],[ 2.4084507 35.5915493] ; [ 6.5915493 97.4084507],0
v3,1,0.233459,1.419664,[ 8 30] ; [31 68],[10.81751825 27.18248175] ; [28.18248175 70.81751825],0
b4,1,0.233579,1.418936,[24 14] ; [54 50],[20.87323944 17.12676056] ; [57.12676056 46.87323944],0
p5,1,0.29695,1.087841,[ 2 36] ; [  2 100],[ 1.08571429 36.91428571] ; [ 2.91428571 99.08571429],0
b1,1,0.311685,1.023523,[15 23] ; [51 53],[17.66197183 20.33802817] ; [48.33802817 55.66197183],0
b3,1,0.383851,0.758333,[13 13] ; [26 39],[11.14285714 14.85714286] ; [27.85714286 37.14285714],0
b2,1,0.383851,0.758333,[13 13] ; [26 39],[11.14285714 14.85714286] ; [27.85714286 37.14285714],0
d3,1,0.405389,0.692282,[10 28] ; [35 69],[12.04225352 25.95774648] ; [32.95774648 71.04225352],0
b5,1,0.448319,0.574899,[17 21] ; [54 50],[19. 19.] ; [52. 52.],0
a8,1,0.465278,0.533167,[ 2 35] ; [ 9 88],[ 3.03731343 33.96268657] ; [ 7.96268657 89.03731343],0
p2,1,0.490715,0.474959,[26 12] ; [64 39],[24.25531915 13.74468085] ; [65.74468085 37.25531915],0
a6,1,0.59037,0.289768,[18 20] ; [44 60],[16.5915493 21.4084507] ; [45.4084507 58.5915493],0
a4,1,0.619988,0.245885,[15 23] ; [36 67],[13.74468085 24.25531915] ; [37.25531915 65.74468085],0
p1,1,0.645356,0.211805,[ 3 35] ; [ 6 98],[ 2.4084507 35.5915493] ; [ 6.5915493 97.4084507],0
u2,1,0.67202,0.179248,[3 6] ; [18 26],[3.56603774 5.43396226] ; [17.43396226 26.56603774],0
n3,1,0.721418,0.127138,[6 5] ; [26 17],[6.51851852 4.48148148] ; [25.48148148 17.51851852],0
n4,1,0.765834,0.088702,[25 12] ; [73 31],[25.71631206 11.28368794] ; [72.28368794 31.71631206],0
p8,1,0.831325,0.04537,[10 27] ; [26 77],[ 9.51428571 27.48571429] ; [26.48571429 76.51428571],0
a1,1,0.885518,0.02073,[ 3 35] ; [ 9 95],[ 3.21126761 34.78873239] ; [ 8.78873239 95.21126761],0
n5,1,0.906106,0.013913,[26 11] ; [72 32],[25.71631206 11.28368794] ; [72.28368794 31.71631206],0
s1,1,0.90782,0.013407,[ 2 36] ; [ 6 98],[ 2.14084507 35.85915493] ; [ 5.85915493 98.14084507],0
