Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,45.203165,[278  65] ; [27 38],[256.40931373  86.59068627] ; [48.59068627 16.40931373],1
s2,1,0.0,43.513228,[275  71] ; [26 39],[253.39659367  92.60340633] ; [47.60340633 17.39659367],1
s5,1,0.0,25.497392,[170 164] ; [10 52],[151.81818182 182.18181818] ; [28.18181818 33.81818182],1
s8,1,0.000123,14.748753,[256  88] ; [33 32],[243.07090465 100.92909535] ; [45.92909535 19.07090465],1
r4,1,0.00027,13.26803,[328  19] ; [53 12],[320.8907767  26.1092233] ; [60.1092233  4.8907767],1
r3,1,0.001786,9.757838,[337   9] ; [58  7],[332.53041363  13.46958637] ; [62.46958637  2.53041363],0
p9,1,0.006744,7.339943,[313  30] ; [52 13],[306.8504902  36.1495098] ; [58.1495098  6.8504902],0
r1,1,0.023505,5.130812,[299  47] ; [49 16],[292.96350365  53.03649635] ; [55.03649635  9.96350365],0
v1,1,0.038443,4.285316,[203 135] ; [29 34],[195.55112219 142.44887781] ; [36.44887781 26.55112219],0
a5,1,0.043692,4.068439,[279  68] ; [45 20],[272.88349515  74.11650485] ; [51.11650485 13.88349515],0
n5,1,0.04491,4.022015,[286  59] ; [47 18],[280.20731707  64.79268293] ; [52.79268293 12.20731707],0
s4,1,0.06132,3.501321,[ 78 267] ; [ 8 57],[ 72.36585366 272.63414634] ; [13.63414634 51.36585366],0
d5,1,0.069049,3.305493,[291  53] ; [49 16],[285.96577017  58.03422983] ; [54.03422983 10.96577017],0
r2,1,0.087966,2.911205,[336   8] ; [60  4],[333.88235294  10.11764706] ; [62.11764706  1.88235294],0
p12,1,0.121647,2.395992,[ 38 307] ; [ 3 61],[ 34.58435208 310.41564792] ; [ 6.41564792 57.58435208],0
d1,1,0.122336,2.38716,[227 120] ; [36 29],[221.50728155 125.49271845] ; [41.49271845 23.50728155],0
b2,1,0.127454,2.323238,[ 99 142] ; [24 21],[103.64685315 137.35314685] ; [19.35314685 25.64685315],0
b3,1,0.127454,2.323238,[ 99 142] ; [24 21],[103.64685315 137.35314685] ; [19.35314685 25.64685315],0
a2,1,0.14234,2.152473,[106 241] ; [14 51],[101.06796117 245.93203883] ; [18.93203883 46.06796117],0
n6,1,0.156534,2.007389,[307  37] ; [54 11],[303.62836186  40.37163814] ; [57.37163814  7.62836186],0
u2,1,0.168793,1.893628,[45 20] ; [7 7],[42.78481013 22.21518987] ; [9.21518987 4.78481013],0
s1,1,0.169617,1.886327,[ 19 323] ; [ 1 64],[ 16.80589681 325.19410319] ; [ 3.19410319 61.80589681],0
p5,1,0.212862,1.551851,[ 60 284] ; [ 7 56],[ 56.62899263 287.37100737] ; [10.37100737 52.62899263],0
p1,1,0.213795,1.545542,[ 39 306] ; [ 4 61],[ 36.18292683 308.81707317] ; [ 6.81707317 58.18292683],0
a1,1,0.302624,1.062593,[ 22 325] ; [ 2 63],[ 20.21359223 326.78640777] ; [ 3.78640777 61.21359223],0
b1,1,0.304378,1.054916,[141 206] ; [22 43],[137.28398058 209.71601942] ; [25.71601942 39.28398058],0
d2,1,0.318553,0.994879,[193 152] ; [32 33],[189.32926829 155.67073171] ; [35.67073171 29.32926829],0
b5,1,0.382716,0.761961,[207 140] ; [35 30],[203.82038835 143.17961165] ; [38.17961165 26.82038835],0
n1,1,0.392013,0.732689,[38 40] ; [8 5],[39.42857143 38.57142857] ; [6.57142857 6.42857143],0
a8,1,0.415184,0.663908,[ 49 265] ; [11 44],[ 51.05691057 262.94308943] ; [ 8.94308943 46.05691057],0
u1,1,0.45379,0.561169,[ 90 257] ; [14 51],[ 87.59223301 259.40776699] ; [16.40776699 48.59223301],0
d3,1,0.495922,0.463653,[253  92] ; [45 20],[250.75609756  94.24390244] ; [47.24390244 17.75609756],0
n2,1,0.522768,0.408429,[61 17] ; [12  2],[61.89130435 16.10869565] ; [11.10869565  2.89130435],0
u3,1,0.526164,0.401795,[48 18] ; [9 5],[47.025 18.975] ; [9.975 4.025],0
b4,1,0.533765,0.387219,[196 151] ; [34 31],[193.71359223 153.28640777] ; [36.28640777 28.71359223],0
