Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,33.840724,[25 47] ; [106  34],[44.49056604 27.50943396] ; [86.50943396 53.49056604],1
u1,1,2.5e-05,17.757847,[ 4 68] ; [44 98],[16.14953271 55.85046729] ; [ 31.85046729 110.14953271],1
b5,1,7.7e-05,15.63123,[21 51] ; [82 60],[34.65420561 37.34579439] ; [68.34579439 73.65420561],1
a2,1,0.000178,14.045,[ 8 64] ; [50 92],[19.51401869 52.48598131] ; [ 38.48598131 103.51401869],1
d3,1,0.000266,13.295963,[40 32] ; [112  29],[51.38028169 20.61971831] ; [100.61971831  40.38028169],1
b1,1,0.0051,7.843756,[37 35] ; [45 97],[27.58878505 44.41121495] ; [54.41121495 87.58878505],0
a5,1,0.012195,6.282232,[53 19] ; [124  18],[59.55140187 12.44859813] ; [117.44859813  24.55140187],0
p10,1,0.017241,5.671638,[60 12] ; [132   9],[64.90140845  7.09859155] ; [127.09859155  13.90140845],0
n6,1,0.020929,5.332721,[60 11] ; [130   8],[64.54545455  6.45454545] ; [125.45454545  12.54545455],0
p9,1,0.027177,4.879536,[63  9] ; [134   6],[66.90566038  5.09433962] ; [130.09433962   9.90566038],0
r1,1,0.035622,4.415092,[58 14] ; [127  13],[62.83018868  9.16981132] ; [122.16981132  17.83018868],0
s6,1,0.049043,3.873897,[56 13] ; [127  13],[60.41626794  8.58373206] ; [122.58373206  17.41626794],0
p12,1,0.050359,3.829468,[ 4 67] ; [ 21 121],[ 8.33333333 62.66666667] ; [ 16.66666667 125.33333333],0
s2,1,0.058117,3.590323,[45 27] ; [105  35],[50.94339623 21.05660377] ; [99.05660377 40.94339623],0
u4,1,0.077212,3.122627,[ 3 69] ; [  1 141],[ 1.34579439 70.65420561] ; [  2.65420561 139.34579439],0
r2,1,0.084369,2.978655,[67  5] ; [136   3],[69.27014218  2.72985782] ; [133.72985782   5.27014218],0
u3,1,0.113146,2.509723,[ 9 10] ; [21  9],[11.63265306  7.36734694] ; [18.36734694 11.63265306],0
r4,1,0.131985,2.269,[66  6] ; [137   5],[68.29906542  3.70093458] ; [134.70093458   7.29906542],0
p11,1,0.132661,2.261086,[56 16] ; [122  20],[59.88785047 12.11214953] ; [118.11214953  23.88785047],0
n3,1,0.142965,2.145753,[12  7] ; [23  5],[14.14893617  4.85106383] ; [20.85106383  7.14893617],0
s8,1,0.180153,1.796358,[40 32] ; [91 49],[44.49056604 27.50943396] ; [86.50943396 53.49056604],0
v2,1,0.183607,1.768182,[40 31] ; [92 48],[44.41706161 26.58293839] ; [87.58293839 52.41706161],0
p4,1,0.212234,1.556119,[50 22] ; [109  32],[53.74647887 18.25352113] ; [105.25352113  35.74647887],0
r3,1,0.21344,1.547937,[69  3] ; [138   2],[70.30188679  1.69811321] ; [136.69811321   3.30188679],0
v4,1,0.216783,1.525539,[69  3] ; [137   2],[70.29383886  1.70616114] ; [135.70616114   3.29383886],0
s4,1,0.234429,1.413788,[22 50] ; [ 32 107],[18.42654028 53.57345972] ; [ 35.57345972 103.42654028],0
a1,1,0.268346,1.225184,[ 7 65] ; [  8 134],[ 5.04672897 66.95327103] ; [  9.95327103 132.04672897],0
s7,1,0.281368,1.160471,[46 26] ; [94 38],[49.41176471 22.58823529] ; [90.58823529 41.41176471],0
b4,1,0.288832,1.125056,[46 26] ; [80 62],[42.39252336 29.60747664] ; [83.60747664 58.39252336],0
d1,1,0.299772,1.075208,[43 29] ; [95 47],[46.42990654 25.57009346] ; [91.57009346 50.42990654],0
a8,1,0.341468,0.904913,[ 9 62] ; [ 23 106],[11.36 59.64] ; [ 20.64 108.36],0
p1,1,0.345219,0.890954,[ 7 65] ; [ 20 120],[ 9.16981132 62.83018868] ; [ 17.83018868 122.16981132],0
p2,1,0.413564,0.668531,[64  8] ; [131  11],[65.60747664  6.39252336] ; [129.39252336  12.60747664],0
a3,1,0.428628,0.626538,[53 18] ; [112  29],[55.25943396 15.74056604] ; [109.74056604  31.25943396],0
u2,1,0.474481,0.511522,[10  8] ; [13 16],[8.80851064 9.19148936] ; [14.19148936 14.80851064],0
s1,1,0.500237,0.454434,[ 1 71] ; [  4 135],[ 1.70616114 70.29383886] ; [  3.29383886 135.70616114],0
n1,1,0.509867,0.43434,[10  9] ; [12 16],[ 8.89361702 10.10638298] ; [13.10638298 14.89361702],0
p5,1,0.533222,0.388247,[15 57] ; [ 35 107],[16.82242991 55.17757009] ; [ 33.17757009 108.82242991],0
b2,1,0.620488,0.245182,[21 23] ; [38 50],[19.66666667 24.33333333] ; [39.33333333 48.66666667],0
b3,1,0.620488,0.245182,[21 23] ; [38 50],[19.66666667 24.33333333] ; [39.33333333 48.66666667],0
p8,1,0.650028,0.205864,[51 21] ; [104  37],[52.3943662 19.6056338] ; [102.6056338  38.3943662],0
d5,1,0.672856,0.178279,[61 10] ; [118  23],[59.94811321 11.05188679] ; [119.05188679  21.94811321],0
d2,1,0.737873,0.112005,[38 34] ; [71 70],[36.84507042 35.15492958] ; [72.15492958 68.84507042],0
