Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4e-06,21.163628,[ 5 29] ; [68 46],[16.77027027 17.22972973] ; [56.22972973 57.77027027],1
p7,1,2e-05,18.186128,[11 23] ; [82 31],[21.51020408 12.48979592] ; [71.48979592 41.51020408],1
p4,1,0.000432,12.387665,[11 23] ; [78 40],[19.90789474 14.09210526] ; [69.09210526 48.90789474],1
n5,1,0.001204,10.484443,[15 19] ; [87 31],[22.81578947 11.18421053] ; [79.18421053 38.81578947],0
a6,1,0.008996,6.823601,[15 19] ; [81 37],[21.47368421 12.52631579] ; [74.52631579 43.47368421],0
a2,1,0.026238,4.940243,[ 2 32] ; [27 91],[ 6.48684211 27.51315789] ; [22.51315789 95.48684211],0
p11,1,0.035396,4.425974,[19 15] ; [88 30],[23.93421053 10.06578947] ; [83.06578947 34.93421053],0
p6,1,0.036953,4.352561,[ 9 25] ; [54 62],[14.28 19.72] ; [48.72 67.28],0
p3,1,0.051602,3.788634,[12 22] ; [64 54],[17. 17.] ; [59. 59.],0
s3,1,0.061204,3.50445,[20 13] ; [90 27],[24.2  8.8] ; [85.8 31.2],0
s7,1,0.081298,3.038751,[14 16] ; [75 42],[18.16326531 11.83673469] ; [70.83673469 46.16326531],0
p10,1,0.087654,2.916934,[24  9] ; [100  17],[27.28  5.72] ; [96.72 20.28],0
v2,1,0.092474,2.830765,[19 13] ; [49 66],[14.80272109 17.19727891] ; [53.19727891 61.80272109],0
a7,1,0.123107,2.377335,[20 14] ; [85 32],[23.64238411 10.35761589] ; [81.35761589 35.64238411],0
p12,1,0.150742,2.064729,[ 4 29] ; [  6 112],[ 2.18543046 30.81456954] ; [  7.81456954 110.18543046],0
s1,1,0.17246,1.861425,[ 3 30] ; [  4 113],[ 1.54 31.46] ; [  5.46 111.54],0
p5,1,0.184216,1.763277,[ 1 33] ; [ 12 106],[ 2.90789474 31.09210526] ; [ 10.09210526 107.90789474],0
v4,1,0.187048,1.740719,[31  3] ; [113   4],[32.42384106  1.57615894] ; [111.57615894   5.42384106],0
n4,1,0.191322,1.707411,[18 16] ; [77 41],[21.25 12.75] ; [73.75 44.25],0
d3,1,0.226683,1.461557,[23 11] ; [91 26],[25.66887417  8.33112583] ; [88.33112583 28.66887417],0
n1,1,0.227954,1.453584,[7 9] ; [ 7 20],[ 5.20930233 10.79069767] ; [ 8.79069767 18.20930233],0
u1,1,0.255813,1.291278,[ 4 30] ; [24 94],[ 6.26315789 27.73684211] ; [21.73684211 96.26315789],0
d5,1,0.272977,1.201725,[25  9] ; [96 21],[27.24503311  6.75496689] ; [93.75496689 23.24503311],0
n2,1,0.339472,0.912423,[11  5] ; [22  5],[12.27906977  3.72093023] ; [20.72093023  6.27906977],0
u2,1,0.359542,0.839491,[4 8] ; [17 18],[5.36170213 6.63829787] ; [15.63829787 19.36170213],0
s2,1,0.380014,0.770657,[21 11] ; [86 31],[22.97986577  9.02013423] ; [84.02013423 32.97986577],0
b1,1,0.43463,0.61042,[14 20] ; [40 78],[12.07894737 21.92105263] ; [41.92105263 76.07894737],0
r4,1,0.447195,0.577751,[30  4] ; [109   9],[31.09210526  2.90789474] ; [107.90789474  10.09210526],0
d1,1,0.450951,0.568261,[18 16] ; [71 47],[19.90789474 14.09210526] ; [69.09210526 48.90789474],0
b4,1,0.471533,0.518381,[19 15] ; [74 44],[20.80263158 13.19736842] ; [72.19736842 45.80263158],0
p9,1,0.473327,0.514199,[26  6] ; [101  16],[27.27516779  4.72483221] ; [99.72483221 17.27516779],0
s8,1,0.489214,0.478254,[15 19] ; [60 58],[16.77631579 17.22368421] ; [58.22368421 59.77631579],0
s5,1,0.513673,0.426578,[17 12] ; [57 53],[15.43884892 13.56115108] ; [58.56115108 51.43884892],0
r1,1,0.514741,0.424418,[25  9] ; [93 25],[26.39473684  7.60526316] ; [91.60526316 26.39473684],0
a3,1,0.53119,0.392114,[22 12] ; [83 35],[23.48684211 10.51315789] ; [81.51315789 36.48684211],0
a8,1,0.532945,0.388774,[ 1 33] ; [  6 101],[ 1.68794326 32.31205674] ; [  5.31205674 101.68794326],0
p1,1,0.558859,0.341683,[ 4 30] ; [ 10 108],[ 3.13157895 30.86842105] ; [ 10.86842105 107.13157895],0
d4,1,0.606656,0.265073,[26  8] ; [95 23],[27.06578947  6.93421053] ; [93.93421053 24.06578947],0
n3,1,0.61356,0.255023,[12  4] ; [22  5],[12.65116279  3.34883721] ; [21.34883721  5.65116279],0
b5,1,0.615267,0.252576,[20 14] ; [75 43],[21.25 12.75] ; [73.75 44.25],0
v1,1,0.636395,0.223488,[15 19] ; [57 60],[16.21192053 17.78807947] ; [55.78807947 61.21192053],0
a5,1,0.690395,0.158658,[23 11] ; [84 34],[23.93421053 10.06578947] ; [83.06578947 34.93421053],0
b3,1,0.731164,0.118045,[ 4 16] ; [14 45],[ 4.55696203 15.44303797] ; [13.44303797 45.55696203],0
b2,1,0.731164,0.118045,[ 4 16] ; [14 45],[ 4.55696203 15.44303797] ; [13.44303797 45.55696203],0
n6,1,0.750782,0.100875,[28  6] ; [99 18],[28.59602649  5.40397351] ; [98.40397351 18.59602649],0
v3,1,0.751428,0.100335,[ 9 23] ; [36 80],[ 9.72972973 22.27027027] ; [35.27027027 80.72972973],0
u3,1,0.812652,0.056172,[8 4] ; [22 13],[7.65957447 4.34042553] ; [22.34042553 12.65957447],0
a4,1,0.831915,0.045048,[14 20] ; [51 67],[14.53947368 19.46052632] ; [50.46052632 67.53947368],0
r3,1,0.871297,0.026248,[32  2] ; [110   6],[32.18666667  1.81333333] ; [109.81333333   6.18666667],0
a1,1,0.898151,0.016383,[ 1 33] ; [  3 115],[ 0.89473684 33.10526316] ; [  3.10526316 114.89473684],0
