Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,44.650777,[131  27] ; [128 127],[99.08474576 58.91525424] ; [159.91525424  95.08474576],1
p7,1,0.0,38.173822,[135  21] ; [145 108],[106.79706601  49.20293399] ; [173.20293399  79.79706601],1
p3,1,0.0,26.042455,[111  47] ; [115 143],[85.83653846 72.16346154] ; [140.16346154 117.83653846],1
p8,1,1e-06,23.6357,[112  45] ; [119 135],[88.24087591 68.75912409] ; [142.75912409 111.24087591],1
p5,1,1.5e-05,18.725267,[ 32 127] ; [ 16 242],[ 18.30215827 140.69784173] ; [ 29.69784173 228.30215827],1
v1,1,5.3e-05,16.33345,[120  37] ; [143 109],[100.95599022  56.04400978] ; [162.04400978  89.95599022],1
s8,1,0.000403,12.518233,[95 62] ; [109 147],[77.5496368 79.4503632] ; [126.4503632 129.5496368],1
p12,1,0.000445,12.331106,[ 27 131] ; [ 16 240],[ 16.41062802 141.58937198] ; [ 26.58937198 229.41062802],1
s7,1,0.000469,12.233743,[99 52] ; [118 130],[82.12280702 68.87719298] ; [134.87719298 113.12280702],1
p1,1,0.001532,10.039692,[ 22 136] ; [ 13 245],[ 13.29326923 144.70673077] ; [ 21.70673077 236.29326923],0
n4,1,0.002201,9.373847,[139  20] ; [192  64],[126.81686747  32.18313253] ; [204.18313253  51.81686747],0
s2,1,0.002847,8.903185,[97 60] ; [119 136],[82.31067961 74.68932039] ; [133.68932039 121.31067961],0
n5,1,0.007484,7.152853,[132  26] ; [183  71],[120.80097087  37.19902913] ; [194.19902913  59.80097087],0
s6,1,0.010529,6.543194,[120  38] ; [163  92],[108.26634383  49.73365617] ; [174.73365617  80.26634383],0
u1,1,0.012782,6.198993,[ 47 112] ; [ 49 209],[ 36.60431655 122.39568345] ; [ 59.39568345 198.60431655],0
p9,1,0.015391,5.871204,[146  12] ; [214  40],[138.05825243  19.94174757] ; [221.94174757  32.05825243],0
b2,1,0.022053,5.241623,[48 54] ; [ 52 106],[39.23076923 62.76923077] ; [60.76923077 97.23076923],0
b3,1,0.022053,5.241623,[48 54] ; [ 52 106],[39.23076923 62.76923077] ; [60.76923077 97.23076923],0
n6,1,0.025012,5.023039,[143  13] ; [215  41],[135.55339806  20.44660194] ; [222.44660194  33.55339806],0
p2,1,0.05934,3.555733,[141  18] ; [211  47],[134.21582734  24.78417266] ; [217.78417266  40.21582734],0
s5,1,0.07657,3.13625,[65 89] ; [ 84 167],[56.65679012 97.34320988] ; [ 92.34320988 158.65679012],0
d2,1,0.07701,3.126897,[94 64] ; [130 127],[85.28192771 72.71807229] ; [138.71807229 118.28192771],0
r2,1,0.08041,3.0566,[151   7] ; [250   4],[153.7815534   4.2184466] ; [247.2184466   6.7815534],0
n1,1,0.086322,2.941666,[11 12] ; [14 37],[ 7.77027027 15.22972973] ; [17.22972973 33.77027027],0
a1,1,0.10335,2.653074,[ 12 147] ; [ 10 248],[  8.38848921 150.61151079] ; [ 13.61151079 244.38848921],0
b1,1,0.103828,2.645732,[61 98] ; [ 79 179],[ 53.38129496 105.61870504] ; [ 86.61870504 171.38129496],0
p10,1,0.104999,2.62793,[140  18] ; [211  44],[134.28087167  23.71912833] ; [216.71912833  38.28087167],0
a2,1,0.10668,2.602734,[ 51 108] ; [ 64 194],[ 43.84892086 115.15107914] ; [ 71.15107914 186.84892086],0
u2,1,0.116887,2.458547,[23 12] ; [30 31],[19.32291667 15.67708333] ; [33.67708333 27.32291667],0
u3,1,0.119505,2.423791,[24 11] ; [33 30],[20.35714286 14.64285714] ; [36.64285714 26.35714286],0
a4,1,0.139065,2.188271,[83 76] ; [115 142],[75.67788462 83.32211538] ; [122.32211538 134.67788462],0
b5,1,0.139886,2.179208,[101  58] ; [145 113],[93.79856115 65.20143885] ; [152.20143885 105.79856115],0
s1,1,0.160691,1.967708,[  5 154] ; [  3 250],[  3.08737864 155.91262136] ; [  4.91262136 248.08737864],0
b4,1,0.186063,1.748515,[101  58] ; [147 111],[94.56115108 64.43884892] ; [153.43884892 104.56115108],0
u4,1,0.255938,1.290596,[  6 153] ; [  5 253],[  4.1942446 154.8057554] ; [  6.8057554 251.1942446],0
s3,1,0.262023,1.258037,[93 64] ; [135 117],[87.5207824 69.4792176] ; [140.4792176 111.5207824],0
d5,1,0.301228,1.068751,[130  28] ; [222  36],[133.69230769  24.30769231] ; [218.30769231  39.69230769],0
n2,1,0.327143,0.960175,[16  7] ; [40 10],[17.64383562  5.35616438] ; [38.35616438 11.64383562],0
