Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,4e-06,21.329816,[255 131] ; [20 38],[239.07657658 146.92342342] ; [35.92342342 22.07657658],1
s7,1,4e-06,21.224422,[272  99] ; [24 32],[257.18032787 113.81967213] ; [38.81967213 17.18032787],1
s3,1,2e-05,18.144135,[344  41] ; [40 18],[333.72460497  51.27539503] ; [50.27539503  7.72460497],1
s5,1,2.5e-05,17.77705,[192 180] ; [12 44],[177.30841121 194.69158879] ; [26.69158879 29.30841121],1
p4,1,0.000418,12.452183,[261 124] ; [25 32],[249.11764706 135.88235294] ; [36.88235294 20.11764706],1
d5,1,0.005593,7.676818,[327  58] ; [40 17],[319.6719457  65.3280543] ; [47.3280543  9.6719457],0
n6,1,0.008238,6.980994,[334  50] ; [42 15],[327.40136054  56.59863946] ; [48.59863946  8.40136054],0
a2,1,0.012993,6.170061,[114 274] ; [ 8 50],[106.13452915 281.86547085] ; [15.86547085 42.13452915],0
d1,1,0.014434,5.984282,[258 130] ; [29 29],[249.67713004 138.32286996] ; [37.32286996 20.67713004],0
s4,1,0.015733,5.832524,[ 94 288] ; [ 6 52],[ 86.81818182 295.18181818] ; [13.18181818 44.81818182],0
p9,1,0.031033,4.651147,[340  42] ; [45 12],[335.01138952  46.98861048] ; [49.98861048  7.01138952],0
p5,1,0.032807,4.555817,[ 54 330] ; [ 2 52],[ 49.09589041 334.90410959] ; [ 6.90410959 47.09589041],0
a5,1,0.033521,4.518993,[297  90] ; [37 21],[290.46741573  96.53258427] ; [43.53258427 14.46741573],0
p6,1,0.036573,4.370164,[170 212] ; [17 40],[162.71981777 219.28018223] ; [24.28018223 32.71981777],0
b5,1,0.036795,4.359863,[243 145] ; [28 30],[235.75784753 152.24215247] ; [35.24215247 22.75784753],0
a4,1,0.037623,4.321968,[190 197] ; [20 38],[182.62921348 204.37078652] ; [27.37078652 30.62921348],0
r4,1,0.057646,3.603834,[362  26] ; [50  8],[358.42152466  29.57847534] ; [53.57847534  4.42152466],0
r1,1,0.057912,3.596193,[325  61] ; [43 15],[319.92792793  66.07207207] ; [48.07207207  9.92792793],0
p8,1,0.060555,3.52213,[205 177] ; [23 34],[198.39635535 183.60364465] ; [29.60364465 27.39635535],0
v4,1,0.073728,3.197999,[377  10] ; [53  4],[374.7972973  12.2027027] ; [55.2027027  1.7972973],0
d3,1,0.085653,2.954231,[279 106] ; [35 22],[273.50678733 111.49321267] ; [40.49321267 16.50678733],0
p3,1,0.105703,2.617321,[210 176] ; [24 32],[204.35294118 181.64705882] ; [29.64705882 26.35294118],0
d2,1,0.129579,2.297541,[207 178] ; [25 33],[201.62528217 183.37471783] ; [30.37471783 27.62528217],0
a3,1,0.170559,1.878021,[292  94] ; [39 19],[287.76126126  98.23873874] ; [43.23873874 14.76126126],0
v1,1,0.235854,1.405207,[219 156] ; [28 28],[214.90719258 160.09280742] ; [32.09280742 23.90719258],0
n5,1,0.236908,1.398896,[300  86] ; [41 17],[296.45495495  89.54504505] ; [44.54504505 13.45495495],0
n1,1,0.248958,1.32914,[34 46] ; [3 9],[32.17391304 47.82608696] ; [4.82608696 7.17391304],0
p1,1,0.283464,1.150408,[ 37 347] ; [ 3 54],[ 34.82993197 349.17006803] ; [ 5.17006803 51.82993197],0
u1,1,0.310509,1.02851,[ 90 298] ; [10 48],[ 86.9955157 301.0044843] ; [13.0044843 44.9955157],0
p2,1,0.314813,1.010377,[324  62] ; [44 12],[321.37556561  64.62443439] ; [46.62443439  9.37556561],0
d4,1,0.318853,0.993646,[336  48] ; [48 10],[333.61085973  50.38914027] ; [50.38914027  7.61085973],0
p12,1,0.32051,0.986864,[ 44 342] ; [ 4 53],[ 41.82392777 344.17607223] ; [ 6.17607223 50.82392777],0
n4,1,0.345811,0.888768,[301  85] ; [42 16],[298.19369369  87.80630631] ; [44.80630631 13.19369369],0
u3,1,0.391154,0.735351,[64 30] ; [11  8],[62.38938053 31.61061947] ; [12.61061947  6.38938053],0
u4,1,0.413317,0.669238,[ 15 373] ; [ 1 57],[ 13.91928251 374.08071749] ; [ 2.08071749 55.91928251],0
b3,1,0.415194,0.663879,[ 91 148] ; [15 18],[ 93.13970588 145.86029412] ; [12.86029412 20.13970588],0
b2,1,0.415194,0.663879,[ 91 148] ; [15 18],[ 93.13970588 145.86029412] ; [12.86029412 20.13970588],0
a1,1,0.43036,0.621851,[ 23 365] ; [ 5 53],[ 24.35874439 363.64125561] ; [ 3.64125561 54.35874439],0
a8,1,0.459959,0.545994,[ 52 303] ; [10 44],[ 53.81418093 301.18581907] ; [ 8.18581907 45.81418093],0
a6,1,0.569051,0.324274,[253 131] ; [36 22],[251.07692308 132.92307692] ; [37.92307692 20.07692308],0
