Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000117,14.841899,[41  5] ; [13 14],[34.02739726 11.97260274] ; [19.97260274  7.02739726],1
p7,1,0.002853,8.899459,[28 17] ; [ 7 20],[21.875 23.125] ; [13.125 13.875],0
s2,1,0.008925,6.837738,[21 26] ; [ 4 23],[15.87837838 31.12162162] ; [ 9.12162162 17.87837838],0
s3,1,0.012039,6.305179,[24 22] ; [ 6 21],[18.90410959 27.09589041] ; [11.09589041 15.90410959],0
n1,1,0.024171,5.082353,[ 3 14] ; [6 4],[ 5.66666667 11.33333333] ; [3.33333333 6.66666667],0
s6,1,0.034867,4.451653,[24 23] ; [ 7 20],[19.68918919 27.31081081] ; [11.31081081 15.68918919],0
p4,1,0.052282,3.766707,[23 24] ; [ 7 20],[19.05405405 27.94594595] ; [10.94594595 16.05405405],0
p8,1,0.067167,3.350939,[23 24] ; [ 7 19],[19.31506849 27.68493151] ; [10.68493151 15.31506849],0
b3,1,0.07668,3.133903,[ 4 22] ; [ 7 11],[ 6.5 19.5] ; [ 4.5 13.5],0
b2,1,0.07668,3.133903,[ 4 22] ; [ 7 11],[ 6.5 19.5] ; [ 4.5 13.5],0
r3,1,0.083378,2.9978,[36 10] ; [16 11],[32.76712329 13.23287671] ; [19.23287671  7.76712329],0
p1,1,0.105574,2.619254,[ 3 44] ; [ 5 22],[ 5.08108108 41.91891892] ; [ 2.91891892 24.08108108],0
s7,1,0.111212,2.536917,[15 31] ; [ 4 22],[12.13888889 33.86111111] ; [ 6.86111111 19.13888889],0
b5,1,0.133064,2.256384,[31 16] ; [13 14],[27.94594595 19.05405405] ; [16.05405405 10.94594595],0
a7,1,0.14735,2.099467,[22 25] ; [ 8 19],[19.05405405 27.94594595] ; [10.94594595 16.05405405],0
v3,1,0.152123,2.050831,[ 6 41] ; [ 7 20],[ 8.25675676 38.74324324] ; [ 4.74324324 22.25675676],0
p3,1,0.153883,2.033328,[16 31] ; [ 5 22],[13.33783784 33.66216216] ; [ 7.66216216 19.33783784],0
r2,1,0.159512,1.978847,[33 13] ; [15 12],[30.24657534 15.75342466] ; [17.75342466  9.24657534],0
s4,1,0.193676,1.689429,[11 36] ; [ 3 24],[ 8.89189189 38.10810811] ; [ 5.10810811 21.89189189],0
p9,1,0.204505,1.609903,[35 12] ; [15 10],[32.63888889 14.36111111] ; [17.36111111  7.63888889],0
p11,1,0.257232,1.283594,[29 18] ; [13 14],[26.67567568 20.32432432] ; [15.32432432 11.67567568],0
a1,1,0.25802,1.27935,[ 2 45] ; [ 3 24],[ 3.17567568 43.82432432] ; [ 1.82432432 25.17567568],0
s5,1,0.346766,0.885256,[ 9 37] ; [ 3 24],[ 7.56164384 38.43835616] ; [ 4.43835616 22.56164384],0
d2,1,0.359007,0.841364,[ 8 39] ; [ 7 20],[ 9.52702703 37.47297297] ; [ 5.47297297 21.52702703],0
n5,1,0.364815,0.82125,[30 17] ; [20  7],[31.75675676 15.24324324] ; [18.24324324  8.75675676],0
r4,1,0.414052,0.667136,[22 25] ; [10 17],[20.32432432 26.67567568] ; [11.67567568 15.32432432],0
p6,1,0.416753,0.659454,[11 36] ; [ 4 22],[ 9.65753425 37.34246575] ; [ 5.34246575 20.65753425],0
u2,1,0.423838,0.639649,[11 17] ; [ 5 13],[ 9.73913043 18.26086957] ; [ 6.26086957 11.73913043],0
v2,1,0.461415,0.542459,[11 36] ; [ 4 21],[ 9.79166667 37.20833333] ; [ 5.20833333 19.79166667],0
b4,1,0.468792,0.524823,[25 22] ; [12 15],[23.5 23.5] ; [13.5 13.5],0
d3,1,0.480552,0.49761,[14 33] ; [ 6 21],[12.7027027 34.2972973] ; [ 7.2972973 19.7027027],0
s8,1,0.48993,0.476679,[12 35] ; [ 5 22],[10.7972973 36.2027027] ; [ 6.2027027 20.7972973],0
d4,1,0.521155,0.411608,[21 26] ; [10 17],[19.68918919 27.31081081] ; [11.31081081 15.68918919],0
v1,1,0.546831,0.363025,[12 33] ; [ 9 18],[13.125 31.875] ; [ 7.875 19.125],0
p12,1,0.579212,0.30751,[ 2 44] ; [ 2 25],[ 2.52054795 43.47945205] ; [ 1.47945205 25.52054795],0
a3,1,0.620385,0.245327,[18 28] ; [ 9 18],[17.01369863 28.98630137] ; [ 9.98630137 17.01369863],0
n6,1,0.653816,0.201123,[32 15] ; [17 10],[31.12162162 15.87837838] ; [17.87837838  9.12162162],0
p5,1,0.682274,0.167577,[ 5 42] ; [ 2 24],[ 4.50684932 42.49315068] ; [ 2.49315068 23.50684932],0
d1,1,0.687338,0.161982,[ 1 46] ; [ 1 26],[ 1.27027027 45.72972973] ; [ 0.72972973 26.27027027],0
n2,1,0.778096,0.079412,[11  6] ; [7 3],[11.33333333  5.66666667] ; [6.66666667 3.33333333],0
u3,1,0.812405,0.056323,[ 9 20] ; [ 5 13],[ 8.63829787 20.36170213] ; [ 5.36170213 12.63829787],0
p10,1,0.844857,0.038293,[26 21] ; [15 11],[26.39726027 20.60273973] ; [14.60273973 11.39726027],0
b1,1,0.874388,0.024992,[20 27] ; [12 15],[20.32432432 26.67567568] ; [11.67567568 15.32432432],0
a4,1,0.949723,0.003976,[ 5 42] ; [ 3 24],[ 5.08108108 41.91891892] ; [ 2.91891892 24.08108108],0
a5,1,0.970206,0.001395,[12 35] ; [ 7 20],[12.06756757 34.93243243] ; [ 6.93243243 20.06756757],0
n3,1,0.974213,0.001045,[12  5] ; [7 3],[11.96296296  5.03703704] ; [7.03703704 2.96296296],0
a6,1,0.97879,0.000707,[19 28] ; [11 16],[19.05405405 27.94594595] ; [10.94594595 16.05405405],0
n4,1,0.984287,0.000388,[26 21] ; [15 12],[26.04054054 20.95945946] ; [14.95945946 12.04054054],0
