Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.00154,10.030146,[ 88 325] ; [5 2],[ 91.45 321.55] ; [1.55 5.45],0
p12,1,0.007471,7.156059,[ 44 368] ; [3 4],[ 46.21479714 365.78520286] ; [0.78520286 6.21479714],0
p5,1,0.015734,5.832332,[ 50 360] ; [3 4],[ 52.11031175 357.88968825] ; [0.88968825 6.11031175],0
a4,1,0.016063,5.795973,[167 245] ; [6 1],[170.1097852 241.8902148] ; [2.8902148 4.1097852],0
d2,1,0.026366,4.93184,[179 231] ; [6 1],[181.89448441 228.10551559] ; [3.10551559 3.89448441],0
s1,1,0.039102,4.25641,[  9 398] ; [1 6],[  9.83091787 397.16908213] ; [0.16908213 6.83091787],0
s7,1,0.063725,3.437684,[201 198] ; [6 1],[203.43103448 195.56896552] ; [3.56896552 3.43103448],0
p3,1,0.066299,3.372349,[209 203] ; [6 1],[211.40811456 200.59188544] ; [3.59188544 3.40811456],0
u1,1,0.072857,3.217455,[ 70 343] ; [3 4],[ 71.78333333 341.21666667] ; [1.21666667 5.78333333],0
a1,1,0.123459,2.372881,[ 14 399] ; [1 6],[ 14.75 398.25] ; [0.25 6.75],0
p2,1,0.151613,2.055943,[366  46] ; [5 2],[364.80190931  47.19809069] ; [6.19809069 0.80190931],0
v3,1,0.186334,1.746364,[167 229] ; [3 1],[168.3 227.7] ; [1.7 2.3],0
p4,1,0.214832,1.53856,[258 152] ; [6 1],[259.56834532 150.43165468] ; [4.43165468 2.56834532],0
p6,1,0.243498,1.36023,[146 262] ; [4 3],[147.46987952 260.53012048] ; [2.53012048 4.46987952],0
v1,1,0.313499,1.015875,[231 170] ; [4 1],[232.10591133 168.89408867] ; [2.89408867 2.10591133],0
b4,1,0.372299,0.795976,[246 167] ; [3 4],[244.85 168.15] ; [4.15 2.85],0
a6,1,0.38373,0.758719,[291 121] ; [6 1],[292.03818616 119.96181384] ; [4.96181384 2.03818616],0
s6,1,0.387276,0.747478,[288 119] ; [6 1],[289.02898551 117.97101449] ; [4.97101449 2.02898551],0
p8,1,0.463691,0.536971,[234 172] ; [5 2],[234.94915254 171.05084746] ; [4.05084746 2.94915254],0
a5,1,0.493203,0.469532,[307 106] ; [6 1],[307.78333333 105.21666667] ; [5.21666667 1.78333333],0
p7,1,0.61035,0.259666,[266 135] ; [4 3],[265.36764706 135.63235294] ; [4.63235294 2.36764706],0
n4,1,0.642323,0.215716,[324  89] ; [6 1],[324.5  88.5] ; [5.5 1.5],0
p1,1,0.6861,0.163339,[ 40 372] ; [1 6],[ 40.3150358 371.6849642] ; [0.6849642 6.3150358],0
r1,1,0.742037,0.108344,[332  79] ; [6 1],[332.33971292  78.66028708] ; [5.66028708 1.33971292],0
a7,1,0.789731,0.071107,[313 100] ; [5 2],[312.7 100.3] ; [5.3 1.7],0
b5,1,0.814278,0.055183,[254 159] ; [4 3],[253.7 159.3] ; [4.3 2.7],0
d5,1,0.837593,0.042014,[341  71] ; [6 1],[341.20286396  70.79713604] ; [5.79713604 1.20286396],0
s4,1,0.841473,0.040004,[ 70 338] ; [1 6],[ 69.80240964 338.19759036] ; [1.19759036 5.80240964],0
s5,1,0.853127,0.034273,[144 256] ; [2 3],[144.19753086 255.80246914] ; [1.80246914 3.19753086],0
v2,1,0.956032,0.00304,[243 154] ; [3 2],[242.94029851 154.05970149] ; [3.05970149 1.94029851],0
a8,1,0.967887,0.001621,[ 52 326] ; [1 6],[ 52.03636364 325.96363636] ; [0.96363636 6.03636364],0
d3,1,0.969267,0.001484,[297 115] ; [5 2],[296.95465394 115.04534606] ; [5.04534606 1.95465394],0
