Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,100.369214,[212  30] ; [23 54],[178.27586207  63.72413793] ; [56.72413793 20.27586207],1
s6,1,0.0,28.512327,[217  21] ; [51 26],[202.48888889  35.51111111] ; [65.51111111 11.48888889],1
s7,1,0.000289,13.138426,[200  34] ; [47 24],[189.50163934  44.49836066] ; [57.49836066 13.50163934],1
s5,1,0.018391,5.558486,[113 114] ; [26 50],[104.13531353 122.86468647] ; [34.86468647 41.13531353],0
s4,1,0.018793,5.520678,[ 51 190] ; [ 7 69],[ 44.09463722 196.90536278] ; [13.90536278 62.09463722],0
d1,1,0.085879,2.949979,[170  72] ; [46 31],[163.86206897  78.13793103] ; [52.13793103 24.86206897],0
r2,1,0.092393,2.832185,[233   6] ; [71  5],[230.65396825   8.34603175] ; [73.34603175  2.65396825],0
a6,1,0.105926,2.61398,[165  76] ; [45 32],[159.1509434  81.8490566] ; [50.8490566 26.1509434],0
a3,1,0.119113,2.428942,[198  43] ; [57 20],[193.25471698  47.74528302] ; [61.74528302 15.25471698],0
d3,1,0.131263,2.277505,[170  72] ; [47 30],[164.62068966  77.37931034] ; [52.37931034 24.62068966],0
p2,1,0.133775,2.248136,[208  33] ; [61 16],[203.86477987  37.13522013] ; [65.13522013 11.86477987],0
n1,1,0.137499,2.205726,[27 21] ; [ 6 11],[24.36923077 23.63076923] ; [8.63076923 8.36923077],0
b1,1,0.160791,1.966771,[110 132] ; [28 49],[104.68965517 137.31034483] ; [33.31034483 43.68965517],0
d4,1,0.181856,1.78239,[209  32] ; [62 15],[205.38050314  35.61949686] ; [65.61949686 11.38050314],0
a8,1,0.194834,1.68068,[ 42 182] ; [ 8 59],[ 38.48797251 185.51202749] ; [11.51202749 55.48797251],0
p5,1,0.205878,1.600174,[ 46 192] ; [10 67],[ 42.31111111 195.68888889] ; [13.68888889 63.31111111],0
u3,1,0.227599,1.455805,[31 13] ; [11  9],[28.875 15.125] ; [13.125  6.875],0
p11,1,0.230995,1.434726,[203  39] ; [60 17],[199.51724138  42.48275862] ; [63.48275862 13.51724138],0
b4,1,0.260289,1.267219,[130 112] ; [47 30],[134.27586207 107.72413793] ; [42.72413793 34.27586207],0
p12,1,0.262468,1.25569,[ 34 206] ; [ 7 69],[ 31.13924051 208.86075949] ; [ 9.86075949 66.13924051],0
n3,1,0.309865,1.03125,[35 15] ; [9 7],[33.33333333 16.66666667] ; [10.66666667  5.33333333],0
p1,1,0.310586,1.028183,[ 25 216] ; [ 5 72],[ 22.73584906 218.26415094] ; [ 7.26415094 69.73584906],0
u2,1,0.316414,1.003711,[25 19] ; [14  6],[26.8125 17.1875] ; [12.1875  7.8125],0
a5,1,0.326813,0.961484,[192  50] ; [65 12],[194.96551724  47.03448276] ; [62.03448276 14.96551724],0
v4,1,0.338377,0.916571,[234   7] ; [73  4],[232.66352201   8.33647799] ; [74.33647799  2.66352201],0
r1,1,0.418959,0.653234,[203  37] ; [68  9],[205.17350158  34.82649842] ; [65.82649842 11.17350158],0
b3,1,0.438083,0.601298,[74 95] ; [25 25],[76.39726027 92.60273973] ; [22.60273973 27.39726027],0
b2,1,0.438083,0.601298,[74 95] ; [25 25],[76.39726027 92.60273973] ; [22.60273973 27.39726027],0
v3,1,0.446839,0.578658,[113 118] ; [41 35],[115.8762215 115.1237785] ; [38.1237785 37.8762215],0
p9,1,0.46548,0.532686,[223  19] ; [68  8],[221.45283019  20.54716981] ; [69.54716981  6.45283019],0
p6,1,0.472099,0.517059,[116 123] ; [41 36],[118.74367089 120.25632911] ; [38.25632911 38.74367089],0
d5,1,0.488425,0.479994,[208  33] ; [64 13],[206.13836478  34.86163522] ; [65.86163522 11.13836478],0
v2,1,0.504453,0.445556,[139  92] ; [49 27],[141.45928339  89.54071661] ; [46.54071661 29.45928339],0
n2,1,0.535792,0.383395,[39 11] ; [12  5],[38.05970149 11.94029851] ; [12.94029851  4.05970149],0
s1,1,0.537983,0.379292,[ 10 229] ; [ 2 74],[  9.1047619 229.8952381] ; [ 2.8952381 73.1047619],0
u1,1,0.611983,0.257298,[ 53 189] ; [19 58],[ 54.62068966 187.37931034] ; [17.37931034 59.62068966],0
p3,1,0.612672,0.256302,[143  99] ; [48 29],[144.89655172  97.10344828] ; [46.10344828 30.89655172],0
n6,1,0.623267,0.241303,[227  15] ; [71  6],[226.06896552  15.93103448] ; [71.93103448  5.06896552],0
r4,1,0.721764,0.126809,[226  16] ; [71  6],[225.31034483  16.68965517] ; [71.68965517  5.31034483],0
v1,1,0.741973,0.1084,[152  81] ; [48 28],[150.80906149  82.19093851] ; [49.19093851 26.80906149],0
p8,1,0.805344,0.060731,[148  91] ; [47 27],[148.89776358  90.10223642] ; [46.10223642 27.89776358],0
d2,1,0.805609,0.060563,[139 103] ; [43 34],[138.06896552 103.93103448] ; [43.93103448 33.06896552],0
