Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,77.431363,[40 93] ; [225  76],[81.20967742 51.79032258] ; [183.79032258 117.20967742],1
a3,1,0.0,35.791099,[74 59] ; [250  52],[99.06206897 33.93793103] ; [224.93793103  77.06206897],1
n4,1,0.0,30.374145,[82 51] ; [257  44],[103.88709677  29.11290323] ; [235.11290323  65.88709677],1
s6,1,4e-06,21.224422,[99 32] ; [272  24],[113.81967213  17.18032787] ; [257.18032787  38.81967213],1
n5,1,7e-06,20.277071,[84 48] ; [250  50],[102.05555556  29.94444444] ; [231.94444444  68.05555556],1
s5,1,0.000195,13.882535,[44 85] ; [154 132],[61.54698795 67.45301205] ; [136.45301205 149.54698795],1
a4,1,0.000569,11.873436,[46 87] ; [159 144],[62.53440367 70.46559633] ; [142.46559633 160.53440367],1
s3,1,0.000869,11.087035,[105  27] ; [274  27],[115.53810624  16.46189376] ; [263.46189376  37.53810624],1
p9,1,0.001151,10.566829,[105  25] ; [276  25],[114.9187935  15.0812065] ; [266.0812065  34.9187935],0
a5,1,0.001241,10.428081,[87 46] ; [242  61],[100.36009174  32.63990826] ; [228.63990826  74.36009174],0
p6,1,0.001543,10.026194,[41 89] ; [144 156],[55.93023256 74.06976744] ; [129.06976744 170.93023256],0
d2,1,0.001851,9.691436,[54 78] ; [172 129],[68.8960739 63.1039261] ; [157.1039261 143.8960739],0
n6,1,0.002686,9.009037,[102  29] ; [265  33],[112.06759907  18.93240093] ; [254.93240093  43.06759907],0
p3,1,0.003683,8.433905,[55 77] ; [171 130],[68.8960739 63.1039261] ; [157.1039261 143.8960739],0
r1,1,0.004054,8.259531,[98 34] ; [258  43],[108.52655889  23.47344111] ; [247.47344111  53.52655889],0
p7,1,0.004154,8.215293,[74 54] ; [211  82],[86.65083135 41.34916865] ; [198.34916865  94.65083135],0
p4,1,0.005503,7.706357,[72 60] ; [206  95],[84.7482679 47.2517321] ; [193.2517321 107.7482679],0
u1,1,0.008089,7.013593,[ 19 114] ; [ 78 225],[ 29.58944954 103.41055046] ; [ 67.41055046 235.58944954],0
r2,1,0.011493,6.387401,[123   9] ; [295   6],[127.42725173   4.57274827] ; [290.57274827  10.42725173],0
p5,1,0.011718,6.353053,[  9 122] ; [ 47 251],[ 17.1002331 113.8997669] ; [ 38.8997669 259.1002331],0
d1,1,0.013268,6.132963,[74 59] ; [206  97],[85.41284404 47.58715596] ; [194.58715596 108.41284404],0
a2,1,0.014503,5.975814,[ 25 108] ; [ 91 212],[35.3853211 97.6146789] ; [ 80.6146789 222.3853211],0
a7,1,0.020069,5.405858,[105  26] ; [210  93],[95.08064516 35.91935484] ; [219.91935484  83.08064516],0
p8,1,0.02131,5.301265,[59 73] ; [169 129],[69.99069767 62.00930233] ; [158.00930233 139.99069767],0
n1,1,0.022856,5.179427,[ 8 23] ; [29 28],[13.03409091 17.96590909] ; [23.96590909 33.03409091],0
v1,1,0.026892,4.897716,[64 64] ; [181 113],[74.31279621 53.68720379] ; [170.68720379 123.31279621],0
v3,1,0.027689,4.847315,[44 82] ; [135 155],[54.21634615 71.78365385] ; [124.78365385 165.21634615],0
v2,1,0.028206,4.815415,[63 60] ; [184 109],[73.03125 49.96875] ; [173.96875 119.03125],0
u4,1,0.031801,4.60918,[  1 132] ; [ 15 288],[  4.88073394 128.11926606] ; [ 11.11926606 291.88073394],0
p1,1,0.041246,4.165882,[  6 125] ; [ 32 269],[ 11.52314815 119.47685185] ; [ 26.47685185 274.52314815],0
b2,1,0.047865,3.91471,[19 46] ; [ 89 118],[25.80882353 39.19117647] ; [ 82.19117647 124.80882353],0
b3,1,0.047865,3.91471,[19 46] ; [ 89 118],[25.80882353 39.19117647] ; [ 82.19117647 124.80882353],0
s1,1,0.054133,3.708592,[  2 129] ; [ 17 283],[  5.774942 125.225058] ; [ 13.225058 286.774942],0
a8,1,0.062723,3.463869,[ 14 112] ; [ 51 225],[ 20.37313433 105.62686567] ; [ 44.62686567 231.37313433],0
v4,1,0.063195,3.451488,[125   7] ; [295   6],[128.0369515   3.9630485] ; [291.9630485   9.0369515],0
p2,1,0.080004,3.064829,[104  27] ; [260  42],[110.12471132  20.87528868] ; [253.87528868  48.12471132],0
d5,1,0.092655,2.827636,[104  28] ; [256  44],[110.  22.] ; [250.  50.],0
u3,1,0.130495,2.286605,[33 24] ; [38 15],[36.79090909 20.20909091] ; [34.20909091 18.79090909],0
p10,1,0.142731,2.14827,[107  24] ; [263  39],[111.93995381  19.06004619] ; [258.06004619  43.93995381],0
r4,1,0.159278,1.981072,[119  14] ; [283  20],[122.62844037  10.37155963] ; [279.37155963  23.62844037],0
a1,1,0.162527,1.950559,[  5 128] ; [ 22 281],[  8.23623853 124.76376147] ; [ 18.76376147 284.23623853],0
s4,1,0.212954,1.551227,[ 25 104] ; [ 75 226],[30. 99.] ; [ 70. 231.],0
b1,1,0.21968,1.506457,[47 86] ; [126 177],[52.77293578 80.22706422] ; [120.22706422 182.77293578],0
d3,1,0.225657,1.468028,[88 44] ; [218  83],[93.28406467 38.71593533] ; [212.71593533  88.28406467],0
n3,1,0.393699,0.727487,[21 11] ; [43 15],[22.75555556  9.24444444] ; [41.24444444 16.75555556],0
u2,1,0.499173,0.456695,[32 26] ; [32 20],[33.74545455 24.25454545] ; [30.25454545 21.74545455],0
b5,1,0.555492,0.347571,[83 50] ; [180 123],[80.22706422 52.77293578] ; [182.77293578 120.22706422],0
a6,1,0.557388,0.344248,[89 44] ; [192 108],[86.31177829 46.68822171] ; [194.68822171 105.31177829],0
n2,1,0.685825,0.163643,[24  7] ; [47 11],[24.73033708  6.26966292] ; [46.26966292 11.73033708],0
p12,1,0.736994,0.112786,[ 13 119] ; [ 33 269],[ 13.99078341 118.00921659] ; [ 32.00921659 269.99078341],0
d4,1,0.879528,0.022973,[115  18] ; [261  39],[115.49191686  17.50808314] ; [260.50808314  39.49191686],0
p11,1,0.907091,0.013621,[106  27] ; [240  63],[105.54587156  27.45412844] ; [240.45412844  62.54587156],0
b4,1,0.992693,8.4e-05,[76 57] ; [173 130],[75.95642202 57.04357798] ; [173.04357798 129.95642202],0
