Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000119,14.802946,[17 20] ; [96 26],[26.29559748 10.70440252] ; [86.70440252 35.29559748],1
n5,1,0.001131,10.600232,[19 18] ; [96 26],[26.76100629 10.23899371] ; [88.23899371 33.76100629],0
p10,1,0.00558,7.681326,[26 12] ; [107  15],[31.5875  6.4125] ; [101.4125  20.5875],0
s3,1,0.00715,7.234866,[20 17] ; [93 28],[26.46202532 10.53797468] ; [86.53797468 34.46202532],0
s6,1,0.015108,5.903819,[27 11] ; [107  15],[31.825  6.175] ; [102.175  19.825],0
d4,1,0.038613,4.27783,[26 12] ; [103  20],[30.44720497  7.55279503] ; [98.55279503 24.44720497],0
p9,1,0.039652,4.232731,[29  9] ; [110  13],[32.80745342  5.19254658] ; [106.19254658  16.80745342],0
d3,1,0.040067,4.215064,[19 19] ; [84 39],[24.31055901 13.68944099] ; [78.68944099 44.31055901],0
s5,1,0.042691,4.107598,[ 8 26] ; [50 67],[13.05960265 20.94039735] ; [44.94039735 72.05960265],0
a2,1,0.044474,4.038462,[ 7 31] ; [44 79],[12.03726708 25.96273292] ; [38.96273292 84.03726708],0
a3,1,0.044871,4.023469,[25 13] ; [100  23],[29.50310559  8.49689441] ; [95.49689441 27.50310559],0
u1,1,0.04599,3.981943,[ 6 32] ; [40 83],[10.85714286 27.14285714] ; [35.14285714 87.85714286],0
d1,1,0.051053,3.806542,[18 20] ; [80 43],[23.13043478 14.86956522] ; [74.86956522 48.13043478],0
d2,1,0.051053,3.806542,[18 20] ; [80 43],[23.13043478 14.86956522] ; [74.86956522 48.13043478],0
a6,1,0.073648,3.199775,[22 16] ; [90 33],[26.43478261 11.56521739] ; [85.56521739 37.43478261],0
a5,1,0.092479,2.830685,[26 12] ; [100  23],[29.73913043  8.26086957] ; [96.26086957 26.73913043],0
p6,1,0.107257,2.594185,[ 8 30] ; [43 80],[12.03726708 25.96273292] ; [38.96273292 84.03726708],0
v3,1,0.115339,2.479496,[11 24] ; [53 61],[15.03355705 19.96644295] ; [48.96644295 65.03355705],0
n6,1,0.117133,2.455246,[29  9] ; [106  16],[32.0625  5.9375] ; [102.9375  19.0625],0
p7,1,0.121146,2.402439,[14 24] ; [62 59],[18.16352201 19.83647799] ; [57.83647799 63.16352201],0
n1,1,0.173728,1.850472,[3 7] ; [18 15],[4.88372093 5.11627907] ; [16.11627907 16.88372093],0
d5,1,0.199613,1.645206,[31  7] ; [110  13],[33.27950311  4.72049689] ; [107.72049689  15.27950311],0
p12,1,0.240296,1.378858,[ 1 37] ; [ 10 113],[ 2.59627329 35.40372671] ; [  8.40372671 114.59627329],0
v1,1,0.244427,1.354876,[16 19] ; [66 50],[19.00662252 15.99337748] ; [62.99337748 53.00662252],0
b4,1,0.251828,1.313132,[25 13] ; [68 55],[21.95031056 16.04968944] ; [71.04968944 51.95031056],0
b5,1,0.27615,1.18594,[25 13] ; [92 31],[27.61490683 10.38509317] ; [89.38509317 33.61490683],0
p4,1,0.336113,0.925202,[17 21] ; [66 57],[19.59006211 18.40993789] ; [63.40993789 59.59006211],0
a7,1,0.34465,0.893059,[29  9] ; [84 39],[26.67080745 11.32919255] ; [86.32919255 36.67080745],0
r2,1,0.35465,0.856749,[35  3] ; [116   5],[36.08805031  1.91194969] ; [114.91194969   6.08805031],0
n2,1,0.367395,0.812455,[9 2] ; [23 11],[7.82222222 3.17777778] ; [24.17777778  9.82222222],0
p5,1,0.422402,0.643622,[ 1 37] ; [  7 111],[ 1.94871795 36.05128205] ; [  6.05128205 111.94871795],0
b2,1,0.424796,0.637009,[ 9 17] ; [42 55],[10.7804878 15.2195122] ; [40.2195122 56.7804878],0
b3,1,0.424796,0.637009,[ 9 17] ; [42 55],[10.7804878 15.2195122] ; [40.2195122 56.7804878],0
v2,1,0.447542,0.57687,[18 15] ; [73 45],[19.88741722 13.11258278] ; [71.11258278 46.88741722],0
p11,1,0.502564,0.449519,[29  9] ; [87 36],[27.37888199 10.62111801] ; [88.62111801 34.37888199],0
b1,1,0.551613,0.354435,[14 24] ; [52 71],[15.57763975 22.42236025] ; [50.42236025 72.57763975],0
a4,1,0.554853,0.348694,[18 20] ; [65 58],[19.59006211 18.40993789] ; [63.40993789 59.59006211],0
u2,1,0.58018,0.305944,[10  3] ; [15  7],[9.28571429 3.71428571] ; [15.71428571  6.28571429],0
n4,1,0.693155,0.155692,[30  8] ; [99 22],[30.83018868  7.16981132] ; [98.16981132 22.83018868],0
a8,1,0.693588,0.155228,[ 5 31] ; [18 90],[ 5.75 30.25] ; [17.25 90.75],0
r1,1,0.709574,0.138702,[29  8] ; [99 23],[29.78616352  7.21383648] ; [98.21383648 23.78616352],0
p2,1,0.724731,0.124005,[28 10] ; [87 36],[27.14285714 10.85714286] ; [87.85714286 35.14285714],0
r4,1,0.730066,0.119051,[35  3] ; [111  12],[34.45962733  3.54037267] ; [111.54037267  11.45962733],0
r3,1,0.751582,0.100206,[36  2] ; [118   5],[36.34782609  1.65217391] ; [117.65217391   5.34782609],0
p1,1,0.766475,0.088202,[ 3 35] ; [  8 115],[ 2.59627329 35.40372671] ; [  8.40372671 114.59627329],0
v4,1,0.847181,0.03714,[37  1] ; [119   4],[36.81987578  1.18012422] ; [119.18012422   3.81987578],0
a1,1,0.923927,0.009118,[ 2 36] ; [  6 117],[ 1.88819876 36.11180124] ; [  6.11180124 116.88819876],0
u3,1,0.926113,0.0086,[10  3] ; [18  5],[10.11111111  2.88888889] ; [17.88888889  5.11111111],0
s4,1,0.952557,0.00354,[ 7 31] ; [23 99],[ 7.125 30.875] ; [22.875 99.125],0
n3,1,0.97141,0.001284,[7 3] ; [24 10],[7.04545455 2.95454545] ; [23.95454545 10.04545455],0
p3,1,0.985104,0.000349,[16 22] ; [52 71],[16.04968944 21.95031056] ; [51.95031056 71.04968944],0
