Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,24.550829,[ 8 56] ; [69 73],[23.9223301 40.0776699] ; [53.0776699 88.9223301],1
p8,1,1e-06,24.220294,[18 46] ; [93 50],[34.31884058 29.68115942] ; [76.68115942 66.31884058],1
s5,1,0.001216,10.465546,[13 48] ; [64 77],[23.25247525 37.74752475] ; [53.74752475 87.25247525],0
p3,1,0.001229,10.446707,[22 42] ; [85 60],[32.76555024 31.23444976] ; [74.23444976 70.76555024],0
b5,1,0.001822,9.720552,[41 23] ; [59 86],[30.62200957 33.37799043] ; [69.37799043 75.62200957],0
v3,1,0.001885,9.657982,[13 47] ; [65 80],[22.82926829 37.17073171] ; [55.17073171 89.82926829],0
p4,1,0.004768,7.96539,[27 37] ; [91 53],[36.30769231 27.69230769] ; [81.69230769 62.30769231],0
s8,1,0.006145,7.507184,[20 44] ; [75 70],[29.09090909 34.90909091] ; [65.90909091 79.09090909],0
r4,1,0.010011,6.632933,[45 19] ; [124  21],[51.75119617 12.24880383] ; [117.24880383  27.75119617],0
s3,1,0.013573,6.092843,[29 35] ; [91 52],[37.10144928 26.89855072] ; [82.89855072 60.10144928],0
s4,1,0.014322,5.998041,[ 5 58] ; [ 32 113],[11.20673077 51.79326923] ; [ 25.79326923 119.20673077],0
d3,1,0.020444,5.373538,[22 42] ; [75 70],[29.70334928 34.29665072] ; [67.29665072 77.70334928],0
s7,1,0.027961,4.830486,[26 36] ; [81 57],[33.17 28.83] ; [73.83 64.17],0
v2,1,0.043342,4.082019,[23 38] ; [76 67],[29.60294118 31.39705882] ; [69.39705882 73.60294118],0
r1,1,0.047917,3.912897,[40 24] ; [110  35],[45.93301435 18.06698565] ; [104.06698565  40.93301435],0
d5,1,0.050701,3.818139,[41 23] ; [111  33],[46.76923077 17.23076923] ; [105.23076923  38.76923077],0
d4,1,0.05307,3.741709,[42 22] ; [112  31],[47.61352657 16.38647343] ; [106.38647343  36.61352657],0
p5,1,0.056182,3.64664,[ 4 60] ; [ 23 122],[ 8.26794258 55.73205742] ; [ 18.73205742 126.26794258],0
p10,1,0.081101,3.042706,[46 18] ; [118  25],[50.70531401 13.29468599] ; [113.29468599  29.70531401],0
s2,1,0.085824,2.951012,[24 39] ; [74 71],[29.68269231 33.31730769] ; [68.31730769 76.68269231],0
v1,1,0.092486,2.830554,[27 35] ; [80 62],[32.51960784 29.48039216] ; [74.48039216 67.51960784],0
b4,1,0.098051,2.736959,[41 23] ; [75 70],[35.5215311 28.4784689] ; [80.4784689 64.5215311],0
r3,1,0.142378,2.152065,[55  9] ; [134  11],[57.87559809  6.12440191] ; [131.12440191  13.87559809],0
u2,1,0.145516,2.118632,[ 7 12] ; [25 19],[9.65079365 9.34920635] ; [22.34920635 21.65079365],0
p11,1,0.154795,2.024356,[47 17] ; [119  26],[50.83253589 13.16746411] ; [115.16746411  29.83253589],0
a6,1,0.184502,1.760986,[31 33] ; [56 89],[26.64114833 37.35885167] ; [60.35885167 84.64114833],0
a4,1,0.272307,1.20509,[31 33] ; [58 86],[27.38461538 36.61538462] ; [61.61538462 82.38461538],0
a1,1,0.28001,1.167043,[ 2 62] ; [ 10 135],[ 3.67464115 60.32535885] ; [  8.32535885 136.67464115],0
d1,1,0.318961,0.9932,[27 37] ; [72 73],[30.31578947 33.68421053] ; [68.68421053 76.31578947],0
u3,1,0.34647,0.886344,[ 5 14] ; [17 27],[ 6.63492063 12.36507937] ; [15.36507937 28.63492063],0
d2,1,0.430866,0.620487,[28 36] ; [72 73],[30.62200957 33.37799043] ; [69.37799043 75.62200957],0
n3,1,0.438578,0.6,[12  8] ; [28 12],[13.33333333  6.66666667] ; [26.66666667 13.33333333],0
a5,1,0.485588,0.486287,[41 23] ; [100  45],[43.17703349 20.82296651] ; [97.82296651 47.17703349],0
s6,1,0.521336,0.41125,[38 25] ; [91 49],[40.03448276 22.96551724] ; [88.96551724 51.03448276],0
n4,1,0.541843,0.372134,[53 11] ; [114  30],[51.38461538 12.61538462] ; [115.61538462  28.38461538],0
u1,1,0.542212,0.371455,[ 3 61] ; [ 10 135],[ 3.98086124 60.01913876] ; [  9.01913876 135.98086124],0
