Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,33.884168,[93 19] ; [113 112],[68.46290801 43.53709199] ; [137.53709199  87.46290801],1
p7,1,0.0,26.451851,[88 21] ; [113 107],[66.59270517 42.40729483] ; [134.40729483  85.59270517],1
p8,1,3e-06,22.070596,[74 36] ; [ 89 134],[53.84384384 56.15615616] ; [109.15615616 113.84384384],1
p3,1,0.000208,13.753758,[69 43] ; [ 90 134],[53. 59.] ; [106. 118.],1
p5,1,0.003715,8.418065,[15 97] ; [ 10 211],[  8.40840841 103.59159159] ; [ 16.59159159 204.40840841],0
s8,1,0.006927,7.291925,[68 44] ; [101 123],[56.33333333 55.66666667] ; [112.66666667 111.33333333],0
n4,1,0.009327,6.759119,[97 15] ; [167  58],[87.7388724 24.2611276] ; [176.2611276  48.7388724],0
d2,1,0.016445,5.754696,[62 50] ; [ 93 131],[51.66666667 60.33333333] ; [103.33333333 120.66666667],0
d4,1,0.01979,5.430303,[98 14] ; [172  52],[90. 22.] ; [180.  44.],0
n5,1,0.036138,4.390583,[92 18] ; [165  60],[84.3880597 25.6119403] ; [172.6119403  52.3880597],0
p12,1,0.043192,4.087878,[12 99] ; [ 11 214],[  7.59821429 103.40178571] ; [ 15.40178571 209.59821429],0
r3,1,0.046164,3.975586,[111   1] ; [213  12],[107.67952522   4.32047478] ; [216.32047478   8.67952522],0
b3,1,0.052351,3.764518,[29 43] ; [36 97],[22.82926829 49.17073171] ; [42.17073171 90.82926829],0
b2,1,0.052351,3.764518,[29 43] ; [36 97],[22.82926829 49.17073171] ; [42.17073171 90.82926829],0
b1,1,0.054079,3.710246,[52 60] ; [ 80 145],[43.8694362 68.1305638] ; [ 88.1305638 136.8694362],0
s7,1,0.058266,3.586067,[63 44] ; [104 114],[54.98153846 52.01846154] ; [112.01846154 105.98153846],0
p2,1,0.061938,3.484708,[99 13] ; [179  44],[92.94328358 19.05671642] ; [185.05671642  37.94328358],0
v2,1,0.078635,3.0929,[69 42] ; [109 101],[61.55140187 49.44859813] ; [116.44859813  93.55140187],0
r4,1,0.079119,3.082905,[105   7] ; [197  28],[100.36795252  11.63204748] ; [201.63204748  23.36795252],0
p11,1,0.094384,2.797963,[94 18] ; [171  54],[88.07121662 23.92878338] ; [176.92878338  48.07121662],0
d1,1,0.109949,2.55495,[70 42] ; [120 105],[63.14540059 48.85459941] ; [126.85459941  98.14540059],0
p9,1,0.131178,2.278513,[97 14] ; [181  43],[92.11343284 18.88656716] ; [185.88656716  38.11343284],0
v1,1,0.145526,2.118535,[64 44] ; [109 106],[57.84520124 50.15479876] ; [115.15479876  99.84520124],0
p1,1,0.151494,2.057143,[ 10 102] ; [ 11 213],[  7. 105.] ; [ 14. 210.],0
a4,1,0.170106,1.882011,[51 60] ; [ 85 138],[45.19760479 65.80239521] ; [ 90.80239521 132.19760479],0
n2,1,0.186288,1.746732,[9 7] ; [44 16],[11.15789474  4.84210526] ; [41.84210526 18.15789474],0
n6,1,0.191167,1.708603,[97 14] ; [184  41],[92.83035714 18.16964286] ; [188.16964286  36.83035714],0
r2,1,0.244208,1.35614,[104   5] ; [206  18],[101.47147147   7.52852853] ; [208.52852853  15.47147147],0
a1,1,0.25855,1.276503,[  7 105] ; [  8 217],[  4.9851632 107.0148368] ; [ 10.0148368 214.9851632],0
s4,1,0.270918,1.212091,[14 96] ; [ 39 185],[17.45508982 92.54491018] ; [ 35.54491018 188.45508982],0
s2,1,0.273881,1.197205,[65 46] ; [117 107],[60.30447761 50.69552239] ; [121.69552239 102.30447761],0
d5,1,0.274,1.196609,[95 17] ; [179  45],[91.33333333 20.66666667] ; [182.66666667  41.33333333],0
a6,1,0.274081,1.196208,[74 38] ; [161  63],[78.33333333 33.66666667] ; [156.66666667  67.33333333],0
r1,1,0.28271,1.154016,[94 18] ; [177  47],[90.33333333 21.66666667] ; [180.66666667  43.33333333],0
p10,1,0.301534,1.067395,[90 19] ; [174  50],[86.41441441 22.58558559] ; [177.58558559  46.41441441],0
u4,1,0.381684,0.765271,[  5 107] ; [  6 219],[  3.65578635 108.34421365] ; [  7.34421365 217.65578635],0
u1,1,0.466747,0.529667,[22 90] ; [ 37 188],[19.60830861 92.39169139] ; [ 39.39169139 185.60830861],0
b5,1,0.497674,0.459894,[71 41] ; [151  74],[73.78041543 38.21958457] ; [148.21958457  76.78041543],0
d3,1,0.504421,0.445623,[80 32] ; [152  72],[77.33333333 34.66666667] ; [154.66666667  69.33333333],0
s1,1,0.527634,0.398947,[  5 106] ; [  7 216],[  3.98802395 107.01197605] ; [  8.01197605 214.98802395],0
a3,1,0.566765,0.328125,[77 35] ; [147  77],[74.66666667 37.33333333] ; [149.33333333  74.66666667],0
u3,1,0.585175,0.297943,[22 12] ; [45 31],[20.70909091 13.29090909] ; [46.29090909 29.70909091],0
b4,1,0.615361,0.252442,[64 48] ; [135  90],[66.13649852 45.86350148] ; [132.86350148  92.13649852],0
a5,1,0.629159,0.233203,[81 31] ; [157  68],[79.09792285 32.90207715] ; [158.90207715  66.09792285],0
n3,1,0.695179,0.153535,[12  4] ; [42 18],[11.36842105  4.63157895] ; [42.63157895 17.36842105],0
a2,1,0.697854,0.150714,[27 85] ; [ 50 175],[25.59050445 86.40949555] ; [ 51.40949555 173.59050445],0
u2,1,0.756951,0.095782,[23 12] ; [47 28],[22.27272727 12.72727273] ; [47.72727273 27.27272727],0
a8,1,0.777665,0.079729,[15 86] ; [ 28 177],[14.19281046 86.80718954] ; [ 28.80718954 176.19281046],0
s3,1,0.807614,0.059295,[71 40] ; [145  77],[72. 39.] ; [144.  78.],0
a7,1,0.946609,0.004484,[83 28] ; [169  56],[83.25 27.75] ; [168.75  56.25],0
n1,1,0.951041,0.00377,[ 6 10] ; [22 38],[ 5.89473684 10.10526316] ; [22.10526316 37.89473684],0
v3,1,0.979545,0.000657,[42 67] ; [ 82 130],[42.105919 66.894081] ; [ 81.894081 130.105919],0
v4,1,1.0,0.0,[106   6] ; [212  12],[106.   6.] ; [212.  12.],0
