Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,23.682893,[ 4 82] ; [28 54],[16.38095238 69.61904762] ; [15.61904762 66.38095238],1
n2,1,0.308512,1.037037,[25 17] ; [20  8],[27. 15.] ; [18. 10.],0
v4,1,0.317263,1.000195,[73 14] ; [74  9],[75.22941176 11.77058824] ; [71.77058824 11.22941176],0
s1,1,0.321456,0.983012,[ 6 81] ; [ 3 82],[ 4.55232558 82.44767442] ; [ 4.44767442 80.55232558],0
d5,1,0.32675,0.961735,[63 24] ; [55 29],[60.03508772 26.96491228] ; [57.96491228 26.03508772],0
a2,1,0.34501,0.891728,[11 76] ; [ 7 78],[ 9.10465116 77.89534884] ; [ 8.89534884 76.10465116],0
a5,1,0.354713,0.856524,[43 44] ; [48 37],[46.02906977 40.97093023] ; [44.97093023 40.02906977],0
a3,1,0.380959,0.767605,[46 41] ; [50 34],[48.84210526 38.15789474] ; [47.15789474 36.84210526],0
u2,1,0.385456,0.753228,[20 21] ; [20 14],[21.86666667 19.13333333] ; [18.13333333 15.86666667],0
n6,1,0.530366,0.393689,[54 33] ; [56 28],[55.96491228 31.03508772] ; [54.03508772 29.96491228],0
u3,1,0.545839,0.364824,[24 17] ; [17 16],[22.71621622 18.28378378] ; [18.28378378 14.71621622],0
b4,1,0.552642,0.352605,[52 35] ; [47 38],[50.0755814 36.9244186] ; [48.9244186 36.0755814],0
a8,1,0.579843,0.306488,[ 2 82] ; [ 3 74],[ 2.60869565 81.39130435] ; [ 2.39130435 74.60869565],0
s4,1,0.650294,0.20553,[17 70] ; [19 66],[18.20930233 68.79069767] ; [17.79069767 67.20930233],0
p5,1,0.664717,0.187844,[ 3 84] ; [ 4 80],[ 3.56140351 83.43859649] ; [ 3.43859649 80.56140351],0
n1,1,0.688334,0.160895,[ 9 34] ; [ 7 21],[ 9.69014085 33.30985915] ; [ 6.30985915 21.69014085],0
p9,1,0.703202,0.145163,[55 29] ; [58 27],[56.16568047 27.83431953] ; [56.83431953 28.16568047],0
r3,1,0.704894,0.14343,[74 13] ; [74 11],[74.86046512 12.13953488] ; [73.13953488 11.86046512],0
d4,1,0.758081,0.094865,[67 20] ; [63 21],[66.14035088 20.85964912] ; [63.85964912 20.14035088],0
u1,1,0.785777,0.073874,[ 6 81] ; [ 5 80],[ 5.56395349 81.43604651] ; [ 5.43604651 79.56395349],0
d2,1,0.787647,0.072559,[28 59] ; [29 56],[28.83139535 58.16860465] ; [28.16860465 56.83139535],0
d3,1,0.816143,0.05406,[56 31] ; [52 31],[55.27058824 31.72941176] ; [52.72941176 30.27058824],0
v2,1,0.842201,0.039632,[38 47] ; [37 43],[38.63636364 46.36363636] ; [36.36363636 43.63636364],0
v3,1,0.875276,0.024637,[20 65] ; [18 62],[19.57575758 65.42424242] ; [18.42424242 61.57575758],0
s5,1,0.880358,0.022655,[18 67] ; [17 67],[17.6035503 67.3964497] ; [17.3964497 66.6035503],0
r2,1,0.919129,0.010309,[73 14] ; [70 14],[72.75438596 14.24561404] ; [70.24561404 13.75438596],0
b5,1,0.975466,0.000946,[52 35] ; [51 34],[52.09883721 34.90116279] ; [50.90116279 34.09883721],0
n5,1,0.99074,0.000135,[27 60] ; [26 58],[26.96491228 60.03508772] ; [26.03508772 57.96491228],0
