Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,23.682893,[ 4 82] ; [28 54],[16.38095238 69.61904762] ; [15.61904762 66.38095238],1
p8,1,1.2e-05,19.204037,[19 67] ; [46 38],[32.88235294 53.11764706] ; [32.11764706 51.88235294],1
p3,1,3.6e-05,17.076037,[12 74] ; [36 49],[24.14035088 61.85964912] ; [23.85964912 61.14035088],1
p2,1,4.6e-05,16.623914,[46 41] ; [69 15],[58.50877193 28.49122807] ; [56.49122807 27.50877193],1
p4,1,0.000623,11.706868,[22 65] ; [43 42],[32.87790698 54.12209302] ; [32.12209302 52.87790698],1
n3,1,0.0109,6.481481,[22 20] ; [23  5],[27. 15.] ; [18. 10.],0
d1,1,0.043002,4.095334,[44 43] ; [30 55],[37.43023256 49.56976744] ; [36.56976744 48.43023256],0
s7,1,0.105484,2.620607,[ 9 75] ; [16 65],[12.72727273 71.27272727] ; [12.27272727 68.72727273],0
p11,1,0.150913,2.062996,[48 39] ; [56 29],[52.60465116 34.39534884] ; [51.39534884 33.60465116],0
r4,1,0.154378,2.028454,[58 29] ; [65 20],[62.21511628 24.78488372] ; [60.78488372 24.21511628],0
s3,1,0.176424,1.827493,[26 61] ; [33 50],[30.19411765 56.80588235] ; [28.80588235 54.19411765],0
p10,1,0.180248,1.795577,[47 39] ; [55 30],[51.29824561 34.70175439] ; [50.70175439 34.29824561],0
p1,1,0.18614,1.747906,[ 4 83] ; [ 1 83],[ 2.54385965 84.45614035] ; [ 2.45614035 81.54385965],0
b1,1,0.221003,1.497844,[28 59] ; [35 50],[31.86627907 55.13372093] ; [31.13372093 53.86627907],0
r1,1,0.224401,1.476002,[51 35] ; [58 27],[54.81871345 31.18128655] ; [54.18128655 30.81871345],0
a1,1,0.234366,1.414165,[ 2 85] ; [ 5 80],[ 3.54069767 83.45930233] ; [ 3.45930233 81.54069767],0
b3,1,0.243676,1.359199,[11 26] ; [ 8 35],[ 8.7875 28.2125] ; [10.2125 32.7875],0
b2,1,0.243676,1.359199,[11 26] ; [ 8 35],[ 8.7875 28.2125] ; [10.2125 32.7875],0
v1,1,0.249146,1.328085,[28 59] ; [33 48],[31.58928571 55.41071429] ; [29.41071429 51.58928571],0
a7,1,0.255134,1.294972,[62 25] ; [53 31],[58.50877193 28.49122807] ; [56.49122807 27.50877193],0
s6,1,0.259899,1.269297,[34 53] ; [40 44],[37.64912281 49.35087719] ; [36.35087719 47.64912281],0
a4,1,0.272813,1.202548,[23 64] ; [29 56],[26.30232558 60.69767442] ; [25.69767442 59.30232558],0
s2,1,0.285111,1.142565,[21 65] ; [27 58],[24.14035088 61.85964912] ; [23.85964912 61.14035088],0
a6,1,0.290686,1.116443,[53 34] ; [45 40],[49.56976744 37.43023256] ; [48.43023256 36.56976744],0
p12,1,0.300465,1.072127,[ 1 86] ; [ 3 82],[ 2.02325581 84.97674419] ; [ 1.97674419 83.02325581],0
