Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.6e-05,17.679009,[45 67] ; [27  6],[55.6137931 56.3862069] ; [16.3862069 16.6137931],1
p8,1,0.000898,11.027051,[30 83] ; [19 14],[37.92465753 75.07534247] ; [11.07534247 21.92465753],1
a5,1,0.012689,6.211926,[72 41] ; [13 20],[65.78767123 47.21232877] ; [19.21232877 13.78767123],0
p1,1,0.015389,5.871407,[  4 108] ; [ 5 28],[  6.95172414 105.04827586] ; [ 2.04827586 30.95172414],0
b2,1,0.051144,3.803554,[13 52] ; [ 9 13],[16.43678161 48.56321839] ; [ 5.56321839 16.43678161],0
b3,1,0.051144,3.803554,[13 52] ; [ 9 13],[16.43678161 48.56321839] ; [ 5.56321839 16.43678161],0
a6,1,0.06,3.537394,[72 41] ; [15 18],[67.33561644 45.66438356] ; [19.66438356 13.33561644],0
d5,1,0.061271,3.502632,[87 26] ; [20 13],[82.81506849 30.18493151] ; [24.18493151  8.81506849],0
b4,1,0.062106,3.480231,[75 38] ; [16 17],[70.43150685 42.56849315] ; [20.56849315 12.43150685],0
v3,1,0.069454,3.295882,[38 71] ; [ 6 27],[33.77464789 75.22535211] ; [10.22535211 22.77464789],0
p2,1,0.070358,3.27465,[66 47] ; [25  8],[70.43150685 42.56849315] ; [20.56849315 12.43150685],0
a3,1,0.070579,3.26951,[68 45] ; [14 19],[63.46575342 49.53424658] ; [18.53424658 14.46575342],0
r1,1,0.071571,3.246617,[92 21] ; [22 11],[88.23287671 24.76712329] ; [25.76712329  7.23287671],0
p4,1,0.076915,3.128909,[45 67] ; [19 14],[49.43448276 62.56551724] ; [14.56551724 18.43448276],0
n2,1,0.173035,1.856453,[25 13] ; [8 1],[26.68085106 11.31914894] ; [6.31914894 2.68085106],0
s3,1,0.191071,1.709343,[50 62] ; [19 14],[53.29655172 58.70344828] ; [15.70344828 17.29655172],0
p3,1,0.195447,1.676072,[34 78] ; [14 19],[37.07586207 74.92413793] ; [10.92413793 22.07586207],0
s2,1,0.240636,1.376867,[38 73] ; [15 18],[40.85416667 70.14583333] ; [12.14583333 20.85416667],0
s6,1,0.247139,1.339406,[54 59] ; [19 13],[56.88965517 56.11034483] ; [16.11034483 15.88965517],0
n1,1,0.270105,1.216216,[11 26] ; [4 4],[12.33333333 24.66666667] ; [2.66666667 5.33333333],0
b1,1,0.283854,1.148543,[60 53] ; [21 12],[62.69178082 50.30821918] ; [18.30821918 14.69178082],0
s7,1,0.333808,0.934069,[31 74] ; [12 19],[33.19852941 71.80147059] ; [ 9.80147059 21.19852941],0
s8,1,0.340781,0.907493,[26 87] ; [10 22],[28.05517241 84.94482759] ; [ 7.94482759 24.05517241],0
p5,1,0.343928,0.895733,[  3 110] ; [ 2 31],[  3.86986301 109.13013699] ; [ 1.13013699 31.86986301],0
u3,1,0.352019,0.866165,[27 18] ; [ 9 10],[25.3125 19.6875] ; [10.6875  8.3125],0
n3,1,0.377699,0.778178,[23 14] ; [7 2],[24.13043478 12.86956522] ; [5.86956522 3.13043478],0
a2,1,0.385925,0.751743,[21 92] ; [ 4 29],[19.34931507 93.65068493] ; [ 5.65068493 27.34931507],0
d1,1,0.394613,0.724682,[54 59] ; [13 20],[51.85616438 61.14383562] ; [15.14383562 17.85616438],0
u2,1,0.40856,0.682987,[20 23] ; [11  8],[21.5 21.5] ; [9.5 9.5],0
r2,1,0.460764,0.544038,[104   9] ; [29  4],[102.93835616  10.06164384] ; [30.06164384  2.93835616],0
a8,1,0.492099,0.471933,[ 9 94] ; [ 4 27],[ 9.99253731 93.00746269] ; [ 3.00746269 27.99253731],0
p11,1,0.500589,0.453687,[61 52] ; [20 13],[62.69178082 50.30821918] ; [18.30821918 14.69178082],0
p10,1,0.511229,0.431551,[31 81] ; [ 7 25],[29.55555556 82.44444444] ; [ 8.44444444 23.55555556],0
d3,1,0.529975,0.39444,[65 48] ; [21 12],[66.56164384 46.43835616] ; [19.43835616 13.56164384],0
s5,1,0.560076,0.339572,[21 92] ; [ 7 23],[22.12587413 90.87412587] ; [ 5.87412587 24.12587413],0
n5,1,0.64078,0.217724,[60 53] ; [16 17],[58.82191781 54.17808219] ; [17.17808219 15.82191781],0
v1,1,0.674529,0.176349,[40 73] ; [13 20],[41.02054795 71.97945205] ; [11.97945205 21.02054795],0
d2,1,0.678237,0.172117,[56 57] ; [15 18],[54.95205479 58.04794521] ; [16.04794521 16.95205479],0
s4,1,0.683911,0.165757,[15 98] ; [ 5 26],[15.69444444 97.30555556] ; [ 4.30555556 26.69444444],0
b5,1,0.684893,0.164669,[64 49] ; [20 13],[65.01369863 47.98630137] ; [18.98630137 14.01369863],0
d4,1,0.711422,0.136861,[85 27] ; [24  9],[84.19310345 27.80689655] ; [24.80689655  8.19310345],0
