Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.6e-05,17.679009,[45 67] ; [27  6],[55.6137931 56.3862069] ; [16.3862069 16.6137931],1
a1,1,0.72258,0.126034,[  5 108] ; [ 1 32],[  4.64383562 108.35616438] ; [ 1.35616438 31.64383562],0
a7,1,0.770812,0.084863,[75 38] ; [21 12],[74.30136986 38.69863014] ; [21.69863014 11.30136986],0
v4,1,0.776438,0.080635,[99 12] ; [30  3],[99.4375 11.5625] ; [29.5625  3.4375],0
a4,1,0.800744,0.063698,[38 75] ; [10 22],[37.40689655 75.59310345] ; [10.59310345 21.40689655],0
n6,1,0.86563,0.028632,[77 36] ; [23 10],[77.39726027 35.60273973] ; [22.60273973 10.39726027],0
v2,1,0.870023,0.026775,[48 61] ; [14 19],[47.5915493 61.4084507] ; [14.4084507 18.5915493],0
u1,1,0.886373,0.020419,[16 97] ; [ 5 28],[16.25342466 96.74657534] ; [ 4.74657534 28.25342466],0
r4,1,0.914087,0.011639,[95 18] ; [28  5],[95.19863014 17.80136986] ; [27.80136986  5.19863014],0
n4,1,0.918847,0.010381,[73 40] ; [21 12],[72.75342466 40.24657534] ; [21.24657534 11.75342466],0
s1,1,0.95825,0.002741,[  7 106] ; [ 2 29],[  7.0625 105.9375] ; [ 1.9375 29.0625],0
