Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.00171,9.837034,[29 30] ; [ 7 32],[21.67346939 37.32653061] ; [14.32653061 24.67346939],0
p7,1,0.003782,8.385386,[30 27] ; [ 9 30],[23.15625 33.84375] ; [15.84375 23.15625],0
p6,1,0.00643,7.425693,[19 39] ; [ 4 38],[13.34 44.66] ; [ 9.66 32.34],0
s6,1,0.008895,6.843837,[40 19] ; [17 24],[33.63 25.37] ; [23.37 17.63],0
r3,1,0.009413,6.742829,[57  2] ; [34  8],[53.15841584  5.84158416] ; [37.84158416  4.15841584],0
n1,1,0.015534,5.854832,[ 3 12] ; [9 5],[6.20689655 8.79310345] ; [5.79310345 8.20689655],0
p12,1,0.032768,4.55785,[ 9 50] ; [ 1 41],[ 5.84158416 53.15841584] ; [ 4.15841584 37.84158416],0
r1,1,0.049435,3.860509,[47 12] ; [26 16],[42.64356436 16.35643564] ; [30.35643564 11.64356436],0
p1,1,0.054763,3.689287,[ 3 56] ; [ 7 35],[ 5.84158416 53.15841584] ; [ 4.15841584 37.84158416],0
d5,1,0.081234,3.040031,[44 14] ; [25 17],[40.02 17.98] ; [28.98 13.02],0
a1,1,0.08197,3.0254,[ 7 52] ; [ 1 41],[ 4.67326733 54.32673267] ; [ 3.32673267 38.67326733],0
s5,1,0.1016,2.680251,[21 36] ; [ 8 30],[17.4 39.6] ; [11.6 26.4],0
d1,1,0.102449,2.667002,[35 24] ; [18 24],[30.96039604 28.03960396] ; [22.03960396 19.96039604],0
r2,1,0.106731,2.601976,[55  3] ; [35  6],[52.72727273  5.27272727] ; [37.27272727  3.72727273],0
a7,1,0.109028,2.568258,[44 15] ; [25 17],[40.30693069 18.69306931] ; [28.69306931 13.30693069],0
v4,1,0.109672,2.558936,[56  3] ; [36  6],[53.74257426  5.25742574] ; [38.25742574  3.74257426],0
n6,1,0.113684,2.502249,[49  9] ; [30 12],[45.82 12.18] ; [33.18  8.82],0
n3,1,0.121573,2.396939,[9 6] ; [12  2],[10.86206897  4.13793103] ; [10.13793103  3.86206897],0
b3,1,0.131994,2.268896,[10 27] ; [13 16],[12.89393939 24.10606061] ; [10.10606061 18.89393939],0
b2,1,0.131994,2.268896,[10 27] ; [13 16],[12.89393939 24.10606061] ; [10.10606061 18.89393939],0
b5,1,0.155934,2.013217,[34 25] ; [30 12],[37.38613861 21.61386139] ; [26.61386139 15.38613861],0
a5,1,0.158341,1.990001,[43 16] ; [25 17],[39.72277228 19.27722772] ; [28.27722772 13.72277228],0
d3,1,0.167799,1.902497,[37 21] ; [21 21],[33.64 24.36] ; [24.36 17.64],0
s4,1,0.200313,1.640089,[16 42] ; [ 7 35],[13.34 44.66] ; [ 9.66 32.34],0
p8,1,0.205691,1.601497,[21 38] ; [10 32],[18.10891089 40.89108911] ; [12.89108911 29.10891089],0
s1,1,0.206714,1.594289,[ 2 56] ; [ 4 38],[ 3.48 54.52] ; [ 2.52 39.48],0
r4,1,0.278218,1.175775,[50  9] ; [32 10],[47.9009901 11.0990099] ; [34.0990099  7.9009901],0
p9,1,0.307931,1.039528,[49 10] ; [37  4],[50.74  8.26] ; [35.26  5.74],0
a3,1,0.326974,0.960844,[42 17] ; [26 16],[39.72277228 19.27722772] ; [28.27722772 13.72277228],0
n4,1,0.355943,0.852157,[43 16] ; [27 15],[40.89108911 18.10891089] ; [29.10891089 12.89108911],0
d4,1,0.362371,0.82966,[46 12] ; [30 12],[44.08 13.92] ; [31.92 10.08],0
u3,1,0.392959,0.729766,[11  6] ; [8 8],[9.78787879 7.21212121] ; [9.21212121 6.78787879],0
s2,1,0.395296,0.722588,[31 28] ; [18 23],[28.91 30.09] ; [20.09 20.91],0
a4,1,0.399462,0.709947,[26 33] ; [15 27],[23.95049505 35.04950495] ; [17.04950495 24.95049505],0
a6,1,0.427454,0.629732,[39 19] ; [25 17],[37.12 20.88] ; [26.88 15.12],0
d2,1,0.502515,0.449622,[28 30] ; [17 24],[26.36363636 31.63636364] ; [18.63636364 22.36363636],0
p3,1,0.566476,0.328614,[24 34] ; [15 27],[22.62 35.38] ; [16.38 25.62],0
u2,1,0.597504,0.278776,[8 9] ; [9 7],[8.75757576 8.24242424] ; [8.24242424 7.75757576],0
n5,1,0.61893,0.247374,[43 16] ; [28 13],[41.89 17.11] ; [29.11 11.89],0
v1,1,0.643682,0.213959,[27 32] ; [16 23],[25.8877551 33.1122449] ; [17.1122449 21.8877551],0
p11,1,0.674684,0.176172,[43 16] ; [29 13],[42.05940594 16.94059406] ; [29.94059406 12.05940594],0
b4,1,0.695972,0.152696,[36 23] ; [24 18],[35.04950495 23.95049505] ; [24.95049505 17.04950495],0
b1,1,0.695972,0.152696,[23 36] ; [18 24],[23.95049505 35.04950495] ; [17.04950495 24.95049505],0
s8,1,0.713965,0.134348,[27 31] ; [18 24],[26.1 31.9] ; [18.9 23.1],0
s7,1,0.715159,0.133179,[27 30] ; [17 22],[26.125 30.875] ; [17.875 21.125],0
u1,1,0.717865,0.130548,[10 49] ; [ 6 36],[ 9.34653465 49.65346535] ; [ 6.65346535 35.34653465],0
p5,1,0.764966,0.089381,[ 5 54] ; [ 4 35],[ 5.41836735 53.58163265] ; [ 3.58163265 35.41836735],0
a8,1,0.776845,0.080334,[ 6 47] ; [ 4 38],[ 5.57894737 47.42105263] ; [ 4.42105263 37.57894737],0
a2,1,0.798001,0.065503,[11 48] ; [ 7 35],[10.51485149 48.48514851] ; [ 7.48514851 34.51485149],0
p4,1,0.826003,0.048325,[21 36] ; [16 25],[21.52040816 35.47959184] ; [15.47959184 25.52040816],0
s3,1,0.896385,0.01696,[31 28] ; [21 20],[30.68 28.32] ; [21.32 19.68],0
