Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,32.932743,[82 23] ; [42 65],[61.41509434 43.58490566] ; [62.58490566 44.41509434],1
p7,1,7.7e-05,15.621584,[80 23] ; [54 51],[66.35576923 36.64423077] ; [67.64423077 37.35576923],1
p8,1,0.000171,14.12753,[68 35] ; [42 63],[54.47115385 48.52884615] ; [55.52884615 49.47115385],1
p5,1,0.006318,7.457271,[20 85] ; [  7 100],[13.37264151 91.62735849] ; [13.62735849 93.37264151],0
p6,1,0.008879,6.847005,[41 61] ; [25 82],[32.21052632 69.78947368] ; [33.78947368 73.21052632],0
v2,1,0.016834,5.713644,[64 38] ; [48 56],[55.45631068 46.54368932] ; [56.54368932 47.45631068],0
p9,1,0.020661,5.355182,[93 11] ; [83 24],[86.74881517 17.25118483] ; [89.25118483 17.74881517],0
r4,1,0.029117,4.76069,[99  6] ; [92 16],[94.15492958 10.84507042] ; [96.84507042 11.15492958],0
r2,1,0.029621,4.73113,[98  4] ; [94 13],[93.70334928  8.29665072] ; [98.29665072  8.70334928],0
v3,1,0.045488,4.000439,[43 58] ; [31 75],[36.10628019 64.89371981] ; [37.89371981 68.10628019],0
p10,1,0.048957,3.876817,[87 15] ; [78 27],[81.30434783 20.69565217] ; [83.69565217 21.30434783],0
s7,1,0.061269,3.5027,[43 56] ; [33 74],[36.52427184 62.47572816] ; [39.47572816 67.52427184],0
b5,1,0.065019,3.404494,[56 49] ; [71 37],[62.6056338 42.3943662] ; [64.3943662 43.6056338],0
a4,1,0.094092,2.802929,[45 59] ; [34 72],[39.12380952 64.87619048] ; [39.87619048 66.12380952],0
v1,1,0.121649,2.395961,[60 42] ; [51 55],[54.43269231 47.56730769] ; [56.56730769 49.43269231],0
a3,1,0.142315,2.152752,[72 33] ; [63 44],[66.86320755 38.13679245] ; [68.13679245 38.86320755],0
b1,1,0.14908,2.081638,[42 63] ; [33 75],[36.97183099 68.02816901] ; [38.02816901 69.97183099],0
d1,1,0.150921,2.062918,[57 48] ; [48 60],[51.76056338 53.23943662] ; [53.23943662 54.76056338],0
p2,1,0.180457,1.793854,[90 14] ; [86 22],[86.33962264 17.66037736] ; [89.66037736 18.33962264],0
n6,1,0.181516,1.785168,[90 15] ; [85 23],[86.26760563 18.73239437] ; [88.73239437 19.26760563],0
s5,1,0.2095,1.57488,[32 71] ; [25 82],[27.95714286 75.04285714] ; [29.04285714 77.95714286],0
r3,1,0.254888,1.296312,[101   4] ; [100   8],[99.08450704  5.91549296] ; [101.91549296   6.08450704],0
v4,1,0.284747,1.144293,[100   5] ; [98  9],[98.06603774  6.93396226] ; [99.93396226  7.06603774],0
b3,1,0.289463,1.122115,[25 40] ; [18 43],[22.18253968 42.81746032] ; [20.81746032 40.18253968],0
