Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.030975,4.654353,[ 68 105] ; [5 1],[ 70.55307263 102.44692737] ; [2.44692737 3.55307263],0
p3,1,0.062541,3.46868,[ 53 120] ; [4 2],[ 55.08938547 117.91061453] ; [1.91061453 4.08938547],0
b2,1,0.096826,2.757054,[21 66] ; [2 1],[22.23333333 64.76666667] ; [0.76666667 2.23333333],0
b3,1,0.096826,2.757054,[21 66] ; [2 1],[22.23333333 64.76666667] ; [0.76666667 2.23333333],0
a1,1,0.099636,2.711353,[  6 168] ; [1 5],[  6.76666667 167.23333333] ; [0.23333333 5.76666667],0
r1,1,0.140971,2.167331,[109  64] ; [2 4],[107.27932961  65.72067039] ; [3.72067039 2.27932961],0
p8,1,0.172962,1.857078,[ 67 105] ; [4 2],[ 68.60674157 103.39325843] ; [2.39325843 3.60674157],0
p6,1,0.175848,1.832367,[ 43 127] ; [3 3],[ 44.43181818 125.56818182] ; [1.56818182 4.43181818],0
r2,1,0.203901,1.614212,[148  25] ; [4 2],[146.90502793  26.09497207] ; [5.09497207 0.90502793],0
p1,1,0.226859,1.460446,[  9 165] ; [1 5],[  9.66666667 164.33333333] ; [0.33333333 5.66666667],0
a3,1,0.258201,1.278378,[98 75] ; [2 4],[96.64804469 76.35195531] ; [3.35195531 2.64804469],0
b1,1,0.277908,1.17729,[77 97] ; [4 2],[78.3 95.7] ; [2.7 3.3],0
b5,1,0.301142,1.069131,[109  65] ; [5 1],[110.2  63.8] ; [3.8 2.2],0
d2,1,0.325559,0.966483,[ 63 111] ; [1 5],[ 61.86666667 112.13333333] ; [2.13333333 3.86666667],0
d5,1,0.348821,0.87774,[118  55] ; [3 3],[116.94413408  56.05586592] ; [4.05586592 1.94413408],0
u1,1,0.363359,0.826252,[ 12 162] ; [1 5],[ 12.56666667 161.43333333] ; [0.43333333 5.56666667],0
v1,1,0.427579,0.629391,[ 59 113] ; [3 3],[ 59.91011236 112.08988764] ; [2.08988764 3.91011236],0
v2,1,0.434999,0.609438,[ 58 110] ; [3 3],[ 58.89655172 109.10344828] ; [2.10344828 3.89655172],0
s6,1,0.438449,0.600338,[87 85] ; [4 2],[87.93258427 84.06741573] ; [3.06741573 2.93258427],0
p7,1,0.464928,0.534005,[86 81] ; [4 2],[86.87861272 80.12138728] ; [3.12138728 2.87861272],0
n5,1,0.465805,0.53191,[ 61 111] ; [3 3],[ 61.84269663 110.15730337] ; [2.15730337 3.84269663],0
u3,1,0.48514,0.487288,[43 32] ; [3 1],[43.67088608 31.32911392] ; [2.32911392 1.67088608],0
p2,1,0.518911,0.416057,[124  50] ; [5 1],[124.7  49.3] ; [4.3 1.7],0
b4,1,0.523072,0.407831,[93 81] ; [4 2],[93.76666667 80.23333333] ; [3.23333333 2.76666667],0
d3,1,0.586083,0.296502,[105  67] ; [3 3],[104.35955056  67.64044944] ; [3.64044944 2.35955056],0
s3,1,0.587842,0.293727,[77 96] ; [2 4],[76.35195531 96.64804469] ; [2.64804469 3.35195531],0
d1,1,0.653888,0.201033,[ 74 100] ; [2 4],[ 73.46666667 100.53333333] ; [2.53333333 3.46666667],0
s2,1,0.661294,0.191955,[ 71 102] ; [3 3],[ 71.51955307 101.48044693] ; [2.48044693 3.51955307],0
r3,1,0.663942,0.18877,[154  19] ; [5 1],[153.67039106  19.32960894] ; [5.32960894 0.67039106],0
a6,1,0.693715,0.155093,[102  72] ; [4 2],[102.46666667  71.53333333] ; [3.53333333 2.46666667],0
r4,1,0.707224,0.141066,[128  46] ; [4 2],[127.6  46.4] ; [4.4 1.6],0
s5,1,0.715699,0.132651,[ 45 124] ; [2 4],[ 45.38857143 123.61142857] ; [1.61142857 4.38857143],0
s8,1,0.739138,0.110886,[ 47 126] ; [2 4],[ 47.3575419 125.6424581] ; [1.6424581 4.3575419],0
d4,1,0.739138,0.110886,[126  47] ; [4 2],[125.6424581  47.3575419] ; [4.3575419 1.6424581],0
s7,1,0.743939,0.106695,[ 45 120] ; [2 4],[ 45.35087719 119.64912281] ; [1.64912281 4.35087719],0
n6,1,0.819349,0.052159,[108  66] ; [4 2],[108.26666667  65.73333333] ; [3.73333333 2.26666667],0
a5,1,0.889748,0.019216,[92 82] ; [3 3],[91.83333333 82.16666667] ; [3.16666667 2.83333333],0
a7,1,0.945579,0.004659,[113  60] ; [4 2],[113.07821229  59.92178771] ; [3.92178771 2.07821229],0
