Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,28.714568,[48 11] ; [11 29],[35.16161616 23.83838384] ; [23.83838384 16.16161616],1
r3,1,0.000446,12.329403,[49 10] ; [20 20],[41.12121212 17.87878788] ; [27.87878788 12.12121212],1
v4,1,0.001355,10.26653,[50  8] ; [23 17],[43.20408163 14.79591837] ; [29.79591837 10.20408163],0
r2,1,0.009943,6.645133,[53  6] ; [27 12],[48.16326531 10.83673469] ; [31.83673469  7.16326531],0
a5,1,0.039888,4.222653,[36 23] ; [16 24],[30.98989899 28.01010101] ; [21.01010101 18.98989899],0
p1,1,0.040096,4.213812,[ 2 56] ; [ 6 34],[ 4.73469388 53.26530612] ; [ 3.26530612 36.73469388],0
a1,1,0.044266,4.046396,[ 3 56] ; [ 7 33],[ 5.95959596 53.04040404] ; [ 4.04040404 35.95959596],0
d3,1,0.049539,3.856997,[37 21] ; [17 22],[32.28865979 25.71134021] ; [21.71134021 17.28865979],0
a3,1,0.065382,3.395314,[37 21] ; [18 22],[32.55102041 25.44897959] ; [22.44897959 17.55102041],0
u3,1,0.065808,3.384615,[16  6] ; [10 12],[13.  9.] ; [13.  9.],0
p11,1,0.071748,3.242577,[33 26] ; [15 25],[28.60606061 30.39393939] ; [19.39393939 20.60606061],0
n5,1,0.075549,3.158144,[20 38] ; [21 19],[24.26530612 33.73469388] ; [16.73469388 23.26530612],0
s3,1,0.089102,2.89053,[34 24] ; [16 23],[29.89690722 28.10309278] ; [20.10309278 18.89690722],0
d4,1,0.09402,2.804165,[44 14] ; [24 16],[40.24489796 17.75510204] ; [27.75510204 12.24489796],0
p2,1,0.100513,2.697378,[40 19] ; [20 19],[36.12244898 22.87755102] ; [23.87755102 15.12244898],0
d5,1,0.124507,2.359691,[38 20] ; [20 20],[34.32653061 23.67346939] ; [23.67346939 16.32653061],0
n4,1,0.139454,2.183978,[34 25] ; [17 23],[30.39393939 28.60606061] ; [20.60606061 19.39393939],0
s6,1,0.157846,1.994738,[26 33] ; [12 28],[22.64646465 36.35353535] ; [15.35353535 24.64646465],0
a7,1,0.174108,1.847215,[39 20] ; [21 19],[35.75757576 23.24242424] ; [24.24242424 15.75757576],0
d1,1,0.17835,1.811323,[24 35] ; [11 29],[20.85858586 38.14141414] ; [14.14141414 25.85858586],0
b4,1,0.184131,1.763962,[36 23] ; [19 21],[32.77777778 26.22222222] ; [22.22222222 17.77777778],0
s8,1,0.197415,1.661396,[17 42] ; [ 7 33],[14.3030303 44.6969697] ; [ 9.6969697 30.3030303],0
u2,1,0.220015,1.504274,[15  7] ; [11 11],[13.  9.] ; [13.  9.],0
u1,1,0.221503,1.494608,[ 5 54] ; [ 1 39],[ 3.57575758 55.42424242] ; [ 2.42424242 37.57575758],0
s1,1,0.23367,1.418382,[ 7 51] ; [ 2 38],[ 5.32653061 52.67346939] ; [ 3.67346939 36.32653061],0
n1,1,0.234005,1.416352,[ 7 16] ; [7 7],[ 8.7027027 14.2972973] ; [5.2972973 8.7027027],0
b5,1,0.236132,1.403537,[38 21] ; [21 19],[35.16161616 23.83838384] ; [23.83838384 16.16161616],0
p8,1,0.250654,1.319657,[20 39] ; [ 9 30],[17.45918367 41.54081633] ; [11.54081633 27.45918367],0
a2,1,0.310177,1.029921,[12 47] ; [ 5 35],[10.13131313 48.86868687] ; [ 6.86868687 33.13131313],0
a6,1,0.325522,0.966631,[39 19] ; [23 17],[36.69387755 21.30612245] ; [25.30612245 14.69387755],0
p5,1,0.334175,0.93265,[ 1 58] ; [ 2 37],[ 1.80612245 57.19387755] ; [ 1.19387755 37.80612245],0
s5,1,0.426269,0.632967,[12 44] ; [ 6 34],[10.5 45.5] ; [ 7.5 32.5],0
b2,1,0.428563,0.626714,[ 9 28] ; [ 9 18],[10.40625 26.59375] ; [ 7.59375 19.40625],0
b3,1,0.428563,0.626714,[ 9 28] ; [ 9 18],[10.40625 26.59375] ; [ 7.59375 19.40625],0
a4,1,0.461292,0.542757,[25 34] ; [14 26],[23.24242424 35.75757576] ; [15.75757576 24.24242424],0
b1,1,0.4637,0.536949,[31 28] ; [24 16],[32.77777778 26.22222222] ; [22.22222222 17.77777778],0
s2,1,0.465038,0.533742,[20 38] ; [11 29],[18.34693878 39.65306122] ; [12.65306122 27.34693878],0
d2,1,0.484057,0.489709,[22 36] ; [18 22],[23.67346939 34.32653061] ; [16.32653061 23.67346939],0
s4,1,0.49133,0.473611,[10 49] ; [ 9 31],[11.32323232 47.67676768] ; [ 7.67676768 32.32323232],0
p7,1,0.504591,0.445266,[26 30] ; [15 23],[24.42553191 31.57446809] ; [16.57446809 21.42553191],0
v1,1,0.515633,0.42262,[20 38] ; [11 28],[18.53608247 39.46391753] ; [12.46391753 26.53608247],0
n2,1,0.517471,0.418931,[14  9] ; [7 7],[13.05405405  9.94594595] ; [7.94594595 6.05405405],0
p10,1,0.567822,0.32634,[30 29] ; [18 22],[28.60606061 30.39393939] ; [19.39393939 20.60606061],0
a8,1,0.704588,0.143743,[ 7 49] ; [ 4 36],[ 6.41666667 49.58333333] ; [ 4.58333333 35.41666667],0
p3,1,0.746881,0.10417,[18 41] ; [11 29],[17.28282828 41.71717172] ; [11.71717172 28.28282828],0
v3,1,0.777282,0.080011,[ 7 47] ; [ 6 34],[ 7.46808511 46.53191489] ; [ 5.53191489 34.46808511],0
s7,1,0.832077,0.04496,[13 39] ; [ 9 30],[12.57142857 39.42857143] ; [ 9.42857143 29.57142857],0
p6,1,0.850664,0.035446,[11 47] ; [ 8 31],[11.36082474 46.63917526] ; [ 7.63917526 31.36082474],0
