Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.006996,7.274082,[12 25] ; [184 146],[19.76021798 17.23978202] ; [176.23978202 153.76021798],0
a4,1,0.021429,5.291601,[ 8 29] ; [140 201],[14.48677249 22.51322751] ; [133.51322751 207.48677249],0
r3,1,0.035337,4.428815,[32  5] ; [324  17],[34.84656085  2.15343915] ; [321.15343915  19.84656085],0
a6,1,0.035543,4.418888,[20 17] ; [243 100],[25.60789474 11.39210526] ; [237.39210526 105.60789474],0
p9,1,0.06889,3.309276,[27 10] ; [287  52],[30.89893617  6.10106383] ; [283.10106383  55.89893617],0
s6,1,0.075588,3.157307,[22 14] ; [154 184],[16.94117647 19.05882353] ; [159.05882353 178.94117647],0
a8,1,0.077553,3.115451,[ 1 35] ; [ 39 266],[ 4.2228739 31.7771261] ; [ 35.7771261 269.2228739],0
n4,1,0.093885,2.806466,[23 14] ; [257  86],[27.26315789  9.73684211] ; [252.73684211  90.26315789],0
a7,1,0.104201,2.640046,[22 15] ; [247  95],[26.26121372 10.73878628] ; [242.73878628  99.26121372],0
r2,1,0.110638,2.545089,[31  6] ; [310  28],[33.64533333  3.35466667] ; [307.35466667  30.64533333],0
d3,1,0.114115,2.496293,[29  8] ; [224 118],[24.69920844 12.30079156] ; [228.30079156 113.69920844],0
d2,1,0.136912,2.212325,[11 26] ; [145 197],[15.22955145 21.77044855] ; [140.77044855 201.22955145],0
v3,1,0.139565,2.182744,[ 8 28] ; [115 219],[11.96756757 24.03243243] ; [111.03243243 222.96756757],0
p11,1,0.140748,2.169757,[27 10] ; [284  59],[30.28157895  6.71842105] ; [280.71842105  62.28157895],0
b3,1,0.149608,2.076244,[ 5 18] ; [ 72 123],[ 8.12385321 14.87614679] ; [ 68.87614679 126.12385321],0
b2,1,0.149608,2.076244,[ 5 18] ; [ 72 123],[ 8.12385321 14.87614679] ; [ 68.87614679 126.12385321],0
s5,1,0.175277,1.837223,[10 26] ; [ 62 275],[ 6.94906166 29.05093834] ; [ 65.05093834 271.94906166],0
p7,1,0.196404,1.668912,[28  9] ; [220 118],[24.46933333 12.53066667] ; [223.53066667 114.46933333],0
p3,1,0.215739,1.532493,[21 16] ; [158 185],[17.42894737 19.57105263] ; [161.57105263 181.42894737],0
n2,1,0.225549,1.46871,[7 1] ; [56 28],[5.47826087 2.52173913] ; [57.52173913 26.47826087],0
b5,1,0.243625,1.359495,[19 18] ; [210 133],[22.29736842 14.70263158] ; [206.70263158 136.29736842],0
r4,1,0.249798,1.324435,[30  7] ; [301  42],[32.22894737  4.77105263] ; [298.77105263  44.22894737],0
a2,1,0.25183,1.313124,[ 4 33] ; [ 63 280],[ 6.52368421 30.47631579] ; [ 60.47631579 282.52368421],0
d1,1,0.252648,1.308603,[15 22] ; [173 170],[18.30526316 18.69473684] ; [169.69473684 173.30526316],0
s3,1,0.271517,1.209067,[12 25] ; [ 82 257],[ 9.25 27.75] ; [ 84.75 254.25],0
p4,1,0.277952,1.177075,[24 13] ; [190 152],[20.89182058 16.10817942] ; [193.10817942 148.89182058],0
r1,1,0.286402,1.13646,[26 11] ; [266  75],[28.58201058  8.41798942] ; [263.41798942  77.58201058],0
u3,1,0.342155,0.902339,[5 9] ; [57 59],[6.67692308 7.32307692] ; [55.32307692 60.67692308],0
p5,1,0.347212,0.883621,[ 2 35] ; [ 35 307],[ 3.6121372 33.3878628] ; [ 33.3878628 308.6121372],0
d5,1,0.348117,0.880309,[27 10] ; [273  70],[29.21052632  7.78947368] ; [270.78947368  72.21052632],0
n5,1,0.358517,0.84308,[28  9] ; [233 108],[25.54761905 11.45238095] ; [235.45238095 105.54761905],0
n3,1,0.392832,0.730159,[7 1] ; [62 22],[6. 2.] ; [63. 21.],0
v4,1,0.394001,0.726557,[33  3] ; [324  17],[34.09018568  1.90981432] ; [322.90981432  18.09018568],0
n6,1,0.405929,0.690692,[28  9] ; [279  64],[29.89210526  7.10789474] ; [277.10789474  65.89210526],0
u1,1,0.40738,0.686435,[ 3 34] ; [ 44 299],[ 4.57631579 32.42368421] ; [ 42.42368421 300.57631579],0
p6,1,0.421553,0.645982,[14 23] ; [105 230],[11.83602151 25.16397849] ; [107.16397849 227.83602151],0
v1,1,0.436566,0.605291,[17 20] ; [177 159],[19.24396783 17.75603217] ; [174.75603217 161.24396783],0
u2,1,0.453571,0.561712,[6 8] ; [62 54],[7.32307692 6.67692308] ; [60.67692308 55.32307692],0
b1,1,0.479295,0.500467,[11 26] ; [122 221],[12.95 24.05] ; [120.05 222.95],0
p1,1,0.49228,0.471538,[ 4 33] ; [ 26 316],[ 2.92875989 34.07124011] ; [ 27.07124011 314.92875989],0
a5,1,0.598013,0.278003,[24 13] ; [237 106],[25.41315789 11.58684211] ; [235.58684211 107.41315789],0
a3,1,0.616206,0.251236,[23 14] ; [226 115],[24.37301587 12.62698413] ; [224.62698413 116.37301587],0
s8,1,0.630552,0.231314,[ 8 29] ; [ 86 255],[ 9.2010582 27.7989418] ; [ 84.7989418 256.2010582],0
d4,1,0.658243,0.195665,[27 10] ; [260  81],[28.09259259  8.90740741] ; [258.90740741  82.09259259],0
n1,1,0.665814,0.186538,[3 5] ; [25 58],[2.46153846 5.53846154] ; [25.53846154 57.46153846],0
p8,1,0.721276,0.127273,[21 15] ; [185 150],[19.98921833 16.01078167] ; [186.01078167 148.98921833],0
s7,1,0.725903,0.122907,[11 26] ; [ 87 235],[10.10027855 26.89972145] ; [ 87.89972145 234.10027855],0
p10,1,0.937053,0.006237,[29  8] ; [263  75],[28.81066667  8.18933333] ; [263.18933333  74.81066667],0
b4,1,0.946862,0.004442,[22 15] ; [202 141],[21.81052632 15.18947368] ; [202.18947368 140.81052632],0
