Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.01739,5.656566,[7 7] ; [13 53],[ 3.5 10.5] ; [16.5 49.5],0
s3,1,0.039049,4.25875,[12  3] ; [34 33],[8.41463415 6.58536585] ; [37.58536585 29.41463415],0
p3,1,0.049833,3.847085,[12  4] ; [32 35],[8.48192771 7.51807229] ; [35.51807229 31.48192771],0
s2,1,0.063585,3.441322,[10  5] ; [27 40],[6.76829268 8.23170732] ; [30.23170732 36.76829268],0
s6,1,0.10697,2.598425,[13  3] ; [40 27],[10.21686747  5.78313253] ; [42.78313253 24.21686747],0
d3,1,0.145194,2.122035,[9 7] ; [50 17],[11.37349398  4.62650602] ; [47.62650602 19.37349398],0
s7,1,0.145874,2.114873,[9 6] ; [26 40],[6.48148148 8.51851852] ; [28.51851852 37.48148148],0
p8,1,0.213901,1.544822,[ 5 11] ; [32 34],[7.2195122 8.7804878] ; [29.7804878 36.2195122],0
b4,1,0.215047,1.537121,[12  4] ; [39 28],[9.8313253 6.1686747] ; [41.1686747 25.8313253],0
n4,1,0.244299,1.355616,[8 8] ; [44 23],[10.02409639  5.97590361] ; [41.97590361 25.02409639],0
d5,1,0.270823,1.212573,[14  2] ; [50 17],[12.3373494  3.6626506] ; [51.6626506 15.3373494],0
n5,1,0.27611,1.186137,[11  5] ; [36 31],[9.06024096 6.93975904] ; [37.93975904 29.06024096],0
r1,1,0.286318,1.136852,[9 7] ; [47 20],[10.79518072  5.20481928] ; [45.20481928 21.79518072],0
v2,1,0.288569,1.126288,[ 6 10] ; [34 31],[7.90123457 8.09876543] ; [32.09876543 32.90123457],0
r2,1,0.396242,0.719702,[14  1] ; [57 10],[12.98780488  2.01219512] ; [58.01219512  8.98780488],0
d1,1,0.408687,0.682616,[7 9] ; [37 30],[8.48192771 7.51807229] ; [35.51807229 31.48192771],0
b5,1,0.410689,0.676805,[9 7] ; [45 22],[10.40963855  5.59036145] ; [43.59036145 23.40963855],0
a5,1,0.410689,0.676805,[9 7] ; [45 22],[10.40963855  5.59036145] ; [43.59036145 23.40963855],0
v4,1,0.42778,0.628843,[15  1] ; [58  9],[14.07228916  1.92771084] ; [58.92771084  8.07228916],0
p2,1,0.434007,0.612076,[13  3] ; [48 19],[11.75903614  4.24096386] ; [49.24096386 17.75903614],0
s8,1,0.480936,0.49674,[7 9] ; [23 44],[ 5.78313253 10.21686747] ; [24.21686747 42.78313253],0
d4,1,0.502287,0.450102,[13  3] ; [49 18],[11.95180723  4.04819277] ; [50.04819277 16.95180723],0
p9,1,0.504058,0.446382,[ 5 11] ; [27 40],[6.1686747 9.8313253] ; [25.8313253 41.1686747],0
v1,1,0.504058,0.446382,[ 5 11] ; [27 40],[6.1686747 9.8313253] ; [25.8313253 41.1686747],0
d2,1,0.541735,0.372334,[7 9] ; [35 32],[8.09638554 7.90361446] ; [33.90361446 33.09638554],0
