Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.007003,7.272191,[20  6] ; [ 8 13],[15.4893617 10.5106383] ; [12.5106383  8.4893617],0
a4,1,0.578531,0.308615,[12 14] ; [ 8 13],[11.06382979 14.93617021] ; [ 8.93617021 12.06382979],0
p7,1,0.640656,0.217885,[13 12] ; [ 9 11],[12.22222222 12.77777778] ; [ 9.77777778 10.22222222],0
a2,1,0.65381,0.201131,[ 5 21] ; [ 3 18],[ 4.42553191 21.57446809] ; [ 3.57446809 17.42553191],0
b4,1,0.671141,0.18027,[14 12] ; [10 11],[13.27659574 12.72340426] ; [10.72340426 10.27659574],0
v4,1,0.671373,0.18,[16  9] ; [14  6],[16.66666667  8.33333333] ; [13.33333333  6.66666667],0
n3,1,0.672754,0.178397,[7 3] ; [8 5],[6.52173913 3.47826087] ; [8.47826087 4.52173913],0
p12,1,0.713906,0.134407,[ 2 24] ; [ 1 19],[ 1.69565217 24.30434783] ; [ 1.30434783 18.69565217],0
p8,1,0.740625,0.109578,[ 9 17] ; [ 6 14],[ 8.47826087 17.52173913] ; [ 6.52173913 13.47826087],0
n1,1,0.767896,0.087101,[4 6] ; [6 7],[4.34782609 5.65217391] ; [5.65217391 7.34782609],0
s4,1,0.823763,0.049599,[ 3 23] ; [ 2 19],[ 2.76595745 23.23404255] ; [ 2.23404255 18.76595745],0
v3,1,0.851283,0.03515,[ 8 18] ; [ 7 14],[ 8.29787234 17.70212766] ; [ 6.70212766 14.29787234],0
a3,1,0.869889,0.02683,[18  8] ; [15  6],[18.25531915  7.74468085] ; [14.74468085  6.25531915],0
a7,1,0.871038,0.026354,[13 13] ; [10 11],[12.72340426 13.27659574] ; [10.27659574 10.72340426],0
b2,1,0.900552,0.015616,[ 4 10] ; [4 9],[4.14814815 9.85185185] ; [3.85185185 9.14814815],0
b3,1,0.900552,0.015616,[ 4 10] ; [4 9],[4.14814815 9.85185185] ; [3.85185185 9.14814815],0
r2,1,0.910853,0.012536,[14 10] ; [12  8],[14.18181818  9.81818182] ; [11.81818182  8.18181818],0
s5,1,0.935359,0.006578,[ 5 20] ; [ 4 17],[ 4.89130435 20.10869565] ; [ 4.10869565 16.89130435],0
s7,1,0.988097,0.000223,[ 8 15] ; [ 7 13],[ 8.02325581 14.97674419] ; [ 6.97674419 13.02325581],0
