Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.007003,7.272191,[20  6] ; [ 8 13],[15.4893617 10.5106383] ; [12.5106383  8.4893617],0
p3,1,0.019522,5.454179,[14 11] ; [ 4 15],[10.22727273 14.77272727] ; [ 7.77272727 11.22727273],0
r3,1,0.021778,5.263401,[19  6] ; [ 9 12],[15.2173913  9.7826087] ; [12.7826087  8.2173913],0
p6,1,0.053247,3.73614,[ 9 16] ; [ 2 17],[ 6.25 18.75] ; [ 4.75 14.25],0
n5,1,0.069049,3.305495,[18  8] ; [ 9 12],[14.93617021 11.06382979] ; [12.06382979  8.93617021],0
n4,1,0.069049,3.305495,[18  8] ; [ 9 12],[14.93617021 11.06382979] ; [12.06382979  8.93617021],0
a5,1,0.069049,3.305495,[18  8] ; [ 9 12],[14.93617021 11.06382979] ; [12.06382979  8.93617021],0
p2,1,0.071852,3.240207,[20  5] ; [11  9],[17.22222222  7.77777778] ; [13.77777778  6.22222222],0
d3,1,0.074265,3.186136,[19  7] ; [10 11],[16.04255319  9.95744681] ; [12.95744681  8.04255319],0
v2,1,0.08663,2.935912,[17  8] ; [ 9 12],[14.13043478 10.86956522] ; [11.86956522  9.13043478],0
b1,1,0.088993,2.892487,[15 11] ; [17  4],[17.70212766  8.29787234] ; [14.29787234  6.70212766],0
p4,1,0.105808,2.61574,[14 12] ; [ 6 14],[11.30434783 14.69565217] ; [ 8.69565217 11.30434783],0
s6,1,0.201934,1.628332,[16 10] ; [ 9 12],[13.82978723 12.17021277] ; [11.17021277  9.82978723],0
a6,1,0.201934,1.628332,[16 10] ; [ 9 12],[13.82978723 12.17021277] ; [11.17021277  9.82978723],0
a1,1,0.202254,1.626022,[ 1 25] ; [ 3 18],[ 2.21276596 23.78723404] ; [ 1.78723404 19.21276596],0
n2,1,0.231263,1.433077,[9 1] ; [9 4],[7.82608696 2.17391304] ; [10.17391304  2.82608696],0
s8,1,0.235541,1.407087,[ 9 17] ; [ 4 17],[ 7.19148936 18.80851064] ; [ 5.80851064 15.19148936],0
d5,1,0.263013,1.252827,[20  6] ; [13  8],[18.25531915  7.74468085] ; [14.74468085  6.25531915],0
d4,1,0.27031,1.215171,[21  5] ; [14  7],[19.36170213  6.63829787] ; [15.63829787  5.36170213],0
u3,1,0.280087,1.166667,[3 5] ; [4 2],[4. 4.] ; [3. 3.],0
b5,1,0.339949,0.910625,[16 10] ; [10 11],[14.38297872 11.61702128] ; [11.61702128  9.38297872],0
u2,1,0.390636,0.736961,[3 4] ; [4 2],[3.76923077 3.23076923] ; [3.23076923 2.76923077],0
s2,1,0.41757,0.657143,[10 15] ; [ 6 15],[ 8.69565217 16.30434783] ; [ 7.30434783 13.69565217],0
r1,1,0.420619,0.648586,[ 9 17] ; [ 5 16],[ 7.74468085 18.25531915] ; [ 6.25531915 14.74468085],0
p10,1,0.42872,0.626289,[16  8] ; [11  9],[14.72727273  9.27272727] ; [12.27272727  7.72727273],0
s1,1,0.466086,0.53124,[ 2 24] ; [ 3 18],[ 2.76595745 23.23404255] ; [ 2.23404255 18.76595745],0
p9,1,0.483758,0.490381,[19  6] ; [14  7],[17.93478261  7.06521739] ; [15.06521739  5.93478261],0
s3,1,0.492939,0.470106,[ 9 15] ; [10 11],[10.13333333 13.86666667] ; [ 8.86666667 12.13333333],0
p5,1,0.515925,0.422032,[ 4 21] ; [ 2 19],[ 3.26086957 21.73913043] ; [ 2.73913043 18.26086957],0
d2,1,0.563352,0.333933,[ 9 17] ; [ 9 12],[ 9.95744681 16.04255319] ; [ 8.04255319 12.95744681],0
d1,1,0.578531,0.308615,[12 14] ; [ 8 13],[11.06382979 14.93617021] ; [ 8.93617021 12.06382979],0
