Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,45.663903,[167  51] ; [40 65],[139.70897833  78.29102167] ; [67.29102167 37.70897833],1
a6,1,0.0,44.342482,[174  44] ; [45 60],[147.80804954  70.19195046] ; [71.19195046 33.80804954],1
d4,1,1.1e-05,19.318538,[186  32] ; [67 38],[170.75541796  47.24458204] ; [82.24458204 22.75541796],1
a2,1,1.2e-05,19.170512,[ 67 152] ; [ 9 96],[ 51.37037037 167.62962963] ; [24.62962963 80.37037037],1
r4,1,1.7e-05,18.488924,[196  23] ; [74 31],[182.5  36.5] ; [87.5 17.5],1
r3,1,0.000116,14.859075,[202  14] ; [83 22],[191.77570093  24.22429907] ; [93.22429907 11.77570093],1
d5,1,0.000211,13.733923,[183  35] ; [69 36],[170.08049536  47.91950464] ; [81.91950464 23.08049536],1
r1,1,0.00032,12.952204,[178  41] ; [66 39],[164.92592593  54.07407407] ; [79.07407407 25.92592593],1
r2,1,0.000722,11.430904,[202  12] ; [85 18],[193.74763407  20.25236593] ; [93.25236593  9.74763407],1
u1,1,0.001093,10.663612,[ 46 173] ; [ 7 98],[ 35.82407407 183.17592593] ; [17.17592593 87.82407407],0
v2,1,0.001705,9.842617,[ 99 113] ; [28 72],[ 86.29487179 125.70512821] ; [40.70512821 59.29487179],0
v4,1,0.002206,9.369885,[202  15] ; [86 19],[194.08695652  22.91304348] ; [93.91304348 11.08695652],0
b5,1,0.003154,8.716138,[128  91] ; [43 62],[115.58333333 103.41666667] ; [55.41666667 49.58333333],0
u3,1,0.003921,8.319886,[32 25] ; [11 30],[25.01020408 31.98979592] ; [17.98979592 23.01020408],0
d1,1,0.008585,6.907117,[132  87] ; [47 58],[120.99074074  98.00925926] ; [58.00925926 46.99074074],0
s2,1,0.009121,6.798996,[107 111] ; [35 69],[ 96.13664596 121.86335404] ; [45.86335404 58.13664596],0
a5,1,0.011395,6.402644,[169  50] ; [67 38],[159.51851852  59.48148148] ; [76.48148148 28.51851852],0
a3,1,0.018161,5.580525,[161  57] ; [64 41],[151.85758514  66.14241486] ; [73.14241486 31.85758514],0
