Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,79.501927,[115  30] ; [ 84 171],[72.1375 72.8625] ; [126.8625 128.1375],1
p8,1,0.0,34.65,[92 52] ; [ 84 168],[64. 80.] ; [112. 140.],1
p7,1,0.0,28.397406,[103  40] ; [110 139],[77.70153061 65.29846939] ; [135.29846939 113.70153061],1
p6,1,8e-06,20.039891,[57 86] ; [ 48 203],[ 38.10913706 104.89086294] ; [ 66.89086294 184.10913706],1
s8,1,0.000111,14.945885,[58 87] ; [ 56 200],[ 41.22194514 103.77805486] ; [ 72.77805486 183.22194514],1
r4,1,0.001284,10.365842,[126  19] ; [187  69],[113.17955112  31.82044888] ; [199.82044888  56.17955112],0
d5,1,0.002065,9.491103,[119  26] ; [173  82],[105.85  39.15] ; [186.15  68.85],0
n6,1,0.002743,8.971229,[121  23] ; [180  75],[108.63157895  35.36842105] ; [192.36842105  62.63157895],0
a5,1,0.004549,8.050638,[105  40] ; [149 107],[91.84538653 53.15461347] ; [162.15461347  93.84538653],0
p9,1,0.004647,8.011789,[119  26] ; [172  77],[107.09390863  37.90609137] ; [183.90609137  65.09390863],0
s6,1,0.009315,6.761325,[85 60] ; [115 140],[72.5 72.5] ; [127.5 127.5],0
r2,1,0.010746,6.506859,[133  10] ; [212  40],[124.89873418  18.10126582] ; [220.10126582  31.89873418],0
p10,1,0.012481,6.241173,[110  34] ; [162  90],[98.90909091 45.09090909] ; [173.09090909  78.90909091],0
p2,1,0.018374,5.5601,[120  24] ; [186  69],[110.43609023  33.56390977] ; [195.56390977  59.43609023],0
n4,1,0.021849,5.257764,[109  36] ; [164  92],[98.71571072 46.28428928] ; [174.28428928  81.71571072],0
v1,1,0.022465,5.209414,[63 78] ; [ 83 168],[52.51530612 88.48469388] ; [ 93.48469388 157.51530612],0
p5,1,0.022925,5.174182,[ 12 132] ; [  8 246],[  7.2361809 136.7638191] ; [ 12.7638191 241.2361809],0
d2,1,0.027638,4.850502,[68 77] ; [ 91 164],[57.6375 87.3625] ; [101.3625 153.6375],0
a7,1,0.031392,4.63137,[112  33] ; [171  84],[102.5875  42.4125] ; [180.4125  74.5875],0
p1,1,0.035576,4.417302,[ 13 131] ; [ 10 245],[  8.30075188 135.69924812] ; [ 14.69924812 240.30075188],0
s7,1,0.036061,4.394237,[54 85] ; [ 70 176],[44.76883117 94.23116883] ; [ 79.23116883 166.76883117],0
v2,1,0.040062,4.215241,[62 80] ; [ 81 163],[52.60621762 89.39378238] ; [ 90.39378238 153.60621762],0
v4,1,0.048122,3.905716,[134  11] ; [217  36],[127.87688442  17.12311558] ; [223.12311558  29.87688442],0
d1,1,0.057655,3.603584,[76 69] ; [109 147],[66.89526185 78.10473815] ; [118.10473815 137.89526185],0
p11,1,0.058721,3.573136,[113  32] ; [177  79],[104.86284289  40.13715711] ; [185.13715711  70.86284289],0
r3,1,0.062443,3.471277,[134  11] ; [219  35],[128.28320802  16.71679198] ; [224.71679198  29.28320802],0
u1,1,0.082911,3.006895,[ 24 121] ; [ 27 229],[ 18.44139651 126.55860349] ; [ 32.55860349 223.44139651],0
a4,1,0.096779,2.757837,[62 83] ; [ 87 166],[54.2839196 90.7160804] ; [ 94.7160804 158.2839196],0
n3,1,0.110917,2.541113,[23  6] ; [57 33],[19.49579832  9.50420168] ; [60.50420168 29.49579832],0
a3,1,0.120816,2.406717,[97 48] ; [150 104],[89.76190476 55.23809524] ; [157.23809524  96.76190476],0
r1,1,0.130434,2.287335,[107  37] ; [171  84],[100.33082707  43.66917293] ; [177.66917293  77.33082707],0
n5,1,0.130547,2.28599,[104  39] ; [166  88],[97.25440806 45.74559194] ; [172.74559194  81.25440806],0
a2,1,0.146951,2.103617,[ 31 114] ; [ 40 216],[ 25.67331671 119.32668329] ; [ 45.32668329 210.67331671],0
b1,1,0.169716,1.885449,[68 77] ; [102 154],[61.4713217 83.5286783] ; [108.5286783 147.4713217],0
s3,1,0.184256,1.76296,[70 74] ; [106 148],[63.67839196 80.32160804] ; [112.32160804 141.67839196],0
p12,1,0.198643,1.652324,[  6 138] ; [  5 249],[  3.9798995 140.0201005] ; [  7.0201005 246.9798995],0
a8,1,0.202639,1.623251,[ 11 120] ; [ 31 212],[ 14.71122995 116.28877005] ; [ 27.28877005 215.71122995],0
n2,1,0.216712,1.526013,[16 13] ; [61 29],[18.76470588 10.23529412] ; [58.23529412 31.76470588],0
s2,1,0.277176,1.180883,[54 91] ; [ 81 173],[49.06015038 95.93984962] ; [ 85.93984962 168.06015038],0
s4,1,0.281129,1.161626,[ 24 121] ; [ 32 221],[ 20.40201005 124.59798995] ; [ 35.59798995 217.40201005],0
d4,1,0.291824,1.111186,[110  35] ; [181  74],[105.4875  39.5125] ; [185.5125  69.4875],0
