Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6e-06,20.52726,[24 40] ; [22  2],[33.45454545 30.54545455] ; [12.54545455 11.45454545],1
s3,1,0.145114,2.122878,[21 44] ; [ 4 20],[18.25842697 46.74157303] ; [ 6.74157303 17.25842697],0
a6,1,0.152661,2.045455,[30 36] ; [15  9],[33. 33.] ; [12. 12.],0
a3,1,0.200725,1.637089,[28 37] ; [14 10],[30.6741573 34.3258427] ; [11.3258427 12.6741573],0
a8,1,0.213776,1.54567,[ 3 56] ; [ 3 20],[ 4.31707317 54.68292683] ; [ 1.68292683 21.31707317],0
r3,1,0.21568,1.532887,[45 19] ; [20  4],[47.27272727 16.72727273] ; [17.72727273  6.27272727],0
n6,1,0.236839,1.399311,[40 25] ; [18  6],[42.35955056 22.64044944] ; [15.64044944  8.35955056],0
p11,1,0.253912,1.301653,[38 28] ; [17  7],[40.33333333 25.66666667] ; [14.66666667  9.33333333],0
b4,1,0.263011,1.252841,[27 39] ; [13 11],[29.33333333 36.66666667] ; [10.66666667 13.33333333],0
u2,1,0.278484,1.174473,[12 26] ; [5 5],[13.45833333 24.54166667] ; [3.54166667 6.45833333],0
r1,1,0.287851,1.129644,[27 38] ; [13 11],[29.21348315 35.78651685] ; [10.78651685 13.21348315],0
d3,1,0.31215,1.021559,[14 52] ; [ 7 15],[15.75 50.25] ; [ 5.25 16.75],0
a2,1,0.313125,1.017446,[ 4 62] ; [ 3 21],[ 5.13333333 60.86666667] ; [ 1.86666667 22.13333333],0
r2,1,0.335731,0.926664,[51 14] ; [21  3],[52.58426966 12.41573034] ; [19.41573034  4.58426966],0
a4,1,0.388446,0.743802,[16 50] ; [ 8 16],[17.6 48.4] ; [ 6.4 17.6],0
a7,1,0.403966,0.696488,[33 32] ; [14  9],[34.71590909 30.28409091] ; [12.28409091 10.71590909],0
n1,1,0.420287,0.649513,[10 15] ; [5 4],[11.02941176 13.97058824] ; [3.97058824 5.02941176],0
s8,1,0.437598,0.602573,[ 7 59] ; [ 4 20],[ 8.06666667 57.93333333] ; [ 2.93333333 21.06666667],0
u1,1,0.450468,0.569473,[ 1 65] ; [ 1 23],[ 1.46666667 64.53333333] ; [ 0.53333333 23.46666667],0
n2,1,0.490021,0.47648,[17  9] ; [7 2],[17.82857143  8.17142857] ; [6.17142857 2.82857143],0
p10,1,0.528906,0.396493,[32 31] ; [14 10],[33.31034483 29.68965517] ; [12.68965517 11.31034483],0
p9,1,0.558157,0.342905,[35 28] ; [15  9],[36.20689655 26.79310345] ; [13.79310345 10.20689655],0
a1,1,0.566406,0.328734,[ 5 61] ; [ 1 23],[ 4.4 61.6] ; [ 1.6 22.4],0
d2,1,0.635766,0.224323,[16 50] ; [ 7 17],[16.86666667 49.13333333] ; [ 6.13333333 17.86666667],0
a5,1,0.655079,0.199557,[31 35] ; [10 14],[30.06666667 35.93333333] ; [10.93333333 13.06666667],0
s2,1,0.717626,0.130778,[ 9 57] ; [ 4 20],[ 9.53333333 56.46666667] ; [ 3.46666667 20.53333333],0
u3,1,0.801573,0.063158,[13 25] ; [3 7],[12.66666667 25.33333333] ; [3.33333333 6.66666667],0
d5,1,0.891767,0.018515,[24 42] ; [ 8 15],[23.73033708 42.26966292] ; [ 8.26966292 14.73033708],0
s4,1,0.911078,0.012472,[ 6 60] ; [ 2 22],[ 5.86666667 60.13333333] ; [ 2.13333333 21.86666667],0
v1,1,0.921195,0.009787,[24 42] ; [ 9 15],[24.2 41.8] ; [ 8.8 15.2],0
n5,1,0.927002,0.008394,[44 21] ; [16  8],[43.82022472 21.17977528] ; [16.17977528  7.82022472],0
n4,1,0.933969,0.006864,[40 25] ; [15  9],[40.16853933 24.83146067] ; [14.83146067  9.16853933],0
d1,1,0.938535,0.005946,[ 3 63] ; [ 1 23],[ 2.93333333 63.06666667] ; [ 1.06666667 22.93333333],0
