Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.011095,6.44998,[68 13] ; [15 10],[63.4245283 17.5754717] ; [19.5754717  5.4245283],0
a6,1,0.012279,6.270187,[55 26] ; [10 15],[49.66981132 31.33018868] ; [15.33018868  9.66981132],0
d3,1,0.012378,6.25586,[63 18] ; [13 12],[58.0754717 22.9245283] ; [17.9245283  7.0754717],0
r1,1,0.018363,5.561227,[62 19] ; [13 12],[57.31132075 23.68867925] ; [17.68867925  7.31132075],0
v2,1,0.028892,4.774048,[44 33] ; [ 8 17],[39.25490196 37.74509804] ; [12.74509804 12.25490196],0
v3,1,0.098113,2.735956,[25 50] ; [ 4 21],[21.75 53.25] ; [ 7.25 17.75],0
b1,1,0.137446,2.206324,[20 61] ; [10 15],[22.9245283 58.0754717] ; [ 7.0754717 17.9245283],0
p2,1,0.148552,2.087059,[67 12] ; [18  7],[64.56730769 14.43269231] ; [20.43269231  4.56730769],0
r2,1,0.177368,1.819543,[73  8] ; [20  5],[71.06603774  9.93396226] ; [21.93396226  3.06603774],0
r4,1,0.181866,1.78231,[68 13] ; [18  7],[65.71698113 15.28301887] ; [20.28301887  4.71698113],0
b5,1,0.183745,1.767072,[54 27] ; [13 12],[51.19811321 29.80188679] ; [15.80188679  9.19811321],0
r3,1,0.198843,1.650852,[75  6] ; [21  4],[73.35849057  7.64150943] ; [22.64150943  2.35849057],0
n1,1,0.200679,1.637427,[ 5 15] ; [4 4],[ 6.42857143 13.57142857] ; [2.57142857 5.42857143],0
p1,1,0.234828,1.411377,[ 4 74] ; [ 3 22],[ 5.30097087 72.69902913] ; [ 1.69902913 23.30097087],0
v1,1,0.236551,1.401033,[35 42] ; [ 8 17],[32.46078431 44.53921569] ; [10.53921569 14.46078431],0
d1,1,0.240713,1.376412,[40 41] ; [ 9 16],[37.44339623 43.55660377] ; [11.55660377 13.44339623],0
p11,1,0.256882,1.285481,[64 17] ; [17  8],[61.89622642 19.10377358] ; [19.10377358  5.89622642],0
a4,1,0.2569,1.285388,[22 59] ; [ 4 21],[19.86792453 61.13207547] ; [ 6.13207547 18.86792453],0
b4,1,0.26924,1.220617,[49 32] ; [12 13],[46.61320755 34.38679245] ; [14.38679245 10.61320755],0
p4,1,0.269649,1.218534,[45 36] ; [17  8],[47.37735849 33.62264151] ; [14.62264151 10.37735849],0
p10,1,0.270659,1.213406,[63 17] ; [17  8],[60.95238095 19.04761905] ; [19.04761905  5.95238095],0
n6,1,0.31281,1.018774,[53 26] ; [14 11],[50.89423077 28.10576923] ; [16.10576923  8.89423077],0
d5,1,0.328337,0.955446,[60 21] ; [16  9],[58.0754717 22.9245283] ; [17.9245283  7.0754717],0
s6,1,0.32891,0.953186,[49 31] ; [18  7],[51.04761905 28.95238095] ; [15.95238095  9.04761905],0
a3,1,0.3666,0.815156,[44 37] ; [11 14],[42.02830189 38.97169811] ; [12.97169811 12.02830189],0
d4,1,0.381852,0.76473,[65 16] ; [18  7],[63.4245283 17.5754717] ; [19.5754717  5.4245283],0
s4,1,0.381852,0.76473,[16 65] ; [ 7 18],[17.5754717 63.4245283] ; [ 5.4245283 19.5754717],0
s3,1,0.382193,0.763636,[40 40] ; [10 15],[38.0952381 41.9047619] ; [11.9047619 13.0952381],0
s7,1,0.402224,0.701668,[29 49] ; [ 7 18],[27.26213592 50.73786408] ; [ 8.73786408 16.26213592],0
s5,1,0.436872,0.604484,[23 56] ; [ 9 15],[24.54368932 54.45631068] ; [ 7.45631068 16.54368932],0
v4,1,0.482953,0.492188,[74  6] ; [22  3],[73.14285714  6.85714286] ; [22.85714286  2.14285714],0
s8,1,0.498511,0.458104,[32 49] ; [ 8 17],[30.56603774 50.43396226] ; [ 9.43396226 15.56603774],0
u2,1,0.625872,0.2377,[21 16] ; [9 5],[21.76470588 15.23529412] ; [8.23529412 5.76470588],0
a5,1,0.646172,0.21076,[51 30] ; [17  8],[51.96226415 29.03773585] ; [16.03773585  8.96226415],0
p3,1,0.656356,0.197981,[38 43] ; [13 12],[38.97169811 42.02830189] ; [12.02830189 12.97169811],0
a1,1,0.686595,0.162797,[ 2 79] ; [ 1 24],[ 2.29245283 78.70754717] ; [ 0.70754717 24.29245283],0
u3,1,0.723413,0.125246,[20 16] ; [7 7],[19.44 16.56] ; [7.56 6.44],0
a8,1,0.761993,0.091727,[ 2 67] ; [ 1 23],[ 2.22580645 66.77419355] ; [ 0.77419355 23.22580645],0
p6,1,0.769898,0.085561,[29 52] ; [ 9 14],[29.59615385 51.40384615] ; [ 8.40384615 14.59615385],0
b2,1,0.809759,0.057955,[13 27] ; [4 7],[13.33333333 26.66666667] ; [3.66666667 7.33333333],0
b3,1,0.809759,0.057955,[13 27] ; [4 7],[13.33333333 26.66666667] ; [3.66666667 7.33333333],0
d2,1,0.875574,0.024518,[24 57] ; [ 7 18],[23.68867925 57.31132075] ; [ 7.31132075 17.68867925],0
n3,1,0.90261,0.014973,[12  8] ; [5 3],[12.14285714  7.85714286] ; [4.85714286 3.14285714],0
p7,1,0.919948,0.0101,[57 19] ; [19  6],[57.18811881 18.81188119] ; [18.81188119  6.18811881],0
n5,1,0.925116,0.008834,[30 51] ; [ 9 16],[29.80188679 51.19811321] ; [ 9.19811321 15.80188679],0
p5,1,0.934446,0.006765,[ 6 74] ; [ 2 23],[ 6.0952381 73.9047619] ; [ 1.9047619 23.0952381],0
s2,1,0.944449,0.004855,[35 46] ; [11 14],[35.1509434 45.8490566] ; [10.8490566 14.1509434],0
n2,1,1.0,0.0,[15  5] ; [6 2],[15.  5.] ; [6. 2.],0
