Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,5e-06,21.013782,[72 29] ; [17 35],[58.75163399 42.24836601] ; [30.24836601 21.75163399],1
d5,1,1e-05,19.564374,[84 18] ; [25 27],[72.19480519 29.80519481] ; [36.80519481 15.19480519],1
a6,1,1e-05,19.455724,[73 29] ; [18 34],[60.27272727 41.72727273] ; [30.72727273 21.27272727],1
r4,1,0.000247,13.431529,[78 25] ; [24 28],[67.78064516 35.21935484] ; [34.21935484 17.78064516],1
r1,1,0.000271,13.258972,[78 23] ; [25 27],[67.99346405 33.00653595] ; [35.00653595 16.99346405],1
s6,1,0.000411,12.480699,[61 42] ; [14 35],[50.82236842 52.17763158] ; [24.17763158 24.82236842],1
a5,1,0.000634,11.672872,[71 32] ; [21 31],[61.13548387 41.86451613] ; [30.86451613 21.13548387],1
r3,1,0.001244,10.42406,[85 17] ; [31 21],[76.83116883 25.16883117] ; [39.16883117 12.83116883],0
r2,1,0.002515,9.129868,[93  8] ; [37 13],[86.95364238 14.04635762] ; [43.04635762  6.95364238],0
a2,1,0.003299,8.634525,[29 74] ; [ 4 48],[21.92903226 81.07096774] ; [11.07096774 40.92903226],0
d4,1,0.008421,6.941667,[79 23] ; [29 22],[72. 30.] ; [36. 15.],0
d1,1,0.010237,6.593265,[52 51] ; [15 37],[44.52258065 58.47741935] ; [22.47741935 29.52258065],0
s2,1,0.018212,5.575678,[48 55] ; [14 38],[41.2 61.8] ; [20.8 31.2],0
b5,1,0.031324,4.635144,[68 35] ; [25 27],[61.8 41.2] ; [31.2 20.8],0
u1,1,0.044355,4.042985,[18 85] ; [ 3 49],[13.95483871 89.04516129] ; [ 7.04516129 44.95483871],0
v4,1,0.054196,3.706659,[88 15] ; [37 14],[83.6038961 19.3961039] ; [41.3961039  9.6038961],0
s3,1,0.063874,3.433831,[53 49] ; [18 32],[47.64473684 54.35526316] ; [23.35526316 26.64473684],0
n5,1,0.073241,3.208858,[58 45] ; [37 15],[63.12903226 39.87096774] ; [31.87096774 20.12903226],0
a3,1,0.083667,2.992196,[68 33] ; [27 24],[63.125 37.875] ; [31.875 19.125],0
