Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,8.3e-05,15.479442,[38 31] ; [13 48],[27.06923077 41.93076923] ; [23.93076923 37.06923077],1
d5,1,0.011419,6.39897,[44 27] ; [50 11],[50.56060606 20.43939394] ; [43.43939394 17.56060606],0
p6,1,0.024235,5.07773,[26 42] ; [12 48],[20.1875 47.8125] ; [17.8125 42.1875],0
s3,1,0.054611,3.693915,[41 29] ; [25 35],[35.53846154 34.46153846] ; [30.46153846 29.53846154],0
a3,1,0.061972,3.483809,[37 33] ; [42 19],[42.21374046 27.78625954] ; [36.78625954 24.21374046],0
a4,1,0.108426,2.577014,[24 47] ; [29 32],[28.50757576 42.49242424] ; [24.49242424 36.50757576],0
r4,1,0.127347,2.324548,[60 11] ; [45 16],[56.47727273 14.52272727] ; [48.52272727 12.47727273],0
p3,1,0.139475,2.183738,[31 40] ; [19 42],[26.89393939 44.10606061] ; [23.10606061 37.89393939],0
n2,1,0.145194,2.122031,[20  5] ; [14  9],[17.70833333  7.29166667] ; [16.29166667  6.70833333],0
a6,1,0.187925,1.733811,[41 30] ; [42 19],[44.64393939 26.35606061] ; [38.35606061 22.64393939],0
p11,1,0.197172,1.663198,[44 27] ; [31 30],[40.34090909 30.65909091] ; [34.65909091 26.34090909],0
v4,1,0.210292,1.569415,[67  3] ; [55  6],[65.19083969  4.80916031] ; [56.80916031  4.19083969],0
d4,1,0.210958,1.564841,[48 22] ; [47 13],[51.15384615 18.84615385] ; [43.84615385 16.15384615],0
p4,1,0.242226,1.367593,[37 33] ; [26 35],[33.66412214 36.33587786] ; [29.33587786 31.66412214],0
d1,1,0.251195,1.316647,[29 42] ; [31 30],[32.27272727 38.72727273] ; [27.72727273 33.27272727],0
n3,1,0.290607,1.116809,[20  5] ; [16  8],[18.36734694  6.63265306] ; [17.63265306  6.36734694],0
a5,1,0.309204,1.034073,[38 33] ; [38 23],[40.87878788 30.12121212] ; [35.12121212 25.87878788],0
p1,1,0.360625,0.835714,[ 4 66] ; [ 6 54],[ 5.38461538 64.61538462] ; [ 4.61538462 55.38461538],0
b3,1,0.387872,0.745602,[ 9 31] ; [13 29],[10.73170732 29.26829268] ; [11.26829268 30.73170732],0
b2,1,0.387872,0.745602,[ 9 31] ; [13 29],[10.73170732 29.26829268] ; [11.26829268 30.73170732],0
u2,1,0.40061,0.706494,[15 18] ; [ 6 12],[13.58823529 19.41176471] ; [ 7.41176471 10.58823529],0
n1,1,0.423075,0.641759,[10 14] ; [ 7 16],[ 8.68085106 15.31914894] ; [ 8.31914894 14.68085106],0
n5,1,0.468716,0.525002,[40 30] ; [31 30],[37.9389313 32.0610687] ; [33.0610687 27.9389313],0
s1,1,0.470869,0.519935,[ 1 69] ; [ 2 58],[ 1.61538462 68.38461538] ; [ 1.38461538 58.61538462],0
