Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,33.856446,[22 34] ; [206  58],[39.9 16.1] ; [188.1  75.9],1
s2,1,0.0,32.272637,[20 36] ; [198  67],[38.03115265 17.96884735] ; [179.96884735  85.03115265],1
s7,1,0.000236,13.519125,[31 24] ; [202  51],[41.60714286 13.39285714] ; [191.39285714  61.60714286],1
s5,1,0.001286,10.362483,[11 44] ; [111 145],[21.5755627 33.4244373] ; [100.4244373 155.5755627],0
v3,1,0.015344,5.876569,[36 19] ; [119 132],[27.85947712 27.14052288] ; [127.14052288 123.85947712],0
d5,1,0.020203,5.394279,[43 15] ; [229  36],[48.84210526  9.15789474] ; [223.15789474  41.84210526],0
a3,1,0.072065,3.235345,[51  7] ; [205  60],[45.96904025 12.03095975] ; [210.03095975  54.96904025],0
b2,1,0.074451,3.182054,[26 19] ; [ 80 106],[20.64935065 24.35064935] ; [ 85.35064935 100.64935065],0
b3,1,0.074451,3.182054,[26 19] ; [ 80 106],[20.64935065 24.35064935] ; [ 85.35064935 100.64935065],0
b5,1,0.07686,3.130076,[28 30] ; [162 104],[34.01234568 23.98765432] ; [155.98765432 110.01234568],0
p9,1,0.083929,2.987117,[48  9] ; [242  22],[51.4953271  5.5046729] ; [238.5046729  25.4953271],0
p10,1,0.13083,2.282628,[46 11] ; [231  31],[49.49529781  7.50470219] ; [227.50470219  34.49529781],0
u3,1,0.138809,2.191112,[3 4] ; [43 18],[4.73529412 2.26470588] ; [41.26470588 19.73529412],0
r3,1,0.15531,2.019306,[54  4] ; [258   8],[55.85185185  2.14814815] ; [256.14814815   9.85185185],0
p12,1,0.201015,1.634982,[ 4 54] ; [ 34 230],[ 6.8447205 51.1552795] ; [ 31.1552795 232.8447205],0
u4,1,0.245149,1.350737,[ 1 57] ; [ 14 252],[ 2.68518519 55.31481481] ; [ 12.31481481 253.68518519],0
v2,1,0.24985,1.324145,[40 17] ; [157  96],[36.22258065 20.77741935] ; [160.77741935  92.22258065],0
r1,1,0.260658,1.26526,[47 11] ; [229  35],[49.71428571  8.28571429] ; [226.28571429  37.71428571],0
r4,1,0.28804,1.128758,[52  6] ; [249  17],[53.88271605  4.11728395] ; [247.11728395  18.88271605],0
a2,1,0.289399,1.122416,[12 46] ; [ 73 193],[15.21604938 42.78395062] ; [ 69.78395062 196.21604938],0
u1,1,0.311148,1.025797,[ 9 49] ; [ 57 209],[11.81481481 46.18518519] ; [ 54.18518519 211.81481481],0
n3,1,0.329926,0.949188,[10  3] ; [37 22],[8.48611111 4.51388889] ; [38.51388889 20.48611111],0
p11,1,0.367748,0.811261,[50  8] ; [216  50],[47.61728395 10.38271605] ; [218.38271605  47.61728395],0
p6,1,0.386961,0.74847,[22 35] ; [118 145],[24.9375 32.0625] ; [115.0625 147.9375],0
p4,1,0.423118,0.641639,[36 22] ; [179  86],[38.60681115 19.39318885] ; [176.39318885  88.60681115],0
a6,1,0.423118,0.641639,[36 22] ; [179  86],[38.60681115 19.39318885] ; [176.39318885  88.60681115],0
u2,1,0.426814,0.631477,[4 3] ; [43 17],[4.91044776 2.08955224] ; [42.08955224 17.91044776],0
p5,1,0.432889,0.615061,[ 7 49] ; [ 44 219],[ 8.95297806 47.04702194] ; [ 42.04702194 220.95297806],0
b1,1,0.438004,0.601505,[21 37] ; [111 155],[23.62962963 34.37037037] ; [108.37037037 157.62962963],0
s1,1,0.450277,0.569953,[ 1 55] ; [ 10 252],[ 1.93710692 54.06289308] ; [  9.06289308 252.93710692],0
v1,1,0.453952,0.560767,[34 24] ; [161  91],[36.48387097 21.51612903] ; [158.51612903  93.48387097],0
r2,1,0.468123,0.526403,[54  4] ; [249  12],[55.09090909  2.90909091] ; [247.90909091  13.09090909],0
d2,1,0.56848,0.325232,[34 24] ; [145 121],[32.04320988 25.95679012] ; [146.95679012 119.04320988],0
p1,1,0.591247,0.288401,[ 4 54] ; [ 24 240],[ 5.04347826 52.95652174] ; [ 22.95652174 241.04347826],0
d1,1,0.593587,0.284778,[39 19] ; [169  97],[37.2345679 20.7654321] ; [170.7654321  95.2345679],0
p8,1,0.612147,0.257061,[35 23] ; [148 113],[33.27272727 24.72727273] ; [149.72727273 111.27272727],0
d4,1,0.627374,0.235638,[48 10] ; [226  39],[49.20123839  8.79876161] ; [224.79876161  40.20123839],0
b4,1,0.630777,0.231009,[36 22] ; [156 110],[34.37037037 23.62962963] ; [157.62962963 108.37037037],0
n2,1,0.662684,0.190279,[11  3] ; [43 16],[10.35616438  3.64383562] ; [43.64383562 15.35616438],0
a8,1,0.675804,0.174888,[ 9 43] ; [ 48 194],[10.08163265 41.91836735] ; [ 46.91836735 195.08163265],0
p3,1,0.692736,0.156139,[35 23] ; [153 113],[33.65432099 24.34567901] ; [154.34567901 111.65432099],0
n5,1,0.704325,0.144012,[45 12] ; [215  50],[46.02484472 10.97515528] ; [213.97515528  51.02484472],0
a1,1,0.726789,0.122081,[ 3 55] ; [ 17 249],[ 3.58024691 54.41975309] ; [ 16.41975309 249.58024691],0
p2,1,0.800769,0.063682,[50  8] ; [225  40],[49.38080495  8.61919505] ; [225.61919505  39.38080495],0
n4,1,0.802846,0.062333,[48 10] ; [222  42],[48.63354037  9.36645963] ; [221.36645963  42.63354037],0
a7,1,0.853959,0.033882,[40 18] ; [186  79],[40.58204334 17.41795666] ; [185.41795666  79.58204334],0
d3,1,0.861226,0.03056,[39 19] ; [182  84],[39.5617284 18.4382716] ; [181.4382716  84.5617284],0
p7,1,0.897449,0.016611,[40 18] ; [175  82],[39.58730159 18.41269841] ; [175.41269841  81.58730159],0
a5,1,0.946874,0.00444,[46 12] ; [212  54],[46.18518519 11.81481481] ; [211.81481481  54.18518519],0
a4,1,0.951403,0.003714,[27 31] ; [125 141],[27.20987654 30.79012346] ; [124.79012346 141.20987654],0
n1,1,0.957311,0.002865,[6 6] ; [29 30],[5.91549296 6.08450704] ; [29.08450704 29.91549296],0
v4,1,0.984206,0.000392,[56  2] ; [256   9],[56.0247678  1.9752322] ; [255.9752322   9.0247678],0
n6,1,0.991189,0.000122,[51  7] ; [232  32],[50.97515528  7.02484472] ; [232.02484472  31.97515528],0
