Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,60.381096,[27 62] ; [197  62],[57.28735632 31.71264368] ; [166.71264368  92.28735632],1
s6,1,3e-06,22.086169,[64 24] ; [235  20],[76.71137026 11.28862974] ; [222.28862974  32.71137026],1
a3,1,8e-05,15.559937,[57 32] ; [218  42],[70.12893983 18.87106017] ; [204.87106017  55.12893983],1
s5,1,0.000398,12.543245,[28 59] ; [134 113],[42.19760479 44.80239521] ; [119.80239521 127.19760479],1
s3,1,0.001535,10.036445,[70 18] ; [238  21],[78.10951009  9.89048991] ; [229.89048991  29.10951009],0
p5,1,0.002588,9.07714,[ 5 84] ; [ 49 208],[13.89017341 75.10982659] ; [ 40.10982659 216.89017341],0
n6,1,0.00501,7.875708,[74 14] ; [243  16],[80.39193084  7.60806916] ; [236.60806916  22.39193084],0
a7,1,0.006442,7.422264,[73 15] ; [177  84],[63.03724928 24.96275072] ; [186.96275072  74.03724928],0
n4,1,0.008757,6.871698,[74 15] ; [241  19],[80.32951289  8.67048711] ; [234.67048711  25.32951289],0
d2,1,0.009876,6.65706,[37 51] ; [150 109],[47.42363112 40.57636888] ; [139.57636888 119.42363112],0
r1,1,0.013147,6.149217,[67 22] ; [225  35],[74.46418338 14.53581662] ; [217.53581662  42.46418338],0
a5,1,0.0182,5.576837,[60 29] ; [208  53],[68.14857143 20.85142857] ; [199.85142857  61.14857143],0
p1,1,0.020065,5.406206,[ 3 85] ; [ 31 229],[ 8.59770115 79.40229885] ; [ 25.40229885 234.59770115],0
u1,1,0.031835,4.607337,[13 76] ; [ 67 194],[20.34285714 68.65714286] ; [ 59.65714286 201.34285714],0
v3,1,0.034555,4.467025,[31 53] ; [126 125],[39.36716418 44.63283582] ; [117.63283582 133.36716418],0
p4,1,0.044777,4.027004,[53 36] ; [184  75],[60.61206897 28.38793103] ; [176.38793103  82.61206897],0
r2,1,0.049298,3.865179,[83  6] ; [252   6],[85.9221902  3.0778098] ; [249.0778098   8.9221902],0
a4,1,0.049761,3.849489,[36 53] ; [137 124],[43.99142857 45.00857143] ; [129.00857143 131.99142857],0
p3,1,0.052653,3.754913,[41 48] ; [150 109],[48.84770115 40.15229885] ; [142.15229885 116.84770115],0
p6,1,0.055038,3.680935,[33 54] ; [128 129],[40.71802326 46.28197674] ; [120.28197674 136.71802326],0
