Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,99.445613,[682  29] ; [15 14],[669.68513514  41.31486486] ; [27.31486486  1.68513514],1
d4,1,0.000144,14.449018,[588 121] ; [16 13],[580.26558266 128.73441734] ; [23.73441734  5.26558266],1
p11,1,0.000431,12.393432,[580 131] ; [16 13],[572.64324324 138.35675676] ; [23.35675676  5.64324324],1
v2,1,0.001917,9.626997,[398 286] ; [ 8 20],[390.03370787 293.96629213] ; [15.96629213 12.03370787],0
a7,1,0.002216,9.361092,[524 184] ; [14 15],[516.83039349 191.16960651] ; [21.16960651  7.83039349],0
p9,1,0.004004,8.281947,[605  95] ; [18  9],[599.86244842 100.13755158] ; [23.13755158  3.86244842],0
p7,1,0.004466,8.083808,[454 239] ; [11 17],[446.94174757 246.05825243] ; [18.05825243  9.94174757],0
r1,1,0.004498,8.070966,[586 122] ; [18 11],[580.23337856 127.76662144] ; [23.76662144  5.23337856],0
p2,1,0.005172,7.818462,[595 111] ; [18 10],[589.61580381 116.38419619] ; [23.38419619  4.61580381],0
d5,1,0.007882,7.060037,[580 129] ; [18 11],[574.50135501 134.49864499] ; [23.49864499  5.50135501],0
a6,1,0.008339,6.959092,[484 225] ; [13 16],[477.4701897 231.5298103] ; [19.5298103  9.4701897],0
d1,1,0.013957,6.043553,[432 279] ; [11 18],[425.63918919 285.36081081] ; [17.36081081 11.63918919],0
d3,1,0.013982,6.040463,[495 214] ; [14 15],[488.99864499 220.00135501] ; [20.00135501  8.99864499],0
v1,1,0.022957,5.17176,[387 305] ; [10 19],[381.03190014 310.96809986] ; [15.96809986 13.03190014],0
a2,1,0.023156,5.156734,[181 530] ; [ 2 27],[175.82837838 535.17162162] ; [ 7.17162162 21.82837838],0
s1,1,0.023794,5.109591,[ 20 680] ; [ 3 26],[ 22.08504801 677.91495199] ; [ 0.91495199 28.08504801],0
p10,1,0.032614,4.565947,[589 112] ; [20  9],[584.80684932 116.19315068] ; [24.19315068  4.80684932],0
a4,1,0.033089,4.541167,[331 377] ; [ 7 20],[325.58367347 382.41632653] ; [12.41632653 14.58367347],0
b1,1,0.034391,4.475137,[255 456] ; [16 13],[260.37972973 450.62027027] ; [10.62027027 18.37972973],0
n1,1,0.049186,3.868994,[51 87] ; [12  8],[55.02531646 82.97468354] ; [ 7.97468354 12.02531646],0
s3,1,0.056363,3.641305,[402 299] ; [10 16],[397.26547455 303.73452545] ; [14.73452545 11.26547455],0
u1,1,0.088995,2.892453,[139 572] ; [ 2 27],[135.47432432 575.52567568] ; [ 5.52567568 23.47432432],0
