Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,69.382048,[211  23] ; [ 5 17],[197.4375  36.5625] ; [18.5625  3.4375],1
d4,1,0.000503,12.102874,[176  57] ; [ 9 13],[169.03921569  63.96078431] ; [15.96078431  6.03921569],1
r1,1,0.000893,11.038086,[174  60] ; [ 9 13],[167.2734375  66.7265625] ; [15.7265625  6.2734375],1
s7,1,0.001164,10.547205,[119 106] ; [ 3 17],[112.04081633 112.95918367] ; [ 9.95918367 10.04081633],0
p11,1,0.002096,9.46362,[185  49] ; [11 11],[179.15625  54.84375] ; [16.84375  5.15625],0
s3,1,0.002752,8.965295,[134  98] ; [ 5 16],[127.46245059 104.53754941] ; [11.53754941  9.46245059],0
p3,1,0.009043,6.814346,[113 119] ; [ 4 17],[107.28853755 124.71146245] ; [ 9.71146245 11.28853755],0
s2,1,0.014372,5.991899,[116 116] ; [ 5 17],[110.51968504 121.48031496] ; [10.48031496 11.51968504],0
v1,1,0.016808,5.716361,[123 105] ; [ 6 16],[117.648 110.352] ; [11.352 10.648],0
s8,1,0.020487,5.369881,[113 120] ; [ 5 17],[107.81960784 125.18039216] ; [10.18039216 11.81960784],0
d1,1,0.023652,5.119992,[112 122] ; [ 5 17],[106.9453125 127.0546875] ; [10.0546875 11.9453125],0
s6,1,0.02528,5.004614,[147  79] ; [ 9 13],[142.16129032  83.83870968] ; [13.83870968  8.16129032],0
p9,1,0.026554,4.919557,[187  44] ; [12  8],[183.14342629  47.85657371] ; [15.85657371  4.14342629],0
p7,1,0.03233,4.580932,[147  82] ; [ 8 12],[142.5502008  86.4497992] ; [12.4497992  7.5502008],0
a4,1,0.051303,3.798351,[103 130] ; [ 5 17],[ 98.68235294 134.31764706] ; [ 9.31764706 12.68235294],0
r2,1,0.062296,3.475187,[215  17] ; [17  4],[212.743083  19.256917] ; [19.256917  1.743083],0
n2,1,0.064369,3.421071,[53 13] ; [8 6],[50.325 15.675] ; [10.675  3.325],0
p4,1,0.07072,3.26623,[124 106] ; [ 7 14],[120.03984064 109.96015936] ; [10.96015936 10.03984064],0
a5,1,0.08836,2.904009,[159  75] ; [11 11],[155.390625  78.609375] ; [14.609375  7.390625],0
d5,1,0.126078,2.340139,[173  60] ; [13  9],[169.95294118  63.04705882] ; [16.04705882  5.95294118],0
s5,1,0.128596,2.309377,[ 87 135] ; [ 5 17],[ 83.70491803 138.29508197] ; [ 8.29508197 13.70491803],0
d3,1,0.12887,2.306068,[103 131] ; [ 6 16],[ 99.6328125 134.3671875] ; [ 9.3671875 12.6328125],0
v2,1,0.17222,1.863513,[110 115] ; [ 7 14],[107.01219512 117.98780488] ; [ 9.98780488 11.01219512],0
n4,1,0.184745,1.759038,[178  55] ; [14  8],[175.43529412  57.56470588] ; [16.56470588  5.43529412],0
u2,1,0.191706,1.704456,[36 35] ; [6 2],[37.74683544 33.25316456] ; [4.25316456 3.74683544],0
n5,1,0.214802,1.538762,[172  59] ; [19  3],[174.39130435  56.60869565] ; [16.60869565  5.39130435],0
p6,1,0.217324,1.521957,[ 81 145] ; [ 5 17],[ 78.37096774 147.62903226] ; [ 7.62903226 14.37096774],0
n3,1,0.232647,1.424604,[46 19] ; [7 6],[44.16666667 20.83333333] ; [8.83333333 4.16666667],0
p8,1,0.252642,1.308633,[112 116] ; [ 8 14],[109.44 118.56] ; [10.56 11.44],0
p10,1,0.283046,1.152406,[170  59] ; [14  8],[167.87250996  61.12749004] ; [16.12749004  5.87250996],0
p2,1,0.284503,1.145455,[178  53] ; [14  7],[176.  55.] ; [16.  5.],0
n6,1,0.320852,0.985469,[189  43] ; [16  6],[187.24409449  44.75590551] ; [17.75590551  4.24409449],0
v3,1,0.330102,0.948499,[ 89 137] ; [ 6 15],[ 86.92307692 139.07692308] ; [ 8.07692308 12.92307692],0
p5,1,0.33355,0.935065,[ 27 204] ; [ 1 20],[ 25.66666667 205.33333333] ; [ 2.33333333 18.66666667],0
a6,1,0.339586,0.911994,[ 99 135] ; [ 7 15],[ 96.890625 137.109375] ; [ 9.109375 12.890625],0
n1,1,0.367424,0.812357,[27 38] ; [ 4 10],[25.50632911 39.49367089] ; [5.49367089 8.50632911],0
b4,1,0.398619,0.71249,[127 107] ; [14  8],[128.8828125 105.1171875] ; [12.1171875  9.8828125],0
b1,1,0.498592,0.457931,[110 124] ; [12 10],[111.515625 122.484375] ; [10.484375 11.515625],0
a1,1,0.564765,0.33152,[ 14 220] ; [ 2 20],[ 14.625 219.375] ; [ 1.375 20.625],0
a3,1,0.567838,0.326314,[162  71] ; [14  8],[160.81568627  72.18431373] ; [15.18431373  6.81568627],0
s4,1,0.574214,0.315683,[ 43 190] ; [ 3 19],[ 42.03137255 190.96862745] ; [ 3.96862745 18.03137255],0
p1,1,0.630167,0.231835,[ 17 216] ; [ 1 21],[ 16.44705882 216.55294118] ; [ 1.55294118 20.44705882],0
u3,1,0.653095,0.20202,[33 39] ; [3 5],[32.4 39.6] ; [3.6 4.4],0
p12,1,0.766948,0.087835,[ 14 215] ; [ 1 21],[ 13.68525896 215.31474104] ; [ 1.31474104 20.68525896],0
b2,1,0.783397,0.075567,[64 87] ; [5 8],[63.5304878 87.4695122] ; [5.4695122 7.5304878],0
b3,1,0.783397,0.075567,[64 87] ; [5 8],[63.5304878 87.4695122] ; [5.4695122 7.5304878],0
d2,1,0.84447,0.038486,[111 122] ; [10 12],[110.56078431 122.43921569] ; [10.43921569 11.56078431],0
s1,1,0.881264,0.02231,[  9 222] ; [ 1 21],[  9.13043478 221.86956522] ; [ 0.86956522 21.13043478],0
b5,1,0.888939,0.019501,[110 124] ; [10 12],[109.6875 124.3125] ; [10.3125 11.6875],0
