Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,5e-06,20.732584,[24 16] ; [ 5 37],[14.14634146 25.85365854] ; [14.85365854 27.14634146],1
s8,1,6.8e-05,15.852368,[18 22] ; [ 3 40],[10.12048193 29.87951807] ; [10.87951807 32.12048193],1
s3,1,0.000126,14.702737,[26 14] ; [10 33],[17.34939759 22.65060241] ; [18.65060241 24.34939759],1
p4,1,0.000399,12.536185,[25 15] ; [10 32],[17.07317073 22.92682927] ; [17.92682927 24.07317073],1
s7,1,0.005845,7.597525,[18 20] ; [ 7 32],[12.33766234 25.66233766] ; [12.66233766 26.33766234],0
r4,1,0.006996,7.273951,[34  6] ; [25 18],[28.43373494 11.56626506] ; [30.56626506 12.43373494],0
n2,1,0.01175,6.348178,[10  3] ; [ 6 13],[6.5 6.5] ; [9.5 9.5],0
r3,1,0.016005,5.80229,[38  2] ; [32 10],[34.14634146  5.85365854] ; [35.85365854  6.14634146],0
p6,1,0.026375,4.931268,[10 29] ; [ 3 38],[ 6.3375 32.6625] ; [ 6.6625 34.3375],0
p2,1,0.030371,4.688167,[28 12] ; [20 23],[23.13253012 16.86746988] ; [24.86746988 18.13253012],0
s4,1,0.034657,4.461983,[ 9 29] ; [ 3 40],[ 5.62962963 32.37037037] ; [ 6.37037037 36.62962963],0
v1,1,0.06373,3.437564,[18 22] ; [11 32],[13.97590361 26.02409639] ; [15.02409639 27.97590361],0
s5,1,0.08572,2.952976,[12 28] ; [ 6 36],[ 8.7804878 31.2195122] ; [ 9.2195122 32.7804878],0
p7,1,0.159596,1.978054,[18 21] ; [13 29],[14.92592593 24.07407407] ; [16.07407407 25.92592593],0
a6,1,0.161202,1.962914,[24 16] ; [32 11],[26.98795181 13.01204819] ; [29.01204819 13.98795181],0
p8,1,0.164615,1.93131,[18 22] ; [13 30],[14.93975904 25.06024096] ; [16.06024096 26.93975904],0
p1,1,0.167253,1.907391,[ 2 38] ; [ 6 37],[ 3.85542169 36.14457831] ; [ 4.14457831 38.85542169],0
r1,1,0.175324,1.836823,[33  7] ; [30 13],[30.36144578  9.63855422] ; [32.63855422 10.36144578],0
v4,1,0.185468,1.753258,[35  5] ; [32 10],[32.68292683  7.31707317] ; [34.31707317  7.68292683],0
b5,1,0.210824,1.565762,[25 15] ; [21 22],[22.1686747 17.8313253] ; [23.8313253 19.1686747],0
u1,1,0.225146,1.471266,[12 28] ; [ 8 35],[ 9.63855422 30.36144578] ; [10.36144578 32.63855422],0
u3,1,0.241567,1.371429,[8 2] ; [8 6],[6.66666667 3.33333333] ; [9.33333333 4.66666667],0
u2,1,0.252781,1.30787,[7 3] ; [6 7],[5.65217391 4.34782609] ; [7.34782609 5.65217391],0
d3,1,0.265355,1.240605,[36  4] ; [35  8],[34.21686747  5.78313253] ; [36.78313253  6.21686747],0
a7,1,0.275042,1.191427,[31  9] ; [28 14],[28.7804878 11.2195122] ; [30.2195122 11.7804878],0
s1,1,0.329265,0.951786,[ 1 39] ; [ 3 39],[ 1.95121951 38.04878049] ; [ 2.04878049 39.95121951],0
n3,1,0.340943,0.906883,[7 6] ; [ 7 12],[5.6875 7.3125] ; [ 8.3125 10.6875],0
a1,1,0.347091,0.884063,[ 4 36] ; [ 2 41],[ 2.89156627 37.10843373] ; [ 3.10843373 39.89156627],0
a2,1,0.350017,0.873397,[14 26] ; [11 32],[12.04819277 27.95180723] ; [12.95180723 30.04819277],0
a4,1,0.386329,0.750465,[20 20] ; [25 17],[21.95121951 18.04878049] ; [23.04878049 18.95121951],0
n6,1,0.424286,0.638412,[29 11] ; [27 15],[27.31707317 12.68292683] ; [28.68292683 13.31707317],0
a3,1,0.44791,0.575935,[30 10] ; [29 14],[28.43373494 11.56626506] ; [30.56626506 12.43373494],0
a5,1,0.486682,0.483853,[28 12] ; [33 10],[29.39759036 10.60240964] ; [31.60240964 11.39759036],0
b4,1,0.487605,0.481806,[28 12] ; [27 16],[26.5060241 13.4939759] ; [28.4939759 14.5060241],0
p5,1,0.514227,0.425455,[ 2 38] ; [ 1 42],[ 1.44578313 38.55421687] ; [ 1.55421687 41.44578313],0
b1,1,0.549756,0.357755,[24 16] ; [23 20],[22.65060241 17.34939759] ; [24.34939759 18.65060241],0
b2,1,0.581426,0.303935,[ 7 22] ; [ 8 18],[ 7.90909091 21.09090909] ; [ 7.09090909 18.90909091],0
b3,1,0.581426,0.303935,[ 7 22] ; [ 8 18],[ 7.90909091 21.09090909] ; [ 7.09090909 18.90909091],0
v2,1,0.586472,0.295888,[20 19] ; [19 23],[18.77777778 20.22222222] ; [20.22222222 21.77777778],0
n5,1,0.61441,0.253803,[22 18] ; [26 17],[23.13253012 16.86746988] ; [24.86746988 18.13253012],0
p11,1,0.738755,0.111224,[21 19] ; [21 22],[20.24096386 19.75903614] ; [21.75903614 21.24096386],0
n1,1,0.78317,0.07573,[4 9] ; [ 5 14],[3.65625 9.34375] ; [ 5.34375 13.65625],0
d2,1,0.815694,0.054329,[33  7] ; [33  8],[32.59259259  7.40740741] ; [33.40740741  7.59259259],0
p10,1,0.833544,0.044166,[12 28] ; [12 31],[11.56626506 28.43373494] ; [12.43373494 30.56626506],0
v3,1,0.838599,0.041488,[11 28] ; [11 31],[10.59259259 28.40740741] ; [11.40740741 30.59259259],0
p3,1,0.859934,0.031137,[11 29] ; [12 29],[11.35802469 28.64197531] ; [11.64197531 29.35802469],0
a8,1,0.955663,0.003091,[ 2 34] ; [ 2 36],[ 1.94594595 34.05405405] ; [ 2.05405405 35.94594595],0
r2,1,0.970656,0.001353,[36  4] ; [37  4],[36.04938272  3.95061728] ; [36.95061728  4.04938272],0
n4,1,0.991142,0.000123,[26 14] ; [28 15],[26.02409639 13.97590361] ; [27.97590361 15.02409639],0
