Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.001503,10.075537,[13  2] ; [ 4 10],[8.79310345 6.20689655] ; [8.20689655 5.79310345],0
d3,1,0.005389,7.743956,[12  3] ; [ 4 10],[8.27586207 6.72413793] ; [7.72413793 6.27586207],0
d5,1,0.013128,6.151779,[13  2] ; [6 8],[9.82758621 5.17241379] ; [9.17241379 4.82758621],0
d4,1,0.022855,5.179468,[14  1] ; [8 6],[11.37931034  3.62068966] ; [10.62068966  3.37931034],0
b3,1,0.040391,4.201389,[7 5] ; [1 7],[4.8 7.2] ; [3.2 4.8],0
b2,1,0.040391,4.201389,[7 5] ; [1 7],[4.8 7.2] ; [3.2 4.8],0
r2,1,0.043047,4.093567,[12  2] ; [7 7],[9.5 4.5] ; [9.5 4.5],0
s5,1,0.06999,3.283256,[6 7] ; [ 2 12],[3.85185185 9.14814815] ; [4.14814815 9.85185185],0
a3,1,0.075475,3.159751,[13  2] ; [8 6],[10.86206897  4.13793103] ; [10.13793103  3.86206897],0
p4,1,0.095882,2.772736,[ 4 11] ; [8 6],[6.20689655 8.79310345] ; [5.79310345 8.20689655],0
p10,1,0.095882,2.772736,[11  4] ; [6 8],[8.79310345 6.20689655] ; [8.20689655 5.79310345],0
s4,1,0.164269,1.934484,[ 4 11] ; [ 1 13],[ 2.5862069 12.4137931] ; [ 2.4137931 11.5862069],0
r4,1,0.176076,1.830439,[8 7] ; [ 4 10],[6.20689655 8.79310345] ; [5.79310345 8.20689655],0
p7,1,0.190932,1.710408,[6 9] ; [9 5],[7.75862069 7.24137931] ; [7.24137931 6.75862069],0
s2,1,0.190932,1.710408,[6 9] ; [9 5],[7.75862069 7.24137931] ; [7.24137931 6.75862069],0
s1,1,0.249323,1.327095,[ 1 14] ; [ 3 11],[ 2.06896552 12.93103448] ; [ 1.93103448 12.06896552],0
p8,1,0.33281,0.937934,[ 3 11] ; [5 8],[4.14814815 9.85185185] ; [3.85185185 9.14814815],0
s7,1,0.340018,0.910364,[6 8] ; [3 9],[4.84615385 9.15384615] ; [4.15384615 7.84615385],0
p2,1,0.340405,0.908906,[7 8] ; [9 5],[8.27586207 6.72413793] ; [7.72413793 6.27586207],0
b5,1,0.340405,0.908906,[7 8] ; [9 5],[8.27586207 6.72413793] ; [7.72413793 6.27586207],0
r3,1,0.344085,0.895153,[12  3] ; [9 5],[10.86206897  4.13793103] ; [10.13793103  3.86206897],0
u3,1,0.345779,0.888889,[1 1] ; [1 5],[0.5 1.5] ; [1.5 4.5],0
v2,1,0.355918,0.852245,[9 6] ; [6 8],[7.75862069 7.24137931] ; [7.24137931 6.75862069],0
r1,1,0.355918,0.852245,[6 9] ; [8 6],[7.24137931 7.75862069] ; [6.75862069 7.24137931],0
p11,1,0.355918,0.852245,[9 6] ; [6 8],[7.75862069 7.24137931] ; [7.24137931 6.75862069],0
b4,1,0.359339,0.840201,[11  4] ; [8 6],[9.82758621 5.17241379] ; [9.17241379 4.82758621],0
n4,1,0.359339,0.840201,[11  4] ; [8 6],[9.82758621 5.17241379] ; [9.17241379 4.82758621],0
n3,1,0.465209,0.533333,[3 1] ; [2 2],[2.5 1.5] ; [2.5 1.5],0
a8,1,0.468084,0.526496,[ 4 11] ; [ 2 11],[ 3.21428571 11.78571429] ; [ 2.78571429 10.21428571],0
a4,1,0.517613,0.418647,[6 9] ; [ 4 10],[5.17241379 9.82758621] ; [4.82758621 9.17241379],0
a5,1,0.549563,0.3581,[8 7] ; [9 5],[8.79310345 6.20689655] ; [8.20689655 5.79310345],0
s6,1,0.567996,0.326048,[6 7] ; [8 6],[6.74074074 6.25925926] ; [7.25925926 6.74074074],0
a7,1,0.572645,0.318277,[8 7] ; [6 8],[7.24137931 7.75862069] ; [6.75862069 7.24137931],0
p1,1,0.58438,0.299206,[ 2 13] ; [ 1 13],[ 1.55172414 13.44827586] ; [ 1.44827586 12.55172414],0
n6,1,0.59737,0.27898,[10  5] ; [8 6],[9.31034483 5.68965517] ; [8.68965517 5.31034483],0
p6,1,0.59737,0.27898,[ 5 10] ; [6 8],[5.68965517 9.31034483] ; [5.31034483 8.68965517],0
v3,1,0.662521,0.190476,[ 4 10] ; [ 3 11],[ 3.5 10.5] ; [ 3.5 10.5],0
v1,1,0.741854,0.108503,[ 4 11] ; [ 3 11],[ 3.62068966 11.37931034] ; [ 3.37931034 10.62068966],0
n2,1,0.764177,0.09,[3 2] ; [2 2],[2.77777778 2.22222222] ; [2.22222222 1.77777778],0
p9,1,0.812126,0.056494,[9 6] ; [9 5],[9.31034483 5.68965517] ; [8.68965517 5.31034483],0
p3,1,0.857541,0.032222,[7 8] ; [7 7],[7.24137931 7.75862069] ; [6.75862069 7.24137931],0
a6,1,0.857541,0.032222,[8 7] ; [7 7],[7.75862069 7.24137931] ; [7.24137931 6.75862069],0
b1,1,0.875948,0.02437,[9 6] ; [8 6],[8.79310345 6.20689655] ; [8.20689655 5.79310345],0
n5,1,0.892772,0.01817,[10  5] ; [9 5],[9.82758621 5.17241379] ; [9.17241379 4.82758621],0
s8,1,0.908697,0.013152,[ 4 11] ; [ 4 10],[ 4.13793103 10.86206897] ; [ 3.86206897 10.13793103],0
a2,1,0.959668,0.002557,[ 1 14] ; [ 1 13],[ 1.03448276 13.96551724] ; [ 0.96551724 13.03448276],0
p12,1,1.0,0.0,[ 1 13] ; [ 1 13],[ 1. 13.] ; [ 1. 13.],0
