Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,140.602582,[384  24] ; [36 46],[349.71428571  58.28571429] ; [70.28571429 11.71428571],1
p11,1,0.0,55.853264,[345  63] ; [40 44],[319.26829268  88.73170732] ; [65.73170732 18.26829268],1
n6,1,0.0,25.917426,[355  50] ; [54 29],[339.43647541  65.56352459] ; [69.56352459 13.43647541],1
s8,1,0.000236,13.520205,[248 158] ; [33 51],[232.82857143 173.17142857] ; [48.17142857 35.82857143],1
p2,1,0.00036,12.731708,[354  53] ; [60 24],[343.17311609  63.82688391] ; [70.82688391 13.17311609],1
s2,1,0.000415,12.465172,[333  75] ; [54 30],[320.92682927  87.07317073] ; [66.07317073 17.92682927],1
n5,1,0.000449,12.317651,[327  80] ; [52 31],[314.80204082  92.19795918] ; [64.19795918 18.80204082],1
d1,1,0.002882,8.880902,[265 143] ; [40 44],[252.92682927 155.07317073] ; [52.07317073 31.92682927],0
p12,1,0.003331,8.616614,[ 48 358] ; [ 1 82],[ 40.68302658 365.31697342] ; [ 8.31697342 74.68302658],0
a3,1,0.005513,7.703065,[310  97] ; [51 32],[299.85102041 107.14897959] ; [61.14897959 21.85102041],0
r4,1,0.007143,7.236558,[387  21] ; [73 11],[381.46341463  26.53658537] ; [78.53658537  5.46341463],0
p7,1,0.007433,7.165263,[268 124] ; [44 39],[257.48210526 134.51789474] ; [54.51789474 28.48210526],0
p4,1,0.007802,7.078359,[256 149] ; [40 44],[245.15337423 159.84662577] ; [50.84662577 33.15337423],0
n4,1,0.007865,7.064015,[329  79] ; [56 27],[319.9185336  88.0814664] ; [65.0814664 17.9185336],0
d5,1,0.008288,6.970248,[335  71] ; [58 25],[326.29447853  79.70552147] ; [66.70552147 16.29447853],0
p3,1,0.008994,6.824031,[223 183] ; [33 51],[212.11428571 193.88571429] ; [43.88571429 40.11428571],0
p8,1,0.010068,6.622852,[221 183] ; [33 51],[210.27868852 193.72131148] ; [43.72131148 40.27868852],0
v1,1,0.015915,5.812281,[225 168] ; [35 47],[215.11578947 177.88421053] ; [44.88421053 37.11578947],0
s5,1,0.019611,5.446187,[174 213] ; [25 56],[164.55769231 222.44230769] ; [34.44230769 46.55769231],0
v2,1,0.022508,5.206094,[225 161] ; [36 45],[215.73019272 170.26980728] ; [45.26980728 35.73019272],0
s6,1,0.031173,4.643428,[338  61] ; [63 21],[331.26086957  67.73913043] ; [69.73913043 14.26086957],0
d3,1,0.0375,4.327543,[292 115] ; [50 33],[284.06938776 122.93061224] ; [57.93061224 25.06938776],0
a5,1,0.038506,4.282509,[307 101] ; [54 30],[299.36585366 108.63414634] ; [61.63414634 22.36585366],0
a6,1,0.041691,4.147698,[277 129] ; [47 36],[269.00613497 136.99386503] ; [54.99386503 28.00613497],0
