Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,28.50914,[72 84] ; [178  67],[97.25685786 58.74314214] ; [152.74314214  92.25685786],1
n5,1,3e-06,21.677478,[110  50] ; [218  31],[128.31295844  31.68704156] ; [199.68704156  49.31295844],1
v3,1,6e-06,20.553587,[ 51 104] ; [137 107],[73.03258145 81.96741855] ; [114.96741855 129.03258145],1
p10,1,0.000342,12.823048,[126  34] ; [228  22],[138.14634146  21.85365854] ; [215.85365854  34.14634146],1
d5,1,0.001952,9.594522,[123  37] ; [221  29],[134.24390244  25.75609756] ; [209.75609756  40.24390244],0
p9,1,0.00342,8.568533,[132  27] ; [231  19],[141.11735941  17.88264059] ; [221.88264059  28.11735941],0
s8,1,0.008206,6.987916,[70 89] ; [143 106],[83.00735294 75.99264706] ; [129.99264706 119.00735294],0
p2,1,0.009223,6.779122,[133  27] ; [229  21],[141.26829268  18.73170732] ; [220.73170732  29.26829268],0
d1,1,0.010361,6.571708,[89 71] ; [171  80],[101.21654501  58.78345499] ; [158.78345499  92.21654501],0
b5,1,0.010701,6.514358,[79 81] ; [156  95],[91.48418491 68.51581509] ; [143.51581509 107.48418491],0
n4,1,0.015338,5.877169,[125  35] ; [218  32],[133.85365854  26.14634146] ; [209.14634146  40.85365854],0
n1,1,0.0201,5.403214,[11 24] ; [17 11],[15.55555556 19.44444444] ; [12.44444444 15.55555556],0
d4,1,0.055611,3.66367,[126  34] ; [215  35],[133.07317073  26.92682927] ; [207.92682927  42.07317073],0
p11,1,0.058273,3.585877,[124  36] ; [213  38],[131.19221411  28.80778589] ; [205.80778589  45.19221411],0
d3,1,0.060937,3.511703,[102  58] ; [182  69],[110.55961071  49.44038929] ; [173.44038929  77.55961071],0
n2,1,0.069956,3.284043,[23 12] ; [24  4],[26.11111111  8.88888889] ; [20.88888889  7.11111111],0
b3,1,0.07232,3.22956,[33 65] ; [75 92],[39.93962264 58.06037736] ; [68.06037736 98.93962264],0
b2,1,0.07232,3.22956,[33 65] ; [75 92],[39.93962264 58.06037736] ; [68.06037736 98.93962264],0
r3,1,0.082544,3.014095,[153   6] ; [248   3],[155.5097561   3.4902439] ; [245.4902439   5.5097561],0
u4,1,0.083517,2.995093,[  1 159] ; [  8 243],[  3.50364964 156.49635036] ; [  5.49635036 245.50364964],0
n6,1,0.085288,2.961141,[134  26] ; [223  26],[139.65770171  20.34229829] ; [217.34229829  31.65770171],0
a3,1,0.092901,2.82338,[115  45] ; [197  52],[122.05378973  37.94621027] ; [189.94621027  59.05378973],0
a8,1,0.11508,2.483032,[ 15 134] ; [ 35 187],[ 20.08086253 128.91913747] ; [ 29.91913747 192.08086253],0
a7,1,0.115196,2.481452,[111  49] ; [191  59],[117.85365854  42.14634146] ; [184.14634146  65.85365854],0
p12,1,0.141506,2.161511,[ 13 146] ; [ 32 217],[ 17.53676471 141.46323529] ; [ 27.46323529 221.53676471],0
s7,1,0.156816,2.004661,[79 70] ; [143  94],[85.69430052 63.30569948] ; [136.30569948 100.69430052],0
r2,1,0.166242,1.916509,[154   5] ; [247   3],[155.88997555   3.11002445] ; [245.11002445   4.88997555],0
a5,1,0.169755,1.885104,[121  39] ; [204  47],[126.52068127  33.47931873] ; [198.47931873  52.52068127],0
p8,1,0.190646,1.712618,[101  58] ; [173  75],[107.04176904  51.95823096] ; [166.95823096  81.04176904],0
s2,1,0.23162,1.430886,[80 80] ; [139 109],[85.88235294 74.11764706] ; [133.11764706 114.88235294],0
s4,1,0.242823,1.364131,[ 33 126] ; [ 40 207],[ 28.58866995 130.41133005] ; [ 44.41133005 202.58866995],0
p7,1,0.249803,1.324407,[120  40] ; [198  50],[124.70588235  35.29411765] ; [193.29411765  54.70588235],0
a2,1,0.258187,1.278453,[ 39 121] ; [ 74 177],[ 43.99026764 116.00973236] ; [ 69.00973236 181.99026764],0
u3,1,0.26864,1.223677,[26 19] ; [37 17],[28.63636364 16.36363636] ; [34.36363636 19.63636364],0
