Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,66.017349,[16 67] ; [63 12],[41.5 41.5] ; [37.5 37.5],1
d4,1,0.0,39.846331,[46 37] ; [73  1],[62.91082803 20.08917197] ; [56.08917197 17.91082803],1
d5,1,0.0,38.844776,[43 40] ; [72  3],[60.41139241 22.58860759] ; [54.58860759 20.41139241],1
a2,1,0.0,32.61386,[ 3 80] ; [31 45],[17.74842767 65.25157233] ; [16.25157233 59.74842767],1
d3,1,0.0,32.343177,[33 50] ; [63 12],[50.43037975 32.56962025] ; [45.56962025 29.43037975],1
u1,1,0.0,29.12769,[ 1 82] ; [25 51],[13.57232704 69.42767296] ; [12.42767296 63.57232704],1
a4,1,0.0,25.761753,[20 62] ; [49 27],[35.81012658 46.18987342] ; [33.18987342 42.81012658],1
a5,1,1e-06,24.489708,[36 47] ; [62 14],[51.1572327 31.8427673] ; [46.8427673 29.1572327],1
a3,1,0.0001,15.142288,[39 43] ; [59 17],[50.86075949 31.13924051] ; [47.13924051 28.86075949],1
a6,1,0.001269,10.386812,[40 43] ; [55 20],[49.90506329 33.09493671] ; [45.09493671 29.90506329],0
p8,1,0.012816,6.194269,[21 61] ; [33 41],[28.38461538 53.61538462] ; [25.61538462 48.38461538],0
s7,1,0.029557,4.734892,[21 57] ; [32 41],[27.37748344 50.62251656] ; [25.62251656 47.37748344],0
u3,1,0.031068,4.649222,[23 21] ; [14  3],[26.68852459 17.31147541] ; [10.31147541  6.68852459],0
r1,1,0.033615,4.514179,[65 18] ; [68  7],[69.86708861 13.13291139] ; [63.13291139 11.86708861],0
v2,1,0.034793,4.4553,[28 53] ; [38 36],[34.49032258 46.50967742] ; [31.50967742 42.49032258],0
u2,1,0.04573,3.991498,[17 26] ; [11  5],[20.40677966 22.59322034] ; [7.59322034 8.40677966],0
s6,1,0.050253,3.832996,[37 44] ; [46 29],[43.09615385 37.90384615] ; [39.90384615 35.09615385],0
a7,1,0.072461,3.226379,[50 33] ; [56 20],[55.33333333 27.66666667] ; [50.66666667 25.33333333],0
s8,1,0.086052,2.946712,[19 62] ; [27 48],[23.88461538 57.11538462] ; [22.11538462 52.88461538],0
b2,1,0.092608,2.828441,[13 40] ; [20 30],[16.98058252 36.01941748] ; [16.01941748 33.98058252],0
b3,1,0.092608,2.828441,[13 40] ; [20 30],[16.98058252 36.01941748] ; [16.01941748 33.98058252],0
p4,1,0.093912,2.806001,[30 53] ; [37 38],[35.19620253 47.80379747] ; [31.80379747 43.19620253],0
a8,1,0.099733,2.709813,[15 63] ; [ 6 58],[11.53521127 66.46478873] ; [ 9.46478873 54.53521127],0
n3,1,0.103,2.658462,[20  4] ; [19 11],[17.33333333  6.66666667] ; [21.66666667  8.33333333],0
n2,1,0.121867,2.393162,[22  4] ; [20 10],[19.5  6.5] ; [22.5  7.5],0
n5,1,0.132037,2.26839,[41 42] ; [46 29],[45.70253165 37.29746835] ; [41.29746835 33.70253165],0
p1,1,0.157943,1.993807,[ 3 78] ; [ 7 69],[ 5.15923567 75.84076433] ; [ 4.84076433 71.15923567],0
s2,1,0.187141,1.739987,[26 56] ; [31 43],[29.96153846 52.03846154] ; [27.03846154 46.96153846],0
n6,1,0.189817,1.719041,[54 29] ; [56 19],[57.78481013 25.21518987] ; [52.21518987 22.78481013],0
r3,1,0.206071,1.598819,[79  4] ; [75  1],[80.38993711  2.61006289] ; [73.61006289  2.38993711],0
s4,1,0.290061,1.119341,[14 69] ; [ 8 65],[11.70512821 71.29487179] ; [10.29487179 62.70512821],0
p9,1,0.294618,1.098398,[28 52] ; [32 42],[31.16883117 48.83116883] ; [28.83116883 45.16883117],0
a1,1,0.345579,0.889627,[ 2 81] ; [ 4 72],[ 3.13207547 79.86792453] ; [ 2.86792453 73.13207547],0
p3,1,0.357678,0.84603,[32 51] ; [24 52],[29.2327044 53.7672956] ; [26.7672956 49.2327044],0
b4,1,0.469418,0.523347,[50 33] ; [50 26],[52.20125786 30.79874214] ; [47.79874214 28.20125786],0
n4,1,0.480897,0.496828,[52 31] ; [51 24],[54.10759494 28.89240506] ; [48.89240506 26.10759494],0
s3,1,0.561048,0.337893,[41 40] ; [34 40],[39.19354839 41.80645161] ; [35.80645161 38.19354839],0
v3,1,0.602667,0.270993,[26 54] ; [20 50],[24.53333333 55.46666667] ; [21.46666667 48.53333333],0
v4,1,0.62508,0.238792,[77  6] ; [71  4],[77.74683544  5.25316456] ; [70.25316456  4.74683544],0
b1,1,0.65174,0.203713,[39 44] ; [33 43],[37.58490566 45.41509434] ; [34.41509434 41.58490566],0
p2,1,0.653393,0.201649,[54 29] ; [52 24],[55.33333333 27.66666667] ; [50.66666667 25.33333333],0
v1,1,0.717843,0.130569,[34 49] ; [29 47],[32.88679245 50.11320755] ; [30.11320755 45.88679245],0
p6,1,0.727359,0.12155,[21 62] ; [20 52],[21.95483871 61.04516129] ; [19.04516129 52.95483871],0
p7,1,0.792653,0.069099,[41 42] ; [35 39],[40.17834395 42.82165605] ; [35.82165605 38.17834395],0
b5,1,0.811456,0.056905,[52 31] ; [49 27],[52.72327044 30.27672956] ; [48.27672956 27.72327044],0
p5,1,0.835691,0.043018,[ 5 78] ; [ 4 72],[ 4.69811321 78.30188679] ; [ 4.30188679 71.69811321],0
s5,1,0.849474,0.03602,[17 62] ; [15 59],[16.52287582 62.47712418] ; [15.47712418 58.52287582],0
p11,1,0.852009,0.034803,[46 37] ; [41 35],[45.41509434 37.58490566] ; [41.58490566 34.41509434],0
s1,1,0.867599,0.027792,[ 4 79] ; [ 4 70],[ 4.22929936 78.77070064] ; [ 3.77070064 70.22929936],0
n1,1,0.92144,0.009726,[12 14] ; [13 16],[11.81818182 14.18181818] ; [13.18181818 15.81818182],0
p12,1,0.956866,0.002925,[ 1 81] ; [ 1 75],[ 1.03797468 80.96202532] ; [ 0.96202532 75.03797468],0
