Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,6e-06,20.465105,[49 13] ; [18 31],[37.42342342 24.57657658] ; [29.57657658 19.42342342],1
u3,1,0.025284,5.004333,[ 5 23] ; [12 14],[ 8.81481481 19.18518519] ; [ 8.18518519 17.81481481],0
a5,1,0.05046,3.826112,[38 26] ; [20 29],[32.84955752 31.15044248] ; [25.15044248 23.84955752],0
a4,1,0.076364,3.140631,[24 39] ; [11 38],[19.6875 43.3125] ; [15.3125 33.6875],0
s7,1,0.076673,3.134054,[23 38] ; [10 36],[18.81308411 42.18691589] ; [14.18691589 31.81308411],0
a6,1,0.093319,2.816162,[35 29] ; [19 30],[30.5840708 33.4159292] ; [23.4159292 25.5840708],0
n6,1,0.151,2.062117,[37 24] ; [23 26],[33.27272727 27.72727273] ; [26.72727273 22.27272727],0
d2,1,0.164125,1.935802,[26 37] ; [14 35],[22.5 40.5] ; [17.5 31.5],0
a1,1,0.182208,1.779522,[ 7 57] ; [ 2 47],[ 5.09734513 58.90265487] ; [ 3.90265487 45.09734513],0
s6,1,0.184225,1.763206,[26 38] ; [14 35],[22.65486726 41.34513274] ; [17.34513274 31.65486726],0
p5,1,0.192086,1.701546,[ 7 57] ; [ 2 46],[ 5.14285714 58.85714286] ; [ 3.85714286 44.14285714],0
v4,1,0.209185,1.577061,[34 28] ; [32 16],[37.2 24.8] ; [28.8 19.2],0
a7,1,0.231509,1.431567,[28 36] ; [27 22],[31.15044248 32.84955752] ; [23.84955752 25.15044248],0
n2,1,0.232408,1.426062,[18 10] ; [12 13],[15.8490566 12.1509434] ; [14.1509434 10.8490566],0
p7,1,0.27184,1.207437,[22 40] ; [22 26],[24.8 37.2] ; [19.2 28.8],0
a8,1,0.272237,1.205441,[ 6 55] ; [ 2 45],[ 4.51851852 56.48148148] ; [ 3.48148148 43.51851852],0
u1,1,0.276937,1.182059,[ 6 58] ; [ 2 47],[ 4.53097345 59.46902655] ; [ 3.46902655 45.53097345],0
a2,1,0.276937,1.182059,[ 6 58] ; [ 2 47],[ 4.53097345 59.46902655] ; [ 3.46902655 45.53097345],0
r3,1,0.31123,1.025447,[32 30] ; [30 19],[34.63063063 27.36936937] ; [27.36936937 21.63063063],0
d5,1,0.313052,1.017757,[40 24] ; [26 23],[37.38053097 26.61946903] ; [28.61946903 20.38053097],0
v2,1,0.348186,0.880056,[22 40] ; [13 35],[19.72727273 42.27272727] ; [15.27272727 32.72727273],0
p2,1,0.380201,0.770053,[36 27] ; [32 17],[38.25 24.75] ; [29.75 19.25],0
n1,1,0.38646,0.750052,[11 17] ; [ 7 18],[ 9.50943396 18.49056604] ; [ 8.49056604 16.50943396],0
b2,1,0.39272,0.730502,[15 31] ; [ 6 20],[13.41666667 32.58333333] ; [ 7.58333333 18.41666667],0
b3,1,0.39272,0.730502,[15 31] ; [ 6 20],[13.41666667 32.58333333] ; [ 7.58333333 18.41666667],0
p8,1,0.394256,0.725774,[17 47] ; [16 31],[19.02702703 44.97297297] ; [13.97297297 33.02702703],0
