Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1e-06,23.819485,[15 23] ; [70 14],[26.47540984 11.52459016] ; [58.52459016 25.47540984],1
s5,1,0.57521,0.314042,[10 28] ; [18 65],[ 8.79338843 29.20661157] ; [19.20661157 63.79338843],0
s8,1,0.578795,0.308187,[19 19] ; [46 37],[20.41322314 17.58677686] ; [44.58677686 38.41322314],0
p9,1,0.689025,0.160143,[31  6] ; [67 16],[30.21666667  6.78333333] ; [67.78333333 15.21666667],0
r2,1,0.691761,0.157186,[33  4] ; [75  7],[33.57983193  3.42016807] ; [74.42016807  7.57983193],0
n5,1,0.696747,0.151878,[28 10] ; [59 25],[27.09836066 10.90163934] ; [59.90163934 24.09836066],0
d1,1,0.714511,0.133813,[19 19] ; [45 39],[19.93442623 18.06557377] ; [44.06557377 39.93442623],0
n2,1,0.739693,0.110396,[8 4] ; [18  7],[8.43243243 3.56756757] ; [17.56756757  7.43243243],0
s3,1,0.766141,0.088463,[12 26] ; [24 59],[11.30578512 26.69421488] ; [24.69421488 58.30578512],0
p12,1,0.865905,0.028514,[ 3 34] ; [ 6 77],[ 2.775 34.225] ; [ 6.225 76.775],0
a5,1,0.875801,0.024428,[29  9] ; [63 21],[28.6557377  9.3442623] ; [63.3442623 20.6557377],0
r3,1,0.88303,0.021647,[35  3] ; [78  6],[35.19672131  2.80327869] ; [77.80327869  6.19672131],0
p10,1,0.911864,0.012252,[30  7] ; [68 15],[30.21666667  6.78333333] ; [67.78333333 15.21666667],0
a4,1,0.976243,0.000887,[15 23] ; [33 50],[15.07438017 22.92561983] ; [32.92561983 50.07438017],0
