Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,2e-06,22.247253,[11 25] ; [44 11],[21.75824176 14.24175824] ; [33.24175824 21.75824176],1
a7,1,0.012367,6.25744,[25 11] ; [23 31],[19.2 16.8] ; [28.8 25.2],0
d4,1,0.046335,3.969382,[28  8] ; [31 23],[23.6 12.4] ; [35.4 18.6],0
u2,1,0.055538,3.665861,[8 5] ; [ 7 17],[5.27027027 7.72972973] ; [ 9.72972973 14.27027027],0
r3,1,0.057596,3.605279,[23 13] ; [23 30],[18.60674157 17.39325843] ; [27.39325843 25.60674157],0
v2,1,0.115364,2.479153,[15 19] ; [15 39],[11.59090909 22.40909091] ; [18.40909091 35.59090909],0
n2,1,0.129836,2.294461,[ 7 11] ; [19 12],[9.55102041 8.44897959] ; [16.44897959 14.55102041],0
n1,1,0.159833,1.975806,[ 3 15] ; [11 20],[ 5.14285714 12.85714286] ; [ 8.85714286 22.14285714],0
s1,1,0.164718,1.930372,[ 5 31] ; [ 3 52],[ 3.16483516 32.83516484] ; [ 4.83516484 50.16483516],0
p1,1,0.193738,1.688961,[ 2 33] ; [ 8 47],[ 3.88888889 31.11111111] ; [ 6.11111111 48.88888889],0
n3,1,0.194859,1.680495,[11  6] ; [14 17],[8.85416667 8.14583333] ; [16.14583333 14.85416667],0
n6,1,0.196706,1.666667,[15 21] ; [30 24],[18. 18.] ; [27. 27.],0
p8,1,0.208723,1.58026,[ 8 27] ; [ 7 48],[ 5.83333333 29.16666667] ; [ 9.16666667 45.83333333],0
d3,1,0.227771,1.454725,[20 16] ; [23 31],[17.2 18.8] ; [25.8 28.2],0
d1,1,0.258563,1.276434,[16 20] ; [18 37],[13.45054945 22.54945055] ; [20.54945055 34.45054945],0
p6,1,0.271241,1.210459,[ 5 29] ; [ 4 50],[ 3.47727273 30.52272727] ; [ 5.52272727 48.47727273],0
r1,1,0.276518,1.184125,[13 23] ; [14 41],[10.68131868 25.31868132] ; [16.31868132 38.68131868],0
p2,1,0.280409,1.165106,[19 16] ; [23 31],[16.51685393 18.48314607] ; [25.48314607 28.51685393],0
a4,1,0.30162,1.067019,[13 23] ; [14 40],[10.8 25.2] ; [16.2 37.8],0
a3,1,0.340164,0.909813,[23 12] ; [30 24],[20.84269663 14.15730337] ; [32.15730337 21.84269663],0
p7,1,0.357199,0.847716,[10 24] ; [11 42],[ 8.20689655 25.79310345] ; [12.79310345 40.20689655],0
s8,1,0.374058,0.790139,[ 3 33] ; [ 8 47],[ 4.35164835 31.64835165] ; [ 6.64835165 48.35164835],0
d5,1,0.37683,0.781016,[23 13] ; [30 25],[20.96703297 15.03296703] ; [32.03296703 22.96703297],0
b2,1,0.405056,0.693265,[ 9 10] ; [11 20],[ 7.6 11.4] ; [12.4 18.6],0
b3,1,0.405056,0.693265,[ 9 10] ; [11 20],[ 7.6 11.4] ; [12.4 18.6],0
p3,1,0.415743,0.662317,[ 6 29] ; [ 6 48],[ 4.71910112 30.28089888] ; [ 7.28089888 46.71910112],0
a6,1,0.439662,0.597164,[16 20] ; [29 26],[17.8021978 18.1978022] ; [27.1978022 27.8021978],0
s7,1,0.463692,0.536969,[ 7 26] ; [15 38],[ 8.44186047 24.55813953] ; [13.55813953 39.44186047],0
s2,1,0.505801,0.442744,[ 7 29] ; [14 41],[ 8.30769231 27.69230769] ; [12.69230769 42.30769231],0
b4,1,0.520345,0.413209,[24 12] ; [33 22],[22.54945055 13.45054945] ; [34.45054945 20.54945055],0
s5,1,0.523127,0.407725,[ 6 28] ; [ 7 48],[ 4.96629213 29.03370787] ; [ 8.03370787 46.96629213],0
v1,1,0.528728,0.396835,[12 22] ; [15 37],[10.6744186 23.3255814] ; [16.3255814 35.6744186],0
s3,1,0.529165,0.395995,[14 20] ; [19 36],[12.60674157 21.39325843] ; [20.39325843 34.60674157],0
s4,1,0.537963,0.379328,[ 7 29] ; [ 8 47],[ 5.93406593 30.06593407] ; [ 9.06593407 45.93406593],0
b5,1,0.546226,0.364121,[20 16] ; [27 28],[18.59340659 17.40659341] ; [28.40659341 26.59340659],0
p5,1,0.548374,0.360238,[ 1 34] ; [ 3 51],[ 1.57303371 33.42696629] ; [ 2.42696629 51.57303371],0
v3,1,0.550887,0.355731,[ 7 28] ; [14 41],[ 8.16666667 26.83333333] ; [12.83333333 42.16666667],0
a5,1,0.599184,0.276228,[15 21] ; [26 29],[16.21978022 19.78021978] ; [24.78021978 30.21978022],0
s6,1,0.616917,0.250224,[10 26] ; [18 37],[11.07692308 24.92307692] ; [16.92307692 38.07692308],0
a2,1,0.66983,0.181802,[ 5 31] ; [ 6 49],[ 4.35164835 31.64835165] ; [ 6.64835165 48.35164835],0
a8,1,0.747351,0.103771,[ 2 32] ; [ 4 48],[ 2.37209302 31.62790698] ; [ 3.62790698 48.37209302],0
d2,1,0.783518,0.07548,[16 20] ; [22 31],[15.37078652 20.62921348] ; [22.62921348 30.37078652],0
b1,1,0.799056,0.064806,[18 18] ; [26 29],[17.40659341 18.59340659] ; [26.59340659 28.40659341],0
v4,1,0.819679,0.051965,[20 14] ; [31 24],[19.48314607 14.51685393] ; [31.51685393 23.48314607],0
p9,1,0.896022,0.017079,[17 18] ; [26 26],[17.29885057 17.70114943] ; [25.70114943 26.29885057],0
r2,1,0.898129,0.01639,[20 12] ; [33 21],[19.72093023 12.27906977] ; [33.27906977 20.72093023],0
p10,1,0.944335,0.004875,[16 18] ; [25 29],[15.84090909 18.15909091] ; [25.15909091 28.84090909],0
u3,1,0.949371,0.004032,[ 3 10] ; [ 6 19],[3.07894737 9.92105263] ; [ 5.92105263 19.07894737],0
u1,1,0.983503,0.000428,[ 2 34] ; [ 3 52],[ 1.97802198 34.02197802] ; [ 3.02197802 51.97802198],0
p11,1,0.988566,0.000205,[15 21] ; [23 32],[15.03296703 20.96703297] ; [22.96703297 32.03296703],0
