Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000398,12.541744,[ 6 27] ; [6 1],[ 9.9 23.1] ; [2.1 4.9],1
p8,1,0.000642,11.648901,[ 4 29] ; [5 2],[ 7.425 25.575] ; [1.575 5.425],1
s6,1,0.008454,6.934653,[ 7 26] ; [5 2],[ 9.9 23.1] ; [2.1 4.9],0
p10,1,0.013092,6.156596,[11 21] ; [6 1],[13.94871795 18.05128205] ; [3.05128205 3.94871795],0
r1,1,0.015477,5.861299,[ 8 25] ; [5 2],[10.725 22.275] ; [2.275 4.725],0
s8,1,0.023056,5.164248,[ 3 30] ; [3 4],[ 4.95 28.05] ; [1.05 5.95],0
p9,1,0.024473,5.060829,[12 19] ; [6 1],[14.68421053 16.31578947] ; [3.31578947 3.68421053],0
v4,1,0.037468,4.329004,[14 19] ; [6 1],[16.5 16.5] ; [3.5 3.5],0
d3,1,0.041209,4.167388,[10 23] ; [5 2],[12.375 20.625] ; [2.625 4.375],0
d2,1,0.084471,2.976706,[ 8 25] ; [4 3],[ 9.9 23.1] ; [2.1 4.9],0
a5,1,0.08827,2.905637,[12 21] ; [5 2],[14.025 18.975] ; [2.975 4.025],0
n4,1,0.162785,1.94816,[19 14] ; [2 5],[17.325 15.675] ; [3.675 3.325],0
p2,1,0.162785,1.94816,[14 19] ; [5 2],[15.675 17.325] ; [3.325 3.675],0
a6,1,0.237256,1.396825,[11 22] ; [4 3],[12.375 20.625] ; [2.625 4.375],0
a8,1,0.30451,1.054339,[ 4 27] ; [2 5],[ 4.89473684 26.10526316] ; [1.10526316 5.89473684],0
n5,1,0.308063,1.038961,[21 12] ; [3 4],[19.8 13.2] ; [4.2 2.8],0
b5,1,0.336095,0.92527,[17 16] ; [5 2],[18.15 14.85] ; [3.85 3.15],0
v2,1,0.366273,0.816269,[10 22] ; [1 6],[ 9.02564103 22.97435897] ; [1.97435897 5.02564103],0
b4,1,0.388662,0.743123,[23 10] ; [6 1],[23.925  9.075] ; [5.075 1.925],0
s3,1,0.4188,0.653679,[ 5 27] ; [2 5],[ 5.74358974 26.25641026] ; [1.25641026 5.74358974],0
s5,1,0.45299,0.563161,[ 2 31] ; [1 6],[ 2.475 30.525] ; [0.525 6.475],0
s7,1,0.468981,0.524376,[ 5 25] ; [2 5],[ 5.67567568 24.32432432] ; [1.32432432 5.67567568],0
d5,1,0.477099,0.505488,[14 19] ; [4 3],[14.85 18.15] ; [3.15 3.85],0
p6,1,0.487525,0.481984,[ 2 29] ; [1 6],[ 2.44736842 28.55263158] ; [0.55263158 6.44736842],0
n6,1,0.622496,0.242375,[15 17] ; [4 3],[15.58974359 16.41025641] ; [3.41025641 3.58974359],0
d1,1,0.671918,0.179367,[ 7 26] ; [2 5],[ 7.425 25.575] ; [1.575 5.425],0
v3,1,0.677318,0.17316,[ 3 30] ; [1 6],[ 3.3 29.7] ; [0.7 6.3],0
s1,1,0.677318,0.17316,[ 3 30] ; [1 6],[ 3.3 29.7] ; [0.7 6.3],0
v1,1,0.677318,0.17316,[ 7 26] ; [1 6],[ 6.6 26.4] ; [1.4 5.6],0
a7,1,0.677318,0.17316,[16 17] ; [4 3],[16.5 16.5] ; [3.5 3.5],0
u3,1,0.695895,0.152778,[ 3 15] ; [1 3],[ 3.27272727 14.72727273] ; [0.72727273 3.27272727],0
a4,1,0.805364,0.060719,[ 6 27] ; [1 6],[ 5.775 27.225] ; [1.225 5.775],0
a3,1,0.846838,0.037309,[15 17] ; [3 4],[14.76923077 17.23076923] ; [3.23076923 3.76923077],0
s2,1,0.875024,0.024737,[ 4 29] ; [1 6],[ 4.125 28.875] ; [0.875 6.125],0
b2,1,0.918299,0.010522,[ 8 14] ; [1 2],[ 7.92 14.08] ; [1.08 1.92],0
b3,1,0.918299,0.010522,[ 8 14] ; [1 2],[ 7.92 14.08] ; [1.08 1.92],0
n2,1,0.937193,0.006209,[8 9] ; [1 1],[8.05263158 8.94736842] ; [0.94736842 1.05263158],0
d4,1,0.98321,0.000443,[19 14] ; [4 3],[18.975 14.025] ; [4.025 2.975],0
b1,1,0.98321,0.000443,[19 14] ; [4 3],[18.975 14.025] ; [4.025 2.975],0
