Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,33.884168,[113 112] ; [93 19],[137.53709199  87.46290801] ; [68.46290801 43.53709199],1
p7,1,0.0,26.451851,[113 107] ; [88 21],[134.40729483  85.59270517] ; [66.59270517 42.40729483],1
p8,1,3e-06,22.070596,[ 89 134] ; [74 36],[109.15615616 113.84384384] ; [53.84384384 56.15615616],1
p3,1,0.000208,13.753758,[ 90 134] ; [69 43],[106. 118.] ; [53. 59.],1
p5,1,0.003715,8.418065,[ 10 211] ; [15 97],[ 16.59159159 204.40840841] ; [  8.40840841 103.59159159],0
s8,1,0.006927,7.291925,[101 123] ; [68 44],[112.66666667 111.33333333] ; [56.33333333 55.66666667],0
n4,1,0.009327,6.759119,[167  58] ; [97 15],[176.2611276  48.7388724] ; [87.7388724 24.2611276],0
d2,1,0.016445,5.754696,[ 93 131] ; [62 50],[103.33333333 120.66666667] ; [51.66666667 60.33333333],0
d4,1,0.01979,5.430303,[172  52] ; [98 14],[180.  44.] ; [90. 22.],0
n5,1,0.036138,4.390583,[165  60] ; [92 18],[172.6119403  52.3880597] ; [84.3880597 25.6119403],0
p12,1,0.043192,4.087878,[ 11 214] ; [12 99],[ 15.40178571 209.59821429] ; [  7.59821429 103.40178571],0
r3,1,0.046164,3.975586,[213  12] ; [111   1],[216.32047478   8.67952522] ; [107.67952522   4.32047478],0
b3,1,0.052351,3.764518,[36 97] ; [29 43],[42.17073171 90.82926829] ; [22.82926829 49.17073171],0
b2,1,0.052351,3.764518,[36 97] ; [29 43],[42.17073171 90.82926829] ; [22.82926829 49.17073171],0
b1,1,0.054079,3.710246,[ 80 145] ; [52 60],[ 88.1305638 136.8694362] ; [43.8694362 68.1305638],0
s7,1,0.058266,3.586067,[104 114] ; [63 44],[112.01846154 105.98153846] ; [54.98153846 52.01846154],0
p2,1,0.061938,3.484708,[179  44] ; [99 13],[185.05671642  37.94328358] ; [92.94328358 19.05671642],0
v2,1,0.078635,3.0929,[109 101] ; [69 42],[116.44859813  93.55140187] ; [61.55140187 49.44859813],0
r4,1,0.079119,3.082905,[197  28] ; [105   7],[201.63204748  23.36795252] ; [100.36795252  11.63204748],0
p11,1,0.094384,2.797963,[171  54] ; [94 18],[176.92878338  48.07121662] ; [88.07121662 23.92878338],0
d1,1,0.109949,2.55495,[120 105] ; [70 42],[126.85459941  98.14540059] ; [63.14540059 48.85459941],0
p9,1,0.131178,2.278513,[181  43] ; [97 14],[185.88656716  38.11343284] ; [92.11343284 18.88656716],0
v1,1,0.145526,2.118535,[109 106] ; [64 44],[115.15479876  99.84520124] ; [57.84520124 50.15479876],0
p1,1,0.151494,2.057143,[ 11 213] ; [ 10 102],[ 14. 210.] ; [  7. 105.],0
a4,1,0.170106,1.882011,[ 85 138] ; [51 60],[ 90.80239521 132.19760479] ; [45.19760479 65.80239521],0
n2,1,0.186288,1.746732,[44 16] ; [9 7],[41.84210526 18.15789474] ; [11.15789474  4.84210526],0
n6,1,0.191167,1.708603,[184  41] ; [97 14],[188.16964286  36.83035714] ; [92.83035714 18.16964286],0
r2,1,0.244208,1.35614,[206  18] ; [104   5],[208.52852853  15.47147147] ; [101.47147147   7.52852853],0
a1,1,0.25855,1.276503,[  8 217] ; [  7 105],[ 10.0148368 214.9851632] ; [  4.9851632 107.0148368],0
s4,1,0.270918,1.212091,[ 39 185] ; [14 96],[ 35.54491018 188.45508982] ; [17.45508982 92.54491018],0
s2,1,0.273881,1.197205,[117 107] ; [65 46],[121.69552239 102.30447761] ; [60.30447761 50.69552239],0
d5,1,0.274,1.196609,[179  45] ; [95 17],[182.66666667  41.33333333] ; [91.33333333 20.66666667],0
a6,1,0.274081,1.196208,[161  63] ; [74 38],[156.66666667  67.33333333] ; [78.33333333 33.66666667],0
r1,1,0.28271,1.154016,[177  47] ; [94 18],[180.66666667  43.33333333] ; [90.33333333 21.66666667],0
p10,1,0.301534,1.067395,[174  50] ; [90 19],[177.58558559  46.41441441] ; [86.41441441 22.58558559],0
u4,1,0.381684,0.765271,[  6 219] ; [  5 107],[  7.34421365 217.65578635] ; [  3.65578635 108.34421365],0
u1,1,0.466747,0.529667,[ 37 188] ; [22 90],[ 39.39169139 185.60830861] ; [19.60830861 92.39169139],0
b5,1,0.497674,0.459894,[151  74] ; [71 41],[148.21958457  76.78041543] ; [73.78041543 38.21958457],0
d3,1,0.504421,0.445623,[152  72] ; [80 32],[154.66666667  69.33333333] ; [77.33333333 34.66666667],0
s1,1,0.527634,0.398947,[  7 216] ; [  5 106],[  8.01197605 214.98802395] ; [  3.98802395 107.01197605],0
