Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.016128,5.788893,[ 5 11] ; [6 1],[7.65217391 8.34782609] ; [3.34782609 3.65217391],0
p10,1,0.056478,3.637908,[ 2 13] ; [4 4],[ 3.91304348 11.08695652] ; [2.08695652 5.91304348],0
a4,1,0.073638,3.2,[ 4 12] ; [5 3],[ 6. 10.] ; [3. 5.],0
n2,1,0.078983,3.085714,[1 5] ; [4 2],[2.5 3.5] ; [2.5 3.5],0
s7,1,0.147299,2.1,[ 2 12] ; [3 4],[ 3.33333333 10.66666667] ; [1.66666667 5.33333333],0
p9,1,0.166337,1.915646,[ 3 11] ; [4 4],[4.45454545 9.54545455] ; [2.54545455 5.45454545],0
p1,1,0.19043,1.714286,[ 1 15] ; [2 6],[ 2. 14.] ; [1. 7.],0
a2,1,0.19043,1.714286,[ 1 15] ; [2 6],[ 2. 14.] ; [1. 7.],0
b1,1,0.204008,1.613445,[10  6] ; [7 1],[11.33333333  4.66666667] ; [5.66666667 2.33333333],0
d3,1,0.246566,1.342657,[ 6 10] ; [5 3],[7.33333333 8.66666667] ; [3.66666667 4.33333333],0
p2,1,0.246566,1.342657,[ 6 10] ; [5 3],[7.33333333 8.66666667] ; [3.66666667 4.33333333],0
d1,1,0.317311,1.0,[ 3 13] ; [3 5],[ 4. 12.] ; [2. 6.],0
u3,1,0.325892,0.965152,[2 9] ; [1 1],[2.53846154 8.46153846] ; [0.46153846 1.53846154],0
p4,1,0.371093,0.8,[ 5 11] ; [4 4],[ 6. 10.] ; [3. 5.],0
d4,1,0.371093,0.8,[9 7] ; [6 2],[10.  6.] ; [5. 3.],0
b4,1,0.371093,0.8,[9 7] ; [6 2],[10.  6.] ; [5. 3.],0
n4,1,0.386476,0.75,[9 7] ; [3 5],[8. 8.] ; [4. 4.],0
v2,1,0.432738,0.615463,[ 4 11] ; [1 7],[ 3.26086957 11.73913043] ; [1.73913043 6.26086957],0
s4,1,0.477197,0.505263,[ 4 12] ; [1 7],[ 3.33333333 12.66666667] ; [1.66666667 6.33333333],0
p8,1,0.482016,0.494298,[ 2 13] ; [2 6],[ 2.60869565 12.39130435] ; [1.39130435 6.60869565],0
n1,1,0.504985,0.444444,[2 4] ; [1 5],[1.5 4.5] ; [1.5 4.5],0
p11,1,0.525358,0.403361,[ 4 12] ; [3 5],[ 4.66666667 11.33333333] ; [2.33333333 5.66666667],0
a5,1,0.558185,0.342857,[ 6 10] ; [4 4],[6.66666667 9.33333333] ; [3.33333333 4.66666667],0
d5,1,0.562343,0.335664,[8 8] ; [3 5],[7.33333333 8.66666667] ; [3.66666667 4.33333333],0
a8,1,0.562591,0.335238,[ 1 14] ; [1 6],[ 1.36363636 13.63636364] ; [0.63636364 6.36363636],0
p12,1,0.601508,0.272727,[ 1 15] ; [1 7],[ 1.33333333 14.66666667] ; [0.66666667 7.33333333],0
a1,1,0.601508,0.272727,[ 1 15] ; [1 7],[ 1.33333333 14.66666667] ; [0.66666667 7.33333333],0
s8,1,0.601508,0.272727,[ 1 15] ; [1 7],[ 1.33333333 14.66666667] ; [0.66666667 7.33333333],0
s1,1,0.601508,0.272727,[ 1 15] ; [1 7],[ 1.33333333 14.66666667] ; [0.66666667 7.33333333],0
v3,1,0.698535,0.15,[ 3 13] ; [1 7],[ 2.66666667 13.33333333] ; [1.33333333 6.66666667],0
s2,1,0.698535,0.15,[ 3 13] ; [1 7],[ 2.66666667 13.33333333] ; [1.33333333 6.66666667],0
s5,1,0.698535,0.15,[ 3 13] ; [1 7],[ 2.66666667 13.33333333] ; [1.33333333 6.66666667],0
d2,1,0.750824,0.10084,[ 5 11] ; [2 6],[ 4.66666667 11.33333333] ; [2.33333333 5.66666667],0
s6,1,0.750824,0.10084,[ 5 11] ; [2 6],[ 4.66666667 11.33333333] ; [2.33333333 5.66666667],0
n5,1,0.759463,0.09375,[11  5] ; [5 3],[10.66666667  5.33333333] ; [5.33333333 2.66666667],0
p7,1,0.769698,0.085714,[7 9] ; [3 5],[6.66666667 9.33333333] ; [3.33333333 4.66666667],0
n6,1,0.772059,0.083916,[7 9] ; [4 4],[7.33333333 8.66666667] ; [3.66666667 4.33333333],0
a6,1,0.772059,0.083916,[9 7] ; [4 4],[8.66666667 7.33333333] ; [4.33333333 3.66666667],0
b5,1,0.772059,0.083916,[9 7] ; [4 4],[8.66666667 7.33333333] ; [4.33333333 3.66666667],0
s3,1,0.781867,0.076667,[ 3 12] ; [2 6],[ 3.26086957 11.73913043] ; [1.73913043 6.26086957],0
b2,1,0.889243,0.019394,[3 7] ; [2 4],[3.125 6.875] ; [1.875 4.125],0
b3,1,0.889243,0.019394,[3 7] ; [2 4],[3.125 6.875] ; [1.875 4.125],0
u2,1,0.905581,0.014069,[5 6] ; [1 1],[5.07692308 5.92307692] ; [0.92307692 1.07692308],0
p6,1,0.954928,0.003194,[ 2 13] ; [1 7],[ 1.95652174 13.04347826] ; [1.04347826 6.95652174],0
n3,1,1.0,0.0,[2 4] ; [2 4],[2. 4.] ; [2. 4.],0
a7,1,1.0,0.0,[ 6 10] ; [3 5],[ 6. 10.] ; [3. 5.],0
p3,1,1.0,0.0,[ 4 12] ; [2 6],[ 4. 12.] ; [2. 6.],0
v4,1,1.0,0.0,[ 6 10] ; [3 5],[ 6. 10.] ; [3. 5.],0
v1,1,1.0,0.0,[ 4 12] ; [2 6],[ 4. 12.] ; [2. 6.],0
