Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,66.060839,[205  36] ; [64 76],[170.15485564  70.84514436] ; [98.84514436 41.15485564],1
s6,1,1.7e-05,18.508997,[230  19] ; [107  32],[216.27061856  32.72938144] ; [120.72938144  18.27061856],1
a3,1,6.5e-05,15.936686,[210  42] ; [94 49],[193.9443038  58.0556962] ; [110.0556962  32.9443038],1
v1,1,0.000537,11.982757,[160  84] ; [66 73],[143.97911227 100.02088773] ; [82.02088773 56.97911227],1
p3,1,0.000604,11.764524,[154  99] ; [61 81],[137.70886076 115.29113924] ; [77.29113924 64.70886076],1
n1,1,0.000612,11.73841,[27 21] ; [ 6 27],[19.55555556 28.44444444] ; [13.44444444 19.55555556],1
a7,1,0.002235,9.345765,[174  78] ; [118  24],[186.76142132  65.23857868] ; [105.23857868  36.76142132],0
d1,1,0.002927,8.852411,[179  74] ; [80 63],[165.47222222  87.52777778] ; [93.52777778 49.47222222],0
p6,1,0.004357,8.128833,[126 124] ; [50 91],[112.53196931 137.46803069] ; [63.46803069 77.53196931],0
d2,1,0.004854,7.93319,[146 107] ; [61 81],[132.58481013 120.41518987] ; [74.41518987 67.58481013],0
p4,1,0.006715,7.347599,[180  72] ; [83 60],[167.78734177  84.21265823] ; [95.21265823 47.78734177],0
s3,1,0.007353,7.184754,[229  23] ; [115  26],[220.58015267  31.41984733] ; [123.41984733  17.58015267],0
a5,1,0.007585,7.128958,[205  48] ; [99 44],[194.22222222  58.77777778] ; [109.77777778  33.22222222],0
b2,1,0.010667,6.519952,[75 96] ; [19 53],[ 66.14814815 104.85185185] ; [27.85185185 44.14814815],0
b3,1,0.010667,6.519952,[75 96] ; [19 53],[ 66.14814815 104.85185185] ; [27.85185185 44.14814815],0
p8,1,0.012103,6.295713,[149 101] ; [66 76],[137.11734694 112.88265306] ; [77.88265306 64.11734694],0
d5,1,0.015356,5.875129,[219  33] ; [110  32],[210.42639594  41.57360406] ; [118.57360406  23.42639594],0
v3,1,0.019097,5.492593,[117 125] ; [50 89],[106.07349081 135.92650919] ; [60.92650919 78.07349081],0
u1,1,0.026728,4.908326,[ 63 190] ; [ 22 121],[ 54.30555556 198.69444444] ; [ 30.69444444 112.30555556],0
r4,1,0.041073,4.172992,[239  14] ; [127  16],[233.83333333  19.16666667] ; [132.16666667  10.83333333],0
v2,1,0.045479,4.000782,[152  89] ; [72 65],[142.81481481  98.18518519] ; [81.18518519 55.81481481],0
n5,1,0.050716,3.817613,[210  42] ; [106  35],[202.6259542  49.3740458] ; [113.3740458  27.6259542],0
v4,1,0.054097,3.709694,[247   4] ; [135   7],[243.97455471   7.02544529] ; [138.02544529   3.97455471],0
p5,1,0.062763,3.462819,[ 39 209] ; [ 13 130],[ 32.98209719 215.01790281] ; [ 19.01790281 123.98209719],0
p7,1,0.067673,3.338587,[178  66] ; [89 50],[170.09921671  73.90078329] ; [96.90078329 42.09921671],0
s5,1,0.070748,3.265583,[127 112] ; [60 78],[118.54907162 120.45092838] ; [68.45092838 69.54907162],0
p12,1,0.084878,2.968922,[ 36 216] ; [ 12 131],[ 30.62278481 221.37721519] ; [ 17.37721519 125.62278481],0
n6,1,0.093461,2.813721,[226  25] ; [118  22],[220.8286445  30.1713555] ; [123.1713555  16.8286445],0
b4,1,0.104605,2.633892,[138 115] ; [90 53],[145.66666667 107.33333333] ; [82.33333333 60.66666667],0
n4,1,0.124904,2.354729,[209  44] ; [109  34],[203.16666667  49.83333333] ; [114.83333333  28.16666667],0
a4,1,0.128869,2.306072,[128 125] ; [61 82],[120.75 132.25] ; [68.25 74.75],0
a2,1,0.158695,1.986622,[ 75 178] ; [ 33 110],[ 69. 184.] ; [ 39. 104.],0
p1,1,0.178371,1.811149,[ 28 223] ; [ 10 133],[ 24.20812183 226.79187817] ; [ 13.79187817 129.20812183],0
r1,1,0.205244,1.604661,[210  42] ; [111  31],[205.30964467  46.69035533] ; [115.69035533  26.30964467],0
r2,1,0.274813,1.192563,[243   7] ; [135   7],[241.07142857   8.92857143] ; [136.92857143   5.07142857],0
u3,1,0.29624,1.091044,[31 12] ; [29 18],[28.66666667 14.33333333] ; [31.33333333 15.66666667],0
p9,1,0.566546,0.328496,[242  11] ; [134   8],[240.83037975  12.16962025] ; [135.16962025   6.83037975],0
d4,1,0.57767,0.310016,[220  32] ; [122  21],[218.18734177  33.81265823] ; [123.81265823  19.18734177],0
s4,1,0.608664,0.262125,[ 57 194] ; [ 35 105],[ 59.05882353 191.94117647] ; [ 32.94117647 107.05882353],0
n3,1,0.617343,0.249619,[37 12] ; [24 10],[36.01204819 12.98795181] ; [24.98795181  9.01204819],0
p11,1,0.636691,0.223096,[210  43] ; [116  27],[208.27777778  44.72222222] ; [117.72222222  25.27777778],0
d3,1,0.656963,0.197234,[180  73] ; [104  38],[181.90379747  71.09620253] ; [102.09620253  39.90379747],0
r3,1,0.66609,0.186209,[246   7] ; [136   5],[245.29441624   7.70558376] ; [136.70558376   4.29441624],0
b5,1,0.721198,0.127348,[155  98] ; [85 58],[153.33333333  99.66666667] ; [86.66666667 56.33333333],0
b1,1,0.729525,0.119548,[100 153] ; [54 89],[ 98.38888889 154.61111111] ; [55.61111111 87.38888889],0
s1,1,0.773518,0.082815,[ 11 241] ; [  7 133],[ 11.57142857 240.42857143] ; [  6.42857143 133.57142857],0
p2,1,0.802879,0.062312,[219  33] ; [123  20],[218.18734177  33.81265823] ; [123.81265823  19.18734177],0
u2,1,0.915268,0.01132,[27 16] ; [29 18],[26.75555556 16.24444444] ; [29.24444444 17.75555556],0
a8,1,0.929186,0.007898,[ 36 198] ; [ 20 113],[ 35.70572207 198.29427793] ; [ 20.29427793 112.70572207],0
a6,1,0.962354,0.002228,[168  84] ; [95 48],[167.78734177  84.21265823] ; [95.21265823 47.78734177],0
n2,1,0.982998,0.000454,[40  9] ; [27  6],[40.03658537  8.96341463] ; [26.96341463  6.03658537],0
a1,1,0.990466,0.000143,[ 16 237] ; [  9 134],[ 15.97222222 237.02777778] ; [  9.02777778 133.97222222],0
