Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000166,14.180096,[34  6] ; [ 9 14],[27.3015873 12.6984127] ; [15.6984127  7.3015873],1
u3,1,0.00033,12.89099,[ 1 16] ; [6 2],[ 4.76 12.24] ; [2.24 5.76],1
d2,1,0.007819,7.074377,[22 17] ; [ 5 18],[16.98387097 22.01612903] ; [10.01612903 12.98387097],0
r2,1,0.051578,3.789391,[29  9] ; [12 11],[25.54098361 12.45901639] ; [15.45901639  7.54098361],0
a1,1,0.057662,3.603378,[ 9 31] ; [ 1 22],[ 6.34920635 33.65079365] ; [ 3.65079365 19.34920635],0
d4,1,0.063433,3.445268,[20 20] ; [17  6],[23.49206349 16.50793651] ; [13.50793651  9.49206349],0
a5,1,0.073174,3.210353,[25 15] ; [ 9 14],[21.58730159 18.41269841] ; [12.41269841 10.58730159],0
n1,1,0.075585,3.157358,[13 10] ; [3 9],[10.51428571 12.48571429] ; [5.48571429 6.51428571],0
s3,1,0.138085,2.199167,[13 24] ; [ 4 19],[10.48333333 26.51666667] ; [ 6.51666667 16.48333333],0
d1,1,0.138792,2.191304,[16 24] ; [ 5 18],[13.33333333 26.66666667] ; [ 7.66666667 15.33333333],0
s5,1,0.164658,1.930919,[ 9 31] ; [ 2 21],[ 6.98412698 33.01587302] ; [ 4.01587302 18.98412698],0
a6,1,0.225116,1.471454,[22 18] ; [ 9 14],[19.68253968 20.31746032] ; [11.31746032 11.68253968],0
b2,1,0.23478,1.411667,[13 19] ; [2 8],[11.42857143 20.57142857] ; [3.57142857 6.42857143],0
b3,1,0.23478,1.411667,[13 19] ; [2 8],[11.42857143 20.57142857] ; [3.57142857 6.42857143],0
s2,1,0.237147,1.397473,[ 8 32] ; [ 2 21],[ 6.34920635 33.65079365] ; [ 3.65079365 19.34920635],0
r4,1,0.237147,1.397473,[ 8 32] ; [ 2 21],[ 6.34920635 33.65079365] ; [ 3.65079365 19.34920635],0
s6,1,0.242753,1.364535,[14 25] ; [ 5 18],[11.9516129 27.0483871] ; [ 7.0483871 15.9516129],0
p2,1,0.257745,1.280829,[13 26] ; [11 12],[15.09677419 23.90322581] ; [ 8.90322581 14.09677419],0
p7,1,0.262357,1.256276,[ 8 29] ; [ 8 15],[ 9.86666667 27.13333333] ; [ 6.13333333 16.86666667],0
n6,1,0.262692,1.254515,[21 18] ; [ 9 14],[18.87096774 20.12903226] ; [11.12903226 11.87096774],0
a4,1,0.286204,1.137394,[15 23] ; [ 6 17],[13.08196721 24.91803279] ; [ 7.91803279 15.08196721],0
s8,1,0.317736,0.998245,[ 7 32] ; [ 2 21],[ 5.66129032 33.33870968] ; [ 3.33870968 19.66129032],0
p3,1,0.331269,0.943932,[13 26] ; [ 5 18],[11.32258065 27.67741935] ; [ 6.67741935 16.32258065],0
p1,1,0.336308,0.924457,[ 7 33] ; [ 2 21],[ 5.71428571 34.28571429] ; [ 3.28571429 19.71428571],0
b1,1,0.427732,0.628975,[22 18] ; [15  8],[23.49206349 16.50793651] ; [13.50793651  9.49206349],0
d3,1,0.45827,0.550118,[17 23] ; [12 11],[18.41269841 21.58730159] ; [10.58730159 12.41269841],0
s1,1,0.470503,0.520795,[ 3 37] ; [ 3 20],[ 3.80952381 36.19047619] ; [ 2.19047619 20.80952381],0
v4,1,0.519798,0.414293,[21 19] ; [14  9],[22.22222222 17.77777778] ; [12.77777778 10.22222222],0
p4,1,0.522436,0.409081,[ 9 30] ; [ 7 16],[10.06451613 28.93548387] ; [ 5.93548387 17.06451613],0
v1,1,0.54426,0.367702,[11 29] ; [ 8 15],[12.06349206 27.93650794] ; [ 6.93650794 16.06349206],0
n2,1,0.554949,0.348525,[12 11] ; [5 7],[11.17142857 11.82857143] ; [5.82857143 6.17142857],0
b5,1,0.583066,0.301304,[18 22] ; [12 11],[19.04761905 20.95238095] ; [10.95238095 12.04761905],0
b4,1,0.64053,0.218049,[25 15] ; [13 10],[24.12698413 15.87301587] ; [13.87301587  9.12698413],0
a2,1,0.643654,0.213995,[ 5 35] ; [ 2 21],[ 4.44444444 35.55555556] ; [ 2.55555556 20.44444444],0
