Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000166,14.180096,[34  6] ; [ 9 14],[27.3015873 12.6984127] ; [15.6984127  7.3015873],1
r1,1,0.650369,0.205435,[18 22] ; [ 9 14],[17.14285714 22.85714286] ; [ 9.85714286 13.14285714],0
u2,1,0.68591,0.163549,[ 5 12] ; [3 5],[ 5.44 11.56] ; [2.56 5.44],0
p10,1,0.697282,0.151315,[15 24] ; [10 13],[15.72580645 23.27419355] ; [ 9.27419355 13.72580645],0
a3,1,0.714078,0.134238,[23 15] ; [15  8],[23.67213115 14.32786885] ; [14.32786885  8.67213115],0
p8,1,0.714794,0.133536,[ 9 30] ; [ 6 16],[ 9.59016393 29.40983607] ; [ 5.40983607 16.59016393],0
d5,1,0.828461,0.046949,[22 18] ; [12 11],[21.58730159 18.41269841] ; [12.41269841 10.58730159],0
s4,1,0.830809,0.045652,[ 6 34] ; [ 3 20],[ 5.71428571 34.28571429] ; [ 3.28571429 19.71428571],0
p9,1,0.868597,0.027371,[16 21] ; [10 12],[16.30508475 20.69491525] ; [ 9.69491525 12.30508475],0
s7,1,0.884083,0.021256,[ 7 31] ; [ 4 16],[ 7.20689655 30.79310345] ; [ 3.79310345 16.20689655],0
v3,1,0.908775,0.013129,[ 8 31] ; [ 5 18],[ 8.17741935 30.82258065] ; [ 4.82258065 18.17741935],0
a7,1,0.939784,0.005707,[17 23] ; [10 13],[17.14285714 22.85714286] ; [ 9.85714286 13.14285714],0
n3,1,0.965787,0.00184,[ 9 13] ; [5 7],[ 9.05882353 12.94117647] ; [4.94117647 7.05882353],0
p11,1,0.971121,0.001311,[12 28] ; [ 7 16],[12.06349206 27.93650794] ; [ 6.93650794 16.06349206],0
v2,1,0.989763,0.000165,[ 5 33] ; [ 3 20],[ 4.98360656 33.01639344] ; [ 3.01639344 19.98360656],0
