Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,5e-06,21.02558,[69 27] ; [14 31],[56.5106383 39.4893617] ; [26.4893617 18.5106383],1
a6,1,5.7e-05,16.193966,[69 28] ; [16 29],[58.06338028 38.93661972] ; [26.93661972 18.06338028],1
d5,1,0.00016,14.254901,[76 21] ; [21 24],[66.26056338 30.73943662] ; [30.73943662 14.26056338],1
p10,1,0.003404,8.57732,[67 27] ; [20 24],[59.26086957 34.73913043] ; [27.73913043 16.26086957],0
d1,1,0.003431,8.562952,[49 48] ; [11 34],[40.98591549 56.01408451] ; [19.01408451 25.98591549],0
p9,1,0.005823,7.604235,[74 20] ; [24 19],[67.24087591 26.75912409] ; [30.75912409 12.24087591],0
p2,1,0.01086,6.488032,[70 26] ; [23 22],[63.31914894 32.68085106] ; [29.68085106 15.31914894],0
n5,1,0.013311,6.127237,[25 72] ; [21 24],[31.42253521 65.57746479] ; [14.57746479 30.42253521],0
d4,1,0.014371,5.991963,[80 17] ; [28 16],[74.29787234 22.70212766] ; [33.70212766 10.29787234],0
s7,1,0.014797,5.940497,[27 68] ; [ 4 38],[21.49635036 73.50364964] ; [ 9.50364964 32.49635036],0
p8,1,0.016639,5.734095,[36 59] ; [ 8 37],[29.85714286 65.14285714] ; [14.14285714 30.85714286],0
s6,1,0.035463,4.422766,[52 44] ; [15 28],[46.27338129 49.72661871] ; [20.72661871 22.27338129],0
r3,1,0.047347,3.933017,[88  8] ; [36  9],[84.42553191 11.57446809] ; [39.57446809  5.42553191],0
r1,1,0.051579,3.789382,[68 29] ; [24 21],[62.84507042 34.15492958] ; [29.15492958 15.84507042],0
b1,1,0.051579,3.789382,[29 68] ; [21 24],[34.15492958 62.84507042] ; [15.84507042 29.15492958],0
v3,1,0.078311,3.099621,[25 67] ; [ 6 38],[20.97058824 71.02941176] ; [10.02941176 33.97058824],0
s8,1,0.083702,2.991513,[26 71] ; [ 6 38],[22.0141844 74.9858156] ; [ 9.9858156 34.0141844],0
b5,1,0.11646,2.464288,[63 34] ; [23 22],[58.74647887 38.25352113] ; [27.25352113 17.74647887],0
u1,1,0.126257,2.337931,[ 9 88] ; [ 1 44],[ 6.83098592 90.16901408] ; [ 3.16901408 41.83098592],0
v2,1,0.145375,2.120126,[43 49] ; [14 28],[39.13432836 52.86567164] ; [17.86567164 24.13432836],0
a8,1,0.168609,1.895271,[ 2 90] ; [ 3 40],[ 3.40740741 88.59259259] ; [ 1.59259259 41.40740741],0
u2,1,0.207109,1.591521,[21 18] ; [ 9 15],[18.57142857 20.42857143] ; [11.42857143 12.57142857],0
a3,1,0.221996,1.491425,[57 40] ; [21 23],[53.65957447 43.34042553] ; [24.34042553 19.65957447],0
n2,1,0.239049,1.386193,[20 15] ; [18  7],[22.16666667 12.83333333] ; [15.83333333  9.16666667],0
s2,1,0.270185,1.21581,[38 59] ; [13 31],[35.08510638 61.91489362] ; [15.91489362 28.08510638],0
a4,1,0.282611,1.154493,[22 75] ; [14 31],[24.5915493 72.4084507] ; [11.4084507 33.5915493],0
