Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.005322,7.766544,[14  3] ; [2 6],[10.88  6.12] ; [5.12 2.88],0
n4,1,0.032189,4.588426,[12  5] ; [2 6],[9.52 7.48] ; [4.48 3.52],0
d5,1,0.063787,3.436086,[11  6] ; [2 6],[8.84 8.16] ; [4.16 3.84],0
a7,1,0.114324,2.493401,[10  7] ; [2 6],[8.16 8.84] ; [3.84 4.16],0
p11,1,0.115184,2.481618,[12  5] ; [3 5],[10.2  6.8] ; [4.8 3.2],0
d2,1,0.151623,2.05585,[ 7 10] ; [1 7],[ 5.44 11.56] ; [2.56 5.44],0
p4,1,0.185659,1.75173,[13  4] ; [4 4],[11.56  5.44] ; [5.44 2.56],0
v4,1,0.185659,1.75173,[13  4] ; [4 4],[11.56  5.44] ; [5.44 2.56],0
a6,1,0.189225,1.723644,[9 8] ; [2 6],[7.48 9.52] ; [3.52 4.48],0
d1,1,0.236386,1.402019,[ 6 11] ; [1 7],[ 4.76 12.24] ; [2.24 5.76],0
r4,1,0.236386,1.402019,[ 6 11] ; [1 7],[ 4.76 12.24] ; [2.24 5.76],0
n2,1,0.310494,1.028571,[6 3] ; [1 2],[5.25 3.75] ; [1.75 1.25],0
b1,1,0.317113,1.000817,[12  5] ; [4 4],[10.88  6.12] ; [5.12 2.88],0
n6,1,0.371093,0.8,[11  5] ; [4 4],[10.  6.] ; [5. 3.],0
p8,1,0.435366,0.608466,[10  5] ; [4 4],[9.13043478 5.86956522] ; [4.86956522 3.13043478],0
r2,1,0.48384,0.490196,[11  6] ; [4 4],[10.2  6.8] ; [4.8 3.2],0
v3,1,0.520146,0.413603,[ 4 13] ; [1 7],[ 3.4 13.6] ; [1.6 6.4],0
s6,1,0.540291,0.375,[ 6 10] ; [2 6],[ 5.33333333 10.66666667] ; [2.66666667 5.33333333],0
p9,1,0.558185,0.342857,[10  6] ; [4 4],[9.33333333 6.66666667] ; [4.66666667 3.33333333],0
s2,1,0.606759,0.264922,[ 6 11] ; [2 6],[ 5.44 11.56] ; [2.56 5.44],0
a4,1,0.606759,0.264922,[ 6 11] ; [2 6],[ 5.44 11.56] ; [2.56 5.44],0
d4,1,0.653329,0.201728,[9 8] ; [5 3],[9.52 7.48] ; [4.48 3.52],0
b4,1,0.653329,0.201728,[9 8] ; [5 3],[9.52 7.48] ; [4.48 3.52],0
p3,1,0.653329,0.201728,[9 8] ; [5 3],[9.52 7.48] ; [4.48 3.52],0
u3,1,0.67329,0.177778,[1 4] ; [1 2],[1.25 3.75] ; [0.75 2.25],0
p10,1,0.67844,0.171887,[10  7] ; [4 4],[9.52 7.48] ; [4.48 3.52],0
a3,1,0.68591,0.163549,[12  5] ; [5 3],[11.56  5.44] ; [5.44 2.56],0
s3,1,0.750824,0.10084,[ 6 11] ; [2 5],[ 5.66666667 11.33333333] ; [2.33333333 4.66666667],0
u2,1,0.850436,0.035556,[3 2] ; [2 1],[3.125 1.875] ; [1.875 1.125],0
b5,1,0.861052,0.030637,[10  7] ; [5 3],[10.2  6.8] ; [4.8 3.2],0
v1,1,0.861052,0.030637,[ 7 10] ; [3 5],[ 6.8 10.2] ; [3.2 4.8],0
d3,1,0.890787,0.018854,[9 8] ; [4 4],[8.84 8.16] ; [4.16 3.84],0
r1,1,0.914641,0.011489,[ 6 11] ; [3 5],[ 6.12 10.88] ; [2.88 5.12],0
p2,1,0.935989,0.00645,[13  4] ; [6 2],[12.92  4.08] ; [6.08 1.92],0
n3,1,1.0,0.0,[6 3] ; [2 1],[6. 3.] ; [2. 1.],0
