Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8e-05,15.556434,[ 71 173] ; [19 10],[ 80.43956044 163.56043956] ; [ 9.56043956 19.43956044],1
b1,1,0.069623,3.291877,[102 147] ; [18 13],[106.71428571 142.28571429] ; [13.28571429 17.71428571],0
p2,1,0.1328,2.25946,[141 107] ; [22  9],[144.88888889 103.11111111] ; [18.11111111 12.88888889],0
p11,1,0.410303,0.677923,[158  91] ; [22  9],[160.07142857  88.92857143] ; [19.92857143 11.07142857],0
