Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.001586,9.97556,[ 4 18] ; [59 48],[10.74418605 11.25581395] ; [52.25581395 54.74418605],0
b3,1,0.001586,9.97556,[ 4 18] ; [59 48],[10.74418605 11.25581395] ; [52.25581395 54.74418605],0
s3,1,0.002517,9.128444,[29  7] ; [86 76],[20.90909091 15.09090909] ; [94.09090909 67.90909091],0
d3,1,0.003122,8.734605,[25 12] ; [66 96],[16.91959799 20.08040201] ; [74.08040201 87.91959799],0
s6,1,0.005654,7.657493,[30  5] ; [96 61],[22.96875 12.03125] ; [103.03125  53.96875],0
s2,1,0.014297,6.001082,[24 12] ; [71 90],[17.36040609 18.63959391] ; [77.63959391 83.36040609],0
s7,1,0.026854,4.900161,[24 10] ; [77 78],[18.16931217 15.83068783] ; [82.83068783 72.16931217],0
s5,1,0.028189,4.816441,[19 14] ; [58 99],[13.37368421 19.62631579] ; [63.62631579 93.37368421],0
p10,1,0.050821,3.814162,[32  4] ; [117  42],[27.50769231  8.49230769] ; [121.49230769  37.50769231],0
a8,1,0.061929,3.484966,[ 1 34] ; [ 22 132],[ 4.25925926 30.74074074] ; [ 18.74074074 135.25925926],0
b5,1,0.083106,3.003095,[12 25] ; [78 84],[16.73366834 20.26633166] ; [73.26633166 88.73366834],0
b4,1,0.088823,2.89557,[16 21] ; [95 67],[20.63819095 16.36180905] ; [90.36180905 71.63819095],0
p3,1,0.093726,2.809185,[23 14] ; [75 85],[18.40609137 18.59390863] ; [79.59390863 80.40609137],0
u1,1,0.119084,2.429322,[ 4 33] ; [  7 155],[ 2.04522613 34.95477387] ; [  8.95477387 153.04522613],0
p8,1,0.120031,2.416915,[22 15] ; [72 87],[17.74489796 19.25510204] ; [76.25510204 82.74489796],0
v2,1,0.129776,2.295186,[14 22] ; [82 73],[18.09424084 17.90575916] ; [77.90575916 77.09424084],0
d1,1,0.168435,1.896813,[22 15] ; [76 86],[18.22110553 18.77889447] ; [79.77889447 82.22110553],0
p1,1,0.179297,1.803441,[ 4 33] ; [  8 153],[ 2.24242424 34.75757576] ; [  9.75757576 151.24242424],0
p6,1,0.188097,1.732457,[16 21] ; [ 50 107],[12.58762887 24.41237113] ; [ 53.41237113 103.58762887],0
d5,1,0.206457,1.596099,[31  6] ; [119  42],[28.03030303  8.96969697] ; [121.96969697  39.03030303],0
u2,1,0.249528,1.325946,[8 3] ; [23 20],[6.31481481 4.68518519] ; [24.68518519 18.31481481],0
v1,1,0.290184,1.118769,[18 19] ; [92 66],[20.87179487 16.12820513] ; [89.12820513 68.87179487],0
u3,1,0.345151,0.891204,[7 4] ; [21 23],[5.6 5.4] ; [22.4 21.6],0
p7,1,0.357414,0.846957,[26 11] ; [97 59],[23.58031088 13.41968912] ; [99.41968912 56.58031088],0
