Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7.9e-05,15.572324,[18  3] ; [21 38],[10.2375 10.7625] ; [28.7625 30.2375],1
p8,1,0.004131,8.225371,[14  8] ; [17 42],[ 8.41975309 13.58024691] ; [22.58024691 36.41975309],0
p4,1,0.0076,7.125488,[14  8] ; [19 42],[ 8.74698795 13.25301205] ; [24.25301205 36.74698795],0
n1,1,0.010948,6.473776,[7 6] ; [ 3 19],[3.71428571 9.28571429] ; [ 6.28571429 15.71428571],0
s5,1,0.012666,6.215225,[10 11] ; [12 49],[ 5.63414634 15.36585366] ; [16.36585366 44.63414634],0
u2,1,0.014362,5.993088,[10  4] ; [10 21],[6.22222222 7.77777778] ; [13.77777778 17.22222222],0
s8,1,0.031486,4.626279,[ 9 13] ; [11 50],[ 5.30120482 16.69879518] ; [14.69879518 46.30120482],0
p2,1,0.036166,4.389262,[18  4] ; [34 26],[13.95121951  8.04878049] ; [38.04878049 21.95121951],0
s4,1,0.045945,3.983604,[10 12] ; [14 47],[ 6.36144578 15.63855422] ; [17.63855422 43.36144578],0
b5,1,0.056902,3.625454,[17  5] ; [33 28],[13.25301205  8.74698795] ; [36.74698795 24.25301205],0
s7,1,0.098073,2.736608,[ 9 13] ; [13 45],[ 6.05 15.95] ; [15.95 42.05],0
a8,1,0.104864,2.629966,[ 2 19] ; [ 1 58],[ 0.7875 20.2125] ; [ 2.2125 56.7875],0
r4,1,0.119189,2.427947,[14  8] ; [27 34],[10.86746988 11.13253012] ; [30.13253012 30.86746988],0
p11,1,0.127701,2.320228,[16  6] ; [33 28],[12.98795181  9.01204819] ; [36.01204819 24.98795181],0
s2,1,0.130777,2.283252,[12 10] ; [22 39],[ 9.01204819 12.98795181] ; [24.98795181 36.01204819],0
p3,1,0.131201,2.278231,[10 12] ; [17 44],[ 7.15662651 14.84337349] ; [19.84337349 41.15662651],0
r3,1,0.157717,1.995982,[20  2] ; [47 14],[17.75903614  4.24096386] ; [49.24096386 11.75903614],0
u3,1,0.164973,1.928039,[9 5] ; [13 18],[6.84444444 7.15555556] ; [15.15555556 15.84444444],0
a4,1,0.178606,1.809186,[ 7 15] ; [11 50],[ 4.77108434 17.22891566] ; [13.22891566 47.77108434],0
p1,1,0.183326,1.770455,[ 3 19] ; [ 3 57],[ 1.6097561 20.3902439] ; [ 4.3902439 55.6097561],0
