Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.001966,9.581476,[16 11] ; [ 7 27],[10.18032787 16.81967213] ; [12.81967213 21.18032787],0
v4,1,0.02767,4.848485,[22  5] ; [18 15],[18.  9.] ; [22. 11.],0
r2,1,0.029363,4.746178,[24  3] ; [22 12],[20.36065574  6.63934426] ; [25.63934426  8.36065574],0
r1,1,0.031608,4.619624,[17 10] ; [12 22],[12.83606557 14.16393443] ; [16.16393443 17.83606557],0
n2,1,0.040078,4.214583,[11  1] ; [9 7],[8.57142857 3.42857143] ; [11.42857143  4.57142857],0
s6,1,0.042192,4.127505,[14 13] ; [ 9 25],[10.18032787 16.81967213] ; [12.81967213 21.18032787],0
d3,1,0.042192,4.127505,[14 13] ; [ 9 25],[10.18032787 16.81967213] ; [12.81967213 21.18032787],0
r3,1,0.044805,4.025961,[21  6] ; [18 16],[17.26229508  9.73770492] ; [21.73770492 12.26229508],0
r4,1,0.047693,3.920766,[18  9] ; [14 20],[14.16393443 12.83606557] ; [17.83606557 16.16393443],0
v2,1,0.111181,2.537351,[ 9 18] ; [ 5 27],[ 6.40677966 20.59322034] ; [ 7.59322034 24.40677966],0
p8,1,0.121264,2.40092,[11 15] ; [ 8 26],[ 8.23333333 17.76666667] ; [10.76666667 23.23333333],0
a6,1,0.124032,2.365651,[14 13] ; [11 23],[11.06557377 15.93442623] ; [13.93442623 20.06557377],0
p6,1,0.17565,1.834052,[ 8 19] ; [ 5 28],[ 5.85 21.15] ; [ 7.15 25.85],0
v3,1,0.175957,1.831447,[10 17] ; [ 7 26],[ 7.65 19.35] ; [ 9.35 23.65],0
p7,1,0.177544,1.818065,[15 12] ; [13 21],[12.39344262 14.60655738] ; [15.60655738 18.39344262],0
b4,1,0.191071,1.709341,[ 9 18] ; [17 17],[11.50819672 15.49180328] ; [14.49180328 19.50819672],0
p10,1,0.195723,1.674008,[13 13] ; [11 22],[10.57627119 15.42372881] ; [13.42372881 19.57627119],0
s2,1,0.224577,1.474885,[12 15] ; [10 24],[ 9.73770492 17.26229508] ; [12.26229508 21.73770492],0
n1,1,0.2261,1.465231,[6 5] ; [ 5 11],[4.48148148 6.51851852] ; [6.51851852 9.48148148],0
p1,1,0.24459,1.353945,[ 4 23] ; [ 2 32],[ 2.6557377 24.3442623] ; [ 3.3442623 30.6557377],0
s1,1,0.24459,1.353945,[ 4 23] ; [ 2 32],[ 2.6557377 24.3442623] ; [ 3.3442623 30.6557377],0
n3,1,0.248767,1.330215,[7 5] ; [5 9],[5.53846154 6.46153846] ; [6.46153846 7.53846154],0
a1,1,0.254296,1.299549,[ 1 26] ; [ 4 30],[ 2.21311475 24.78688525] ; [ 2.78688525 31.21311475],0
v1,1,0.258119,1.278817,[12 15] ; [10 23],[ 9.9 17.1] ; [12.1 20.9],0
p3,1,0.261016,1.263358,[ 9 18] ; [ 7 27],[ 7.08196721 19.91803279] ; [ 8.91803279 25.08196721],0
n5,1,0.354971,0.855607,[16 11] ; [24 10],[17.70491803  9.29508197] ; [22.29508197 11.70491803],0
d4,1,0.356981,0.848485,[13 14] ; [12 21],[11.25 15.75] ; [13.75 19.25],0
p9,1,0.366171,0.816619,[15 12] ; [14 18],[13.27118644 13.72881356] ; [15.72881356 16.27118644],0
n6,1,0.373333,0.792541,[17 10] ; [17 16],[15.3 11.7] ; [18.7 14.3],0
s3,1,0.414062,0.667106,[15 11] ; [16 18],[13.43333333 12.56666667] ; [17.56666667 16.43333333],0
a8,1,0.414216,0.666667,[ 4 20] ; [ 3 29],[ 3. 21.] ; [ 4. 28.],0
s5,1,0.422219,0.644131,[ 5 21] ; [ 4 30],[ 3.9 22.1] ; [ 5.1 28.9],0
n4,1,0.46745,0.527999,[15 12] ; [22 12],[16.37704918 10.62295082] ; [20.62295082 13.37704918],0
a3,1,0.55603,0.346625,[11 14] ; [12 21],[ 9.9137931 15.0862069] ; [13.0862069 19.9137931],0
u3,1,0.608766,0.261976,[6 9] ; [ 7 15],[5.27027027 9.72972973] ; [ 7.72972973 14.27027027],0
b5,1,0.621689,0.243501,[16 11] ; [18 16],[15.04918033 11.95081967] ; [18.95081967 15.04918033],0
s7,1,0.665112,0.187373,[ 9 18] ; [ 9 23],[ 8.23728814 18.76271186] ; [ 9.76271186 22.23728814],0
s4,1,0.765709,0.0888,[ 3 24] ; [ 3 31],[ 2.6557377 24.3442623] ; [ 3.3442623 30.6557377],0
s8,1,0.766636,0.088077,[ 4 23] ; [ 6 28],[ 4.42622951 22.57377049] ; [ 5.57377049 28.42622951],0
p2,1,0.791085,0.070173,[16 11] ; [19 15],[15.49180328 11.50819672] ; [19.50819672 14.49180328],0
p4,1,0.800815,0.063652,[10 16] ; [12 22],[ 9.53333333 16.46666667] ; [12.46666667 21.53333333],0
u2,1,0.808976,0.058442,[5 9] ; [ 7 15],[4.66666667 9.33333333] ; [ 7.33333333 14.66666667],0
d2,1,0.82907,0.04661,[ 7 20] ; [ 8 26],[ 6.63934426 20.36065574] ; [ 8.36065574 25.63934426],0
b1,1,0.838724,0.041423,[15 12] ; [18 16],[14.60655738 12.39344262] ; [18.39344262 15.60655738],0
a2,1,0.868069,0.027593,[ 1 26] ; [ 1 33],[ 0.8852459 26.1147541] ; [ 1.1147541 32.8852459],0
p5,1,0.875164,0.024681,[ 2 24] ; [ 3 31],[ 2.16666667 23.83333333] ; [ 2.83333333 31.16666667],0
a4,1,0.941837,0.005323,[ 4 22] ; [ 5 29],[ 3.9 22.1] ; [ 5.1 28.9],0
b3,1,0.9485,0.004172,[4 9] ; [ 7 15],[4.08571429 8.91428571] ; [ 6.91428571 15.08571429],0
b2,1,0.9485,0.004172,[4 9] ; [ 7 15],[4.08571429 8.91428571] ; [ 6.91428571 15.08571429],0
