Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,58.086435,[42 69] ; [248  73],[74.51388889 36.48611111] ; [215.48611111 105.51388889],1
p6,1,0.0,37.613137,[28 82] ; [191 131],[55.76388889 54.23611111] ; [163.23611111 158.76388889],1
p10,1,0.000301,13.064917,[88 23] ; [295  26],[98.40972222 12.59027778] ; [284.59027778  36.40972222],1
p11,1,0.001093,10.663385,[84 28] ; [284  39],[94.74942529 17.25057471] ; [273.25057471  49.74942529],0
s5,1,0.002377,9.232805,[28 77] ; [135 176],[41.14182692 63.85817308] ; [121.85817308 189.14182692],0
p2,1,0.00342,8.568477,[95 17] ; [302  20],[102.4516129   9.5483871] ; [294.5483871  27.4516129],0
p5,1,0.008166,6.996659,[12 98] ; [ 72 248],[21.48837209 88.51162791] ; [ 62.51162791 257.48837209],0
r1,1,0.012626,6.220709,[84 28] ; [274  47],[92.60046189 19.39953811] ; [265.39953811  55.60046189],0
s1,1,0.013169,6.146277,[  8 103] ; [  7 312],[  3.87209302 107.12790698] ; [ 11.12790698 307.87209302],0
b5,1,0.028396,4.803844,[75 37] ; [178 145],[65.14022989 46.85977011] ; [187.85977011 135.14022989],0
v3,1,0.035762,4.40841,[39 67] ; [151 160],[48.29736211 57.70263789] ; [141.70263789 169.29736211],0
v1,1,0.039151,4.254319,[59 48] ; [210 107],[67.88443396 39.11556604] ; [201.11556604 115.88443396],0
d2,1,0.043563,4.073429,[70 41] ; [168 155],[60.87096774 50.12903226] ; [177.12903226 145.87096774],0
p3,1,0.044052,4.054586,[68 43] ; [231  92],[76.47235023 34.52764977] ; [222.52764977 100.47235023],0
p9,1,0.049565,3.856107,[95 15] ; [299  24],[100.09237875   9.90762125] ; [293.90762125  29.09237875],0
a1,1,0.054635,3.693191,[  2 110] ; [ 21 302],[  5.92183908 106.07816092] ; [ 17.07816092 305.92183908],0
n1,1,0.083791,2.989781,[16 10] ; [19 28],[12.46575342 13.53424658] ; [22.53424658 24.46575342],0
n4,1,0.101147,2.687357,[106   6] ; [288  34],[101.67741935  10.32258065] ; [292.32258065  29.67741935],0
v2,1,0.171234,1.87211,[59 50] ; [194 121],[65.04009434 43.95990566] ; [187.95990566 127.04009434],0
s4,1,0.208914,1.578937,[15 95] ; [ 60 257],[19.32084309 90.67915691] ; [ 55.67915691 261.32084309],0
s8,1,0.208927,1.578847,[52 58] ; [174 147],[57.67981439 52.32018561] ; [168.32018561 152.67981439],0
s7,1,0.261896,1.258705,[56 47] ; [185 120],[60.84068627 42.15931373] ; [180.15931373 124.84068627],0
s3,1,0.324574,0.970425,[61 48] ; [195 123],[65.34894614 43.65105386] ; [190.65105386 127.34894614],0
a3,1,0.327491,0.958792,[80 32] ; [245  77],[83.87096774 28.12903226] ; [241.12903226  80.87096774],0
a8,1,0.327687,0.958017,[11 85] ; [ 45 245],[13.92746114 82.07253886] ; [ 42.07253886 247.92746114],0
r3,1,0.343016,0.899126,[105   7] ; [307  13],[106.81481481   5.18518519] ; [305.18518519  14.81481481],0
r4,1,0.358868,0.84185,[101  11] ; [300  23],[103.24597701   8.75402299] ; [297.75402299  25.24597701],0
a2,1,0.370704,0.801302,[27 85] ; [ 92 231],[30.63908046 81.36091954] ; [ 88.36091954 234.63908046],0
a6,1,0.40596,0.6906,[74 38] ; [227  96],[77.49885057 34.50114943] ; [223.50114943  99.49885057],0
s6,1,0.416727,0.659527,[80 31] ; [237  75],[83.18439716 27.81560284] ; [233.81560284  78.18439716],0
p12,1,0.441938,0.591244,[14 98] ; [ 32 291],[ 11.84367816 100.15632184] ; [ 34.15632184 288.84367816],0
b4,1,0.451067,0.567968,[67 45] ; [180 143],[63.5954023 48.4045977] ; [183.4045977 139.5954023],0
a4,1,0.461687,0.541801,[60 52] ; [159 162],[56.64665127 55.35334873] ; [162.35334873 158.64665127],0
v4,1,0.463826,0.536646,[106   6] ; [308  12],[107.33333333   4.66666667] ; [306.66666667  13.33333333],0
d4,1,0.475554,0.509042,[91 21] ; [271  51],[93.41935484 18.58064516] ; [268.58064516  53.41935484],0
u4,1,0.49775,0.45973,[  5 107] ; [ 10 312],[  3.87096774 108.12903226] ; [ 11.12903226 310.87096774],0
a5,1,0.5346,0.385641,[86 26] ; [257  66],[88.31264368 23.68735632] ; [254.68735632  68.31264368],0
n2,1,0.55217,0.353444,[19  7] ; [38 10],[20.02702703  5.97297297] ; [36.97297297 11.02702703],0
s2,1,0.631492,0.230043,[60 49] ; [184 135],[62.14018692 46.85981308] ; [181.85981308 137.14018692],0
